,term,weight
80,dont fall,0.0008906283303658903
81,dont fall love,0.0008906283303658903
82,dont fall love moment,0.0008906283303658903
260,love moment,0.0008906283303658903
111,fall love moment,0.0008906283303658903
110,fall love,0.0008906283303658903
279,moment,0.0008906283303658903
22,belly aches youre,0.0008746958990720553
2,aches youre bed,0.0008746958990720553
484,youre bed,0.0008746958990720553
23,belly aches youre bed,0.0008746958990720553
20,belly,0.0008746958990720553
21,belly aches,0.0008746958990720553
1,aches youre,0.0008746958990720553
0,aches,0.0008746958990720553
373,singing,0.0008539410202039297
442,use singing song,0.0008539410202039297
441,use singing,0.0008539410202039297
440,use,0.0008539410202039297
414,theres use singing song,0.0008539410202039297
413,theres use singing,0.0008539410202039297
374,singing song,0.0008539410202039297
412,theres use,0.0008539410202039297
97,dressing gown,0.0008388004403629653
145,gown,0.0008388004403629653
462,wears frown dressing gown,0.0008388004403629653
124,frown dressing,0.0008388004403629653
123,frown,0.0008388004403629653
461,wears frown dressing,0.0008388004403629653
96,dressing,0.0008388004403629653
459,wears,0.0008388004403629653
460,wears frown,0.0008388004403629653
125,frown dressing gown,0.0008388004403629653
132,giving im,0.000811385639307723
133,giving im giving,0.000811385639307723
173,im giving im,0.000811385639307723
174,im giving im giving,0.000811385639307723
471,wont long song,0.0005797360947004973
209,kick wont long song,0.0005797360947004973
248,long song lasts minutes,0.0005797360947004973
247,long song lasts,0.0005797360947004973
246,long song,0.0005797360947004973
245,long,0.0005797360947004973
277,minutes,0.0005797360947004973
218,lasts minutes,0.0005797360947004973
217,lasts,0.0005797360947004973
295,oh kick,0.0005797360947004973
208,kick wont long,0.0005797360947004973
207,kick wont,0.0005797360947004973
470,wont long,0.0005797360947004973
296,oh kick wont,0.0005797360947004973
472,wont long song lasts,0.0005797360947004973
206,kick,0.0005797360947004973
384,song lasts minutes,0.0005797360947004973
383,song lasts,0.0005797360947004973
297,oh kick wont long,0.0005797360947004973
