,ngram,count
1995,adam hann] [chorus] well,1
2005,phone’ speaking like i’m,1
2011,my body i personify,1
2010,than my body i,1
2009,bigger than my body,1
2008,i’m bigger than my,1
2007,like i’m bigger than,1
2006,speaking like i’m bigger,1
2004,a phone’ speaking like,1
1966,health but you'll call,1
2003,on a phone’ speaking,1
2002,‘adolescent on a phone’,1
1961,things to protect my,1
1962,to protect my mental,1
1963,protect my mental health,1
1964,my mental health but,1
2012,body i personify that,1
2013,i personify that lack,1
2014,personify that lack of,1
1960,left things to protect,1
1959,we left things to,1
1958,and we left things,1
1957,way and we left,1
1956,either way and we,1
2015,that lack of freedom,1
2016,lack of freedom in,1
2017,of freedom in your,1
2018,freedom in your life,1
2019,in your life and,1
2020,your life and i'm,1
2021,life and i'm sure,1
2022,and i'm sure she'll,1
2023,i'm sure she'll be,1
1965,mental health but you'll,1
1967,but you'll call me,1
2025,she'll be gone in,1
1998,1] i personify the,1
1985,it 'cause i know,1
1986,i know you do,1
1987,know you do [chorus],1
1988,you do [chorus] i,1
2000,personify the ‘adolescent on,1
1999,i personify the ‘adolescent,1
1997,[verse 1] i personify,1
1968,you'll call me when,1
1989,do [chorus] i know,1
1990,of your heart [guitar,1
1991,your heart [guitar solo:,1
1992,heart [guitar solo: adam,1
1993,[guitar solo: adam hann],1
1994,solo: adam hann] [chorus],1
1984,get it 'cause i,1
1983,don't get it 'cause,1
1982,just don't get it,1
1981,you just don't get,1
1980,that you just don't,1
1979,me that you just,1
1978,yourself [pre-chorus] you're so,1
1977,with yourself [pre-chorus] you're,1
1976,playing with yourself [pre-chorus],1
1975,you're playing with yourself,1
1974,and you're playing with,1
1973,bored and you're playing,1
1972,you're bored and you're,1
1971,when you're bored and,1
1970,me when you're bored,1
1969,call me when you're,1
2001,the ‘adolescent on a,1
2024,sure she'll be gone,1
2026,be gone in a,1
1899,"""just don't get it""",1
1923,sycophantic prophetic socratic junkie,1
1917,it's just all about,1
1918,just all about me,1
1919,all about me a,1
1920,about me a sycophantic,1
1921,me a sycophantic prophetic,1
1922,a sycophantic prophetic socratic,1
1924,prophetic socratic junkie wannabe,1
1931,much skin to see,1
1925,socratic junkie wannabe and,1
1926,junkie wannabe and there's,1
1927,wannabe and there's so,1
1928,and there's so much,1
2037,this girl i thought,1
1929,there's so much skin,1
1916,reciprocation it's just all,1
1915,about reciprocation it's just,1
1914,not about reciprocation it's,1
1913,it's not about reciprocation,1
1912,2] it's not about,1
1911,[verse 2] it's not,1
1910,heart [verse 2] it's,1
1909,your heart [verse 2],1
2038,girl i thought she'd,1
1907,and [chorus] i know,1
1906,you and [chorus] i,1
1905,know you and [chorus],1
1904,i know you and,1
2039,i thought she'd rearrange,1
1902,"it"" 'cause i know",1
1901,"get it"" 'cause i",1
1900,"don't get it"" 'cause",1
1930,so much skin to,1
1932,skin to see a,1
2027,gone in a second,1
2035,you 'bout this girl,1
1951,see the difference in,1
1952,the difference in it,1
1953,difference in it either,1
1954,in it either way,1
2830,cars with autumn leaves,1
2036,'bout this girl i,1
1955,it either way and,1
1933,to see a simple,1
2033,me tell you 'bout,1
2032,let me tell you,1
2031,[pre-chorus] let me tell,1
2030,second [pre-chorus] let me,1
2029,a second [pre-chorus] let,1
2028,in a second [pre-chorus],1
1950,can't see the difference,1
1949,i can't see the,1
1948,cliché i can't see,1
1947,a cliché i can't,1
1946,such a cliché i,1
1945,i'm such a cliché,1
1944,say i'm such a,1
1943,you say i'm such,1
1942,say you say i'm,1
1941,you say you say,1
1940,and you say you,1
1939,oh and you say,1
1938,philosophy oh and you,1
1937,epicurean philosophy oh and,1
1936,simple epicurean philosophy oh,1
1935,a simple epicurean philosophy,1
1934,see a simple epicurean,1
2829,and cars with autumn,1
2663,keep holding their necks,1
2831,with autumn leaves fallen,1
1655,or lost in a,1
2896,the artist with comfort,1
2895,at the artist with,1
2894,cajoles at the artist,1
2893,that cajoles at the,1
2892,touch that cajoles at,1
2891,to touch that cajoles,1
2890,disconnect to touch that,1
2889,certain disconnect to touch,1
2888,a certain disconnect to,1
2887,with a certain disconnect,1
2886,but with a certain,1
2885,such but with a,1
2884,as such but with,1
2883,it as such but,1
2882,treating it as such,1
2897,artist with comfort and,1
2898,with comfort and abandon,1
2899,comfort and abandon and,1
2908,roofs of the white,1
1657,in a bar it’s,1
1658,a bar it’s likely,1
1659,bar it’s likely in,1
2911,white city that orange,1
2910,the white city that,1
2909,of the white city,1
2907,rolling roofs of the,1
2900,and abandon and between,1
2906,and rolling roofs of,1
2905,spires and rolling roofs,1
2904,the spires and rolling,1
2903,between the spires and,1
2902,and between the spires,1
2901,abandon and between the,1
2881,and treating it as,1
2880,life and treating it,1
2879,living life and treating,1
1664,sainsbury’s flirting with the,1
2860,a true understanding of,1
2859,or a true understanding,1
2858,divinity or a true,1
1661,likely in a sainsbury’s,1
1662,in a sainsbury’s flirting,1
1663,a sainsbury’s flirting with,1
1665,flirting with the girls,1
2862,understanding of the human,1
1666,with the girls and,1
1667,the girls and waiting,1
1668,girls and waiting for,1
1669,and waiting for me,1
1670,waiting for me i,1
1671,for me i jumped,1
2861,true understanding of the,1
2863,of the human condition,1
2878,– living life and,1
2872,the duality of art,1
2877,reality – living life,1
1660,it’s likely in a,1
2876,and reality – living,1
2875,art and reality –,1
2874,of art and reality,1
2873,duality of art and,1
2871,– the duality of,1
2864,the human condition i,1
2870,understand – the duality,1
2869,did understand – the,1
2868,never did understand –,1
2867,i never did understand,1
2866,condition i never did,1
2865,human condition i never,1
1656,lost in a bar,1
1654,train or lost in,1
1673,i jumped on a,1
1653,a train or lost,1
2913,that orange english light,1
2912,city that orange english,1
1604,we're never alone [guitar,1
1605,never alone [guitar solo],1
1606,alone [guitar solo] [chorus],1
1607,[guitar solo] [chorus] i,1
1608,solo] [chorus] i don't,1
1609,with somebody else [verse,1
1610,somebody else [verse 1],1
1611,else [verse 1] and,1
1612,[verse 1] and well,1
1613,1] and well i,1
1614,and well i think,1
1615,well i think i've,1
1616,i think i've gone,1
2914,orange english light cast,1
2915,english light cast only,1
2916,light cast only one,1
2925,not beside but within,1
2931,oh oh,1
2930,someone oh oh,1
2929,me [chorus] loving someone,1
2928,within me [chorus] loving,1
2927,but within me [chorus],1
2926,beside but within me,1
2924,are not beside but,1
2917,cast only one singular,1
2923,you are not beside,1
2922,for you are not,1
2921,shadow for you are,1
2920,singular shadow for you,1
2919,one singular shadow for,1
2918,only one singular shadow,1
1617,think i've gone mad,1
1618,i've gone mad isn't,1
1619,gone mad isn't that,1
1645,gone far i must,1
1639,check the car it,1
1640,the car it can’t,1
1641,car it can’t have,1
1642,it can’t have gone,1
1643,can’t have gone far,1
1644,have gone far i,1
1646,far i must have,1
1637,oh mum check the,1
1647,i must have left,1
1648,must have left it,1
1649,have left it on,1
1650,left it on a,1
1651,it on a train,1
1652,on a train or,1
1638,mum check the car,1
1636,had oh mum check,1
1620,mad isn't that so,1
1627,a shame you've lost,1
1621,isn't that so sad?,1
1622,that so sad? and,1
1623,so sad? and what,1
1624,sad? and what a,1
1625,and what a shame,1
1626,what a shame you've,1
1628,shame you've lost a,1
1635,never had oh mum,1
1629,you've lost a brain,1
1630,lost a brain that,1
1631,a brain that you,1
1632,brain that you never,1
1633,that you never had,1
1634,you never had oh,1
1672,me i jumped on,1
1674,jumped on a bus,1
2832,autumn leaves fallen sparse,1
1747,drove me insane “where,1
1767,felt my pain but,1
1768,my pain but she,1
1769,pain but she couldn't,1
1770,but she couldn't find,1
1771,she couldn't find a,1
1772,couldn't find a single,1
1773,find a single trace,1
1774,a single trace of,1
1775,single trace of my,1
1776,trace of my brain,1
1777,"of my brain ""oops",1
1778,"my brain ""oops i",1
1779,"brain ""oops i did",1
1780,"""oops i did it",1
1781,"i did it again""",1
1766,she felt my pain,1
1765,me she felt my,1
1764,told me she felt,1
1755,i was my brain?”,1
1749,insane “where would i,1
1750,“where would i be,1
1751,would i be if,1
1752,i be if i,1
1753,be if i was,1
1754,if i was my,1
1756,was my brain?” [instrumental],1
1763,nurse told me she,1
1757,my brain?” [instrumental] [outro],1
1758,brain?” [instrumental] [outro] the,1
1759,[instrumental] [outro] the nice,1
1760,[outro] the nice nurse,1
1761,the nice nurse told,1
1762,nice nurse told me,1
1782,"did it again"" started",1
1783,"it again"" started playing",1
1784,"again"" started playing forget",1
2840,about how ‘cultural language,1
2846,operating system a simple,1
2845,an operating system a,1
2844,is an operating system,1
2843,language is an operating,1
2842,‘cultural language is an,1
2841,how ‘cultural language is,1
2839,blazed about how ‘cultural,1
2848,a simple interface rendered,1
2838,she blazed about how,1
2837,mid-afternoon she blazed about,1
2836,across mid-afternoon she blazed,1
2835,sparse across mid-afternoon she,1
2834,fallen sparse across mid-afternoon,1
2833,leaves fallen sparse across,1
2847,system a simple interface,1
2849,simple interface rendered feeble,1
1785,started playing forget my,1
1793,[intro] well i know,1
1786,playing forget my brain,1
1787,forget my brain remember,1
1788,my brain remember my,1
1789,brain remember my name,1
1791,my name [intro] well,1
1792,name [intro] well i,1
2857,with divinity or a,1
2850,interface rendered feeble and,1
2856,tested with divinity or,1
2855,when tested with divinity,1
2854,listless when tested with,1
2853,and listless when tested,1
2852,feeble and listless when,1
2851,rendered feeble and listless,1
1748,me insane “where would,1
1746,it drove me insane,1
1675,on a bus declared,1
1745,day it drove me,1
1694,"for a run ""and",1
1695,"a run ""and would",1
1696,"run ""and would you",1
1697,"""and would you sign",1
1698,would you sign an,1
1699,you sign an autograph,1
1700,sign an autograph for,1
1701,an autograph for my,1
1702,autograph for my daughter,1
1703,for my daughter laura?,1
1704,my daughter laura? cause,1
1705,daughter laura? cause she,1
1706,laura? cause she adores,1
1707,cause she adores you,1
1708,she adores you but,1
1693,going for a run,1
1692,seen going for a,1
1691,last seen going for,1
1682,asked if anybody's seen,1
1676,a bus declared my,1
1677,bus declared my name,1
1678,declared my name and,1
1679,my name and asked,1
1680,name and asked if,1
1681,and asked if anybody's,1
1683,if anybody's seen my,1
1690,was last seen going,1
1684,anybody's seen my brain,1
1685,seen my brain your,1
1686,my brain your brain,1
1687,brain your brain was,1
1688,your brain was last,1
1689,brain was last seen,1
1709,adores you but i,1
1710,you but i think,1
1711,but i think you’re,1
1737,when you’ve got no,1
1731,eyes “well what do,1
1732,“well what do you,1
1733,what do you expect,1
1734,do you expect when,1
1735,you expect when you’ve,1
1736,expect when you’ve got,1
1738,you’ve got no mind!”,1
1729,hurt my eyes “well,1
1739,got no mind!” i,1
1740,no mind!” i searched,1
1741,mind!” i searched all,1
1742,i searched all day,1
1743,searched all day it,1
1744,all day it drove,1
1730,my eyes “well what,1
1728,it hurt my eyes,1
1712,"i think you’re shit""",1
1719,for my brain for,1
1713,"think you’re shit"" ""i’ve",1
1714,"you’re shit"" ""i’ve gotta",1
1715,"shit"" ""i’ve gotta look",1
1716,"""i’ve gotta look for",1
1717,gotta look for my,1
1718,look for my brain,1
1720,my brain for a,1
1727,outside it hurt my,1
1721,brain for a bit!”,1
1722,for a bit!” i,1
1723,a bit!” i stepped,1
1724,bit!” i stepped outside,1
1725,i stepped outside it,1
1726,stepped outside it hurt,1
1790,remember my name [intro],1
2114,you're no lover it's,1
2804,and i think i,1
2696,park beside where your,1
2694,a car park beside,1
2693,in a car park,1
2692,minds in a car,1
2691,criminal minds in a,1
2690,young criminal minds in,1
2689,disenfranchised young criminal minds,1
2688,sex disenfranchised young criminal,1
2481,oh yeah? no [verse,1
2482,yeah? no [verse 2],1
2483,no [verse 2] you've,1
2484,[verse 2] you've been,1
2485,2] you've been reading,1
2486,you've been reading 'bout,1
2487,been reading 'bout yourself,1
2488,reading 'bout yourself on,1
2695,car park beside where,1
2697,beside where your nan,1
2527,and portray we possess,1
2466,looking! [chorus] and love,1
2450,about yourself on a,1
2452,on a plane fame!,1
2453,a plane fame! what,1
2454,plane fame! what a,1
2455,fame! what a shame!,1
2456,what a shame! oh!,1
2457,a shame! oh! well,1
2458,shame! oh! well just,1
2459,oh! well just keep,1
2460,well just keep looking,1
2461,just keep looking looking,1
2462,keep looking looking looking,1
2463,looking looking looking looking!,1
2464,looking looking looking! [chorus],1
2465,looking looking! [chorus] and,1
2489,'bout yourself on a,1
2490,on a plane fame,1
2491,a plane fame for,1
2492,plane fame for a,1
2511,got a beautiful face,1
2512,a beautiful face but,1
2513,beautiful face but got,1
2514,face but got nothing,1
2515,but got nothing to,1
2516,got nothing to say,1
2517,nothing to say oh!,1
2518,"to say oh! ""you",1
2519,"say oh! ""you look",1
2520,"oh! ""you look famous",1
2521,"""you look famous let's",1
2522,look famous let's be,1
2523,famous let's be friends,1
2524,let's be friends and,1
2525,be friends and portray,1
2510,you got a beautiful,1
2509,passion you got a,1
2508,for passion you got,1
2499,in fashion karcrashian panache,1
2493,fame for a change,1
2494,for a change caught,1
2495,a change caught up,1
2496,change caught up in,1
2497,caught up in fashion,1
2498,up in fashion karcrashian,1
2500,fashion karcrashian panache and,1
2507,bash for passion you,1
2501,karcrashian panache and a,1
2502,panache and a bag,1
2503,and a bag of,1
2504,a bag of bash,1
2505,bag of bash for,1
2506,of bash for passion,1
2449,reading about yourself on,1
2448,you're reading about yourself,1
2447,find you're reading about,1
2407,it up again [outro],1
2391,it up for me?,1
2392,up for me? oh,1
2393,for me? oh the,1
2394,me? oh the kick,1
2395,lasts 3 minutes and,1
2396,3 minutes and i,1
2397,minutes and i know,1
2398,and i know it's,1
2399,i know it's wrong,1
2400,know it's wrong but,1
2401,it's wrong but give,1
2402,wrong but give me,1
2403,but give me one,1
2404,give me one [chorus],1
2405,me one [chorus] and,1
2390,call it up for,1
2389,you call it up,1
2388,won't you call it,1
2379,3 minutes i think,1
2362,again [chorus] and you're,1
2363,it up again [bridge],1
2364,up again [bridge] oh,1
2365,again [bridge] oh the,1
2366,[bridge] oh the kick,1
2378,lasts 3 minutes i,1
2380,minutes i think i've,1
2387,so won't you call,1
2381,i think i've lost,1
2382,think i've lost my,1
2383,i've lost my phone,1
2384,lost my phone so,1
2385,my phone so won't,1
2386,phone so won't you,1
2406,one [chorus] and you're,1
2408,up again [outro] i'm,1
2446,you'll find you're reading,1
2409,again [outro] i'm not,1
2431,with my friends online,1
2432,my friends online and,1
2433,friends online and there's,1
2434,online and there's things,1
2435,and there's things we'd,1
2436,there's things we'd like,1
2437,things we'd like to,1
2438,we'd like to change!,1
2439,like to change! oh!,1
2440,to change! oh! yeah,1
