,ngram,count
222,light off,4
411,yeah yeah,4
408,now then,4
432,you feel,4
433,feel it?,4
407,lost now,4
1117,we're socially,4
400,lost then,4
1118,socially relevant,4
221,big light,4
220,the big,4
219,turn the,4
218,go turn,4
217,you go,4
216,before you,4
285,you i,4
1119,relevant she's,4
359,it was,4
279,that make,4
337,my mind,4
423,it? can,4
1638,and you're,4
1340,you my,4
1335,get money,4
1343,'cause we're,4
134,about you,4
1342,soul 'cause,4
1341,my soul,4
1339,give you,4
1338,can't give,4
58,of the,4
699,my money,4
1674,a second,4
1334,that get,4
1333,fuck that,4
1332,need? fuck,4
1331,you need?,4
116,took a,4
1330,love? get,4
1329,you love?,4
1344,we're never,4
1345,never alone,4
1410,my brain,4
167,you just,4
1067,with the,4
1066,love with,4
1065,in love,4
513,like to,4
514,to think,4
523,for a,4
712,again [verse,4
539,you're the,4
796,again and,4
790,what a,4
1635,me when,4
1868,thing that's,3
734,on my,3
1866,the only,3
1867,only thing,3
1871,on in,3
1872,mind taking,3
1873,taking over,3
1874,over my,3
1869,that's going,3
1870,going on,3
1089,[chorus] if,3
353,if you,3
1518,heart [verse,3
1876,life a,3
899,but it,3
879,lays down,3
878,she lays,3
828,up on,3
1763,instead of,3
841,your face,3
1875,my life,3
1883,fucking you're,3
1877,second time,3
1878,don't have,3
1895,lied it,3
1896,it took,3
1897,a little,3
942,when she,3
1899,while to,3
1900,to recognize,3
1901,recognize that,3
1902,i i'm,3
966,a plane,3
1929,up giving,3
2015,no and,3
1603,a simple,3
520,so i,3
510,it but,3
1102,intelligent she's,3
1101,so intelligent,3
1100,we're so,3
1894,i lied,3
695,think i've,3
1893,without my,3
1885,meant to,3
1879,have the,3
1880,the capacity,3
1881,capacity for,3
1882,for fucking,3
417,lost my,3
1080,but the,3
1884,you're meant,3
429,you're in,3
1892,better without,3
1886,be helping,3
1887,helping me,3
705,oh how,3
1888,said i,3
1889,i liked,3
1890,liked it,3
1891,it better,3
303,there's no,3
1898,little while,3
1241,love has,3
1253,you while,3
224,go please,3
225,please don't,3
226,don't go,3
1245,you're intertwining,3
123,it on,3
1282,know you,3
127,and she,3
177,i was,3
1247,your soul,3
1248,soul with,3
1249,else i'm,3
1250,i'm looking,3
1252,through you,3
1254,you're looking,3
88,you were,3
1255,through your,3
2202,[chorus] loving,3
1256,your phone,3
1194,just keep,3
1257,phone and,3
1258,then leaving,3
1259,leaving with,3
1260,else no,3
1261,no i,3
1262,i'm picturing,3
1263,picturing your,3
1264,body with,3
1242,has gone,3
223,off before,3
1246,intertwining your,3
266,it's just,3
1237,you with,3
1244,cold you're,3
1243,gone cold,3
1234,i hate,3
1235,hate to,3
1236,think about,3
57,out of,3
1346,alone get,3
1239,else our,3
286,i need,3
87,and you,3
1567,i'm glad,2
1568,glad that,2
163,of a,2
535,to keep,2
1566,regret it,2
551,things that,2
534,trying to,2
1597,and there's,2
1564,you? i,2
1565,don't regret,2
1608,you say,2
528,my dad,2
159,have a,2
1563,to you?,2
2078,yeah oh,2
1562,lie to,2
1265,else [post-chorus],2
295,i'm broken,2
573,i got,2
1266,[post-chorus] i,2
1044,a shame,2
1574,you tell,2
166,now you,2
578,thought that,2
493,i haven't,2
1573,don't you,2
1572,so don't,2
1575,tell me,2
1576,me that,2
1571,through so,2
498,for it,2
1570,we're through,2
180,i never,2
1078,this city,2
500,know that,2
485,the same,2
1590,about me,2
1079,city but,2
1064,fall in,2
1579,don't get,2
483,it's not,2
515,think you,2
1585,not about,2
1056,guess i,2
1055,i guess,2
1586,about reciprocation,2
1569,that we're,2
168,just look,2
1050,and now,2
293,want? and,2
1995,yourself on,2
760,was a,2
1697,my heart,2
753,you know,2
1681,'bout this,2
1420,would you,2
731,starting to,2
1425,for my,2
94,then you,2
721,you call,2
718,me a,2
103,you said,2
106,full of,2
1295,you have,2
701,and your,2
698,all my,2
130,"""i've been",2
691,too much,2
131,been so,2
924,to touch,2
1707,[chorus] this,2
135,you lately,2
1319,i should,2
849,bag of,2
1377,i must,2
1778,you got,2
1754,it to,2
870,said i've,2
1742,baby [verse,2
877,1] and,2
8,be this,2
11,was it,2
15,from the,2
19,played a,2
20,a part,2
798,[verse 3],2
1403,my name,2
31,now it's,2
786,we're all,2
59,the city,2
132,so worried,2
136,lately you,2
590,think that's,2
1932,[bridge] oh,2
1934,the kick,2
1935,kick won't,2
1936,won't last,2
1937,last for,2
1938,for long,2
1939,long but,2
1940,the song,2
1941,song only,2
1942,only lasts,2
1943,lasts 3,2
1944,3 minutes,2
969,to see,2
621,you never,2
620,like you,2
1651,i personify,2
1270,c'mon baby,2
1982,things we'd,2
1933,oh the,2
650,a pain,2
683,she couldn't,2
651,pain in,2
1680,you 'bout,2
1679,tell you,2
679,had to,2
678,she had,2
947,[chorus] she's,2
948,she's appalled,2
953,me at,2
954,at all,2
955,all she,2
956,she wears,2
957,wears a,2
958,a frown,2
959,frown and,2
960,and dressing,2
961,dressing gown,2
962,gown when,2
1668,life and,2
1271,baby i,2
2003,looking looking,2
468,your life,2
2121,telling me,2
288,you is,2
1554,"""i love",2
1555,"love you""",2
289,is that,2
290,that what,2
267,just like,2
1184,your brain,2
1558,does it,2
1559,it matter,2
313,show yourself,2
312,jesus show,2
1560,matter if,2
1561,i lie,2
1552,conceited i,2
1120,american [verse,2
2192,are not,2
311,you jesus,2
258,[pre-chorus] and,2
310,asking you,2
309,i'm asking,2
308,song and,2
307,a song,2
306,singing a,2
305,use singing,2
410,myself? yeah,2
304,no use,2
1553,"said ""i",2
2131,keep selling,2
413,yeah and,2
364,my body,2
1157,no more,2
1519,1] i,2
2166,better if,2
1528,won't you,2
2167,if we,2
275,i believe,2
276,believe you,2
277,you will,2
278,will that,2
358,if it,2
190,and cried,2
1515,[chorus] well,2
1170,got it,2
287,need you,2
368,shouldn't have,2
280,make it,2
281,it stop?,2
1549,[pre-chorus] you're,2
1550,you're so,2
1551,so conceited,2
282,stop? if,2
283,i told,2
326,that was,2
284,told you,2
1507,cause i,2
1506,around cause,2
1202,it 'cause,2
1556,"you"" what",2
427,aches while,2
297,and bleeding,2
301,for help,2
419,head can,2
422,see it?,2
847,at the,2
1221,my things,2
424,"see it?""",2
425,"it?"" belly",2
426,belly aches,2
300,begging for,2
449,the things,2
298,bleeding and,2
1216,thought it,2
1116,american and,2
228,[instrumental] [outro],2
436,i wish,2
430,in bed,2
299,and begging,2
418,my head,2
431,bed can,2
1203,'cause we,2
292,you want?,2
192,the car,2
414,and he,2
195,then she,2
416,"""i've lost",2
296,broken and,2
302,help there's,2
415,he said,2
1226,i can,2
1421,you sign,1
1427,daughter laura?,1
1432,you but,1
1683,girl i,1
1431,adores you,1
1430,she adores,1
1429,cause she,1
1758,be dreaming,1
1757,love but,1
1682,this girl,1
1756,was love,1
1428,laura? cause,1
1426,my daughter,1
1422,sign an,1
1451,do you,1
1424,autograph for,1
1752,you want,1
1753,want it,1
1433,think you’re,1
1522,i forgot,1
1384,lost in,1
1755,to well,1
1383,or lost,1
1423,an autograph,1
1449,“well what,1
1434,"you’re shit""",1
1759,dreaming 'bout,1
1448,eyes “well,1
1447,my eyes,1
1764,of you,1
1450,what do,1
1382,train or,1
1446,hurt my,1
1445,it hurt,1
1444,outside it,1
1762,something instead,1
1443,stepped outside,1
1442,i stepped,1
1765,you [pre-chorus],1
1766,"[pre-chorus] ""what",1
1441,bit!” i,1
1440,a bit!”,1
1684,thought she'd,1
1520,can't believe,1
1761,feeling something,1
1439,brain for,1
1438,look for,1
1514,heart [chorus],1
1437,gotta look,1
1436,"""i’ve gotta",1
1760,'bout feeling,1
1521,believe i,1
1435,"shit"" ""i’ve",1
1387,it’s likely,1
1692,type of,1
1685,she'd rearrange,1
1402,declared my,1
1413,was last,1
1452,you expect,1
1412,brain was,1
1411,brain your,1
1746,you're no,1
1409,seen my,1
1408,anybody's seen,1
1745,down you're,1
1744,pipe down,1
1407,if anybody's,1
1406,asked if,1
1405,and asked,1
1404,name and,1
1743,2] pipe,1
1401,bus declared,1
1686,rearrange my,1
1400,a bus,1
1399,jumped on,1
1398,i jumped,1
1397,me i,1
1396,for me,1
1395,waiting for,1
1385,a bar,1
1394,and waiting,1
1393,girls and,1
1392,the girls,1
1391,flirting with,1
1390,sainsbury’s flirting,1
1389,a sainsbury’s,1
1388,likely in,1
1747,no lover,1
1414,last seen,1
1415,seen going,1
1416,going for,1
1687,my world,1
1688,world takes,1
1689,takes a,1
1690,a particular,1
1691,particular type,1
1386,bar it’s,1
1693,of girl,1
1694,girl to,1
1695,to put,1
1696,put my,1
1751,cos' you,1
1503,[intro] well,1
1502,name [intro],1
1698,heart under,1
1699,under arrest,1
1700,arrest so,1
1750,failing cos',1
1749,it's failing,1
1701,so why's,1
1702,why's this,1
1703,this beating,1
1419,"""and would",1
1418,"run ""and",1
1417,a run,1
1704,beating on,1
1705,my chest?,1
1706,chest? [chorus],1
1501,remember my,1
1748,lover it's,1
1523,forgot your,1
1536,your shoes,1
1453,expect when,1
1486,find a,1
1612,such a,1
1611,i'm such,1
1610,say i'm,1
1609,say you,1
1491,"brain ""oops",1
1490,of my,1
1489,trace of,1
1607,oh and,1
1606,philosophy oh,1
1605,epicurean philosophy,1
1604,simple epicurean,1
1488,single trace,1
1602,see a,1
1601,skin to,1
1600,much skin,1
1599,so much,1
1598,there's so,1
1492,"""oops i",1
1493,i did,1
1494,did it,1
1620,it either,1
1626,things to,1
1462,day it,1
1625,left things,1
1624,we left,1
1623,and we,1
1622,way and,1
1621,either way,1
1619,in it,1
1495,"it again""",1
1618,difference in,1
1617,the difference,1
1616,see the,1
1615,can't see,1
1614,cliché i,1
1613,a cliché,1
1496,"again"" started",1
1487,a single,1
1596,wannabe and,1
1524,your name,1
1595,junkie wannabe,1
1578,"""just don't",1
1477,nurse told,1
1577,"you ""just",1
1476,nice nurse,1
1475,the nice,1
1474,[outro] the,1
1473,brain?” [instrumental],1
1472,my brain?”,1
1471,was my,1
1470,be if,1
1469,i be,1
1468,would i,1
1467,“where would,1
1466,insane “where,1
1465,me insane,1
1464,drove me,1
1463,it drove,1
1478,told me,1
1479,me she,1
1480,she felt,1
1587,reciprocation it's,1
1485,couldn't find,1
1594,socratic junkie,1
1593,prophetic socratic,1
1592,sycophantic prophetic,1
1591,a sycophantic,1
1589,all about,1
1588,just all,1
1484,but she,1
1481,felt my,1
1483,pain but,1
1584,2] it's,1
1482,my pain,1
1583,and [chorus],1
1582,you and,1
1581,"it"" 'cause",1
1580,"get it""",1
1627,to protect,1
1461,all day,1
1497,started playing,1
1628,protect my,1
1672,be gone,1
1671,she'll be,1
1670,sure she'll,1
1457,no mind!”,1
1458,mind!” i,1
1669,i'm sure,1
1537,shoes and,1
1538,your tunes,1
1539,tunes but,1
1540,i might,1
1541,might move,1
1542,move in,1
1543,in and,1
1544,were straight,1
1545,straight now,1
1546,now i'm,1
1547,"i'm wondering""",1
1535,with your,1
1499,forget my,1
1456,got no,1
1676,[pre-chorus] let,1
1454,when you’ve,1
1525,name oh,1
1526,oh baby,1
1527,baby won't,1
1678,me tell,1
1677,let me,1
1529,you cum,1
1675,second [pre-chorus],1
1534,problem with,1
1455,you’ve got,1
1673,gone in,1
1530,cum again?,1
1500,brain remember,1
1531,again? she,1
1532,"""i've got",1
1533,a problem,1
1548,"wondering"" [pre-chorus]",1
1667,in your,1
1666,freedom in,1
1637,bored and,1
1645,do [chorus],1
1644,you do,1
1643,get it,1
1642,yourself [pre-chorus],1
1641,with yourself,1
1640,playing with,1
1639,you're playing,1
1636,you're bored,1
1647,[guitar solo:,1
1498,playing forget,1
1634,call me,1
1633,you'll call,1
1632,but you'll,1
1631,health but,1
1630,mental health,1
1629,my mental,1
1646,heart [guitar,1
1648,solo: adam,1
1665,of freedom,1
1657,speaking like,1
1664,lack of,1
1663,that lack,1
1662,personify that,1
1661,than my,1
1660,bigger than,1
1659,i’m bigger,1
1658,like i’m,1
1459,i searched,1
1649,adam hann],1
1656,phone’ speaking,1
1655,a phone’,1
1654,‘adolescent on,1
1653,the ‘adolescent,1
1652,personify the,1
1650,hann] [chorus],1
1460,searched all,1
1767,"""what did",1
0,are we,1
1768,did i,1
2201,be… [chorus],1
2216,i can’t,1
2215,other i,1
2214,or other,1
2213,something or,1
2212,or something,1
2211,sentient or,1
2210,we’re sentient,1
2209,man we’re,1
2208,you man,1
2207,we're just,1
2206,human we're,1
2205,all human,1
2204,2] we're,1
2203,oh [verse,1
2200,should be…,1
2251,even guy,1
2199,shown that,1
2198,been shown,1
2197,never been,1
2196,just never,1
2195,they’ve just,1
2194,slow they’ve,1
2193,not slow,1
2191,resides are,1
2190,nan resides,1
2189,your nan,1
2188,where your,1
2187,beside where,1
2186,park beside,1
2185,car park,1
2217,can’t remember,1
2218,remember whatever,1
2219,whatever we,1
2220,we shouldn't,1
2249,too skeptical,1
2248,i'm too,1
2247,maybe i'm,1
2246,that maybe,1
2245,simplicity but,1
2244,its simplicity,1
2243,and its,1
2242,grief and,1
2241,of grief,1
2240,purity of,1
2239,the purity,1
2238,praying on,1
2237,and praying,1
2236,insecurity and,1
2235,exploiting insecurity,1
2234,telepathy exploiting,1
2233,charlatan telepathy,1
2232,boat charlatan,1
2231,a boat,1
2230,be on,1
2229,wouldn't be,1
2228,we wouldn't,1
2227,ground we,1
2226,the ground,1
2225,safer on,1
2224,was safer,1
2223,afloat if,1
2222,people afloat,1
2221,have people,1
2184,a car,1
2183,minds in,1
2182,criminal minds,1
2147,kids that,1
2145,showing the,1
2144,of showing,1
2143,quo instead,1
2142,status quo,1
2141,the status,1
2140,up the,1
2139,holding up,1
2138,integrity holding,1
2137,in integrity,1
2136,lacking in,1
2135,celebrities lacking,1
2134,besides celebrities,1
2133,me besides,1
2132,selling me,1
2130,needs to,1
2129,it needs,1
2128,need but,1
2127,anything i,1
2126,me anything,1
2125,isn't telling,1
2124,telly isn't,1
2123,the telly,1
2122,me the,1
2120,is telling,1
2119,heart is,1
2118,1] my,1
2117,be [verse,1
2109,[chorus] yeah,1
2108,yeah [chorus],1
2146,the kids,1
2148,that they,1
2181,young criminal,1
2149,they matter,1
2180,disenfranchised young,1
2179,sex disenfranchised,1
2178,opposite sex,1
2177,the opposite,1
2176,want the,1
2175,them want,1
2174,make them,1
2173,we make,1
2172,it's better,1
2171,perplexed it's,1
2170,them perplexed,1
2169,keep them,1
2168,we keep,1
2165,it’s better,1
2164,sex it’s,1
2163,them sex,1
2162,selling them,1
2161,and keep,1
2160,necks and,1
2159,their necks,1
2158,holding their,1
2157,keep holding,1
2156,next? just,1
2155,batter next?,1
2154,gonna batter,1
2153,they gonna,1
2152,are they,1
2151,who are,1
2150,matter who,1
2250,skeptical even,1
2252,guy debord,1
2106,"ohhh"" [chorus]",1
2335,and reality,1
2349,touch that,1
2348,disconnect to,1
2347,certain disconnect,1
2346,a certain,1
2345,with a,1
2344,but with,1
2343,such but,1
2342,as such,1
2341,it as,1
2340,treating it,1
2339,and treating,1
2338,living life,1
2337,– living,1
2336,reality –,1
2334,art and,1
2253,debord needed,1
2333,of art,1
2332,duality of,1
2331,the duality,1
2330,– the,1
2329,understand –,1
2328,did understand,1
2327,never did,1
2326,condition i,1
2325,human condition,1
2324,the human,1
2323,understanding of,1
2322,true understanding,1
2321,a true,1
2320,or a,1
2350,that cajoles,1
2351,cajoles at,1
2352,the artist,1
2353,artist with,1
2382,me [chorus],1
2381,within me,1
2380,but within,1
2379,beside but,1
2378,not beside,1
2377,you are,1
2376,shadow for,1
2375,singular shadow,1
2374,one singular,1
2373,only one,1
2372,cast only,1
2371,light cast,1
2370,english light,1
2369,orange english,1
2368,that orange,1
2367,city that,1
2366,white city,1
2365,the white,1
2364,roofs of,1
2363,rolling roofs,1
2362,and rolling,1
2361,spires and,1
2360,the spires,1
2359,between the,1
2358,and between,1
2357,abandon and,1
2356,and abandon,1
2355,comfort and,1
2354,with comfort,1
2319,divinity or,1
2318,with divinity,1
2317,tested with,1
2284,boys in,1
2282,alongside the,1
2281,in alongside,1
2280,forever in,1
2279,am forever,1
2278,i am,1
2277,word] i,1
2276,spoken word],1
2275,[interlude: spoken,1
2274,be [interlude:,1
2273,be [chorus],1
2272,think i,1
2271,sex and,1
2270,selling sex,1
2269,of selling,1
2268,but instead,1
2267,progress but,1
2266,to progress,1
2265,i'm trying,1
2264,cheques and,1
2263,intellectual cheques,1
2262,cashing intellectual,1
2261,of cashing,1
2260,economy of,1
2259,greek economy,1
2258,the greek,1
2257,i'm the,1
2256,see i'm,1
2255,spectacles you,1
2254,needed spectacles,1
2283,the boys,1
2285,in jumpers,1
2316,when tested,1
2286,jumpers on,1
2315,listless when,1
2314,and listless,1
2313,feeble and,1
2312,rendered feeble,1
2311,interface rendered,1
2310,simple interface,1
2309,system a,1
2308,operating system,1
2307,an operating,1
2306,is an,1
2305,language is,1
2304,‘cultural language,1
2303,how ‘cultural,1
2302,about how,1
2301,blazed about,1
2300,she blazed,1
2299,mid-afternoon she,1
2298,across mid-afternoon,1
2297,sparse across,1
2296,fallen sparse,1
2295,leaves fallen,1
2294,autumn leaves,1
2293,with autumn,1
2292,cars with,1
2291,and cars,1
2290,schools and,1
2289,from schools,1
2288,bikes from,1
2287,on bikes,1
2107,oh yeah,1
2105,"oh ohhh""",1
1769,i tell,1
1855,simple diarrhetic,1
1907,conversation's not,1
1906,this conversation's,1
1905,2] this,1
1380,left it,1
1865,up [chorus],1
1864,and giving,1
1863,just and,1
1862,being just,1
1861,from being,1
1860,empathetic from,1
1859,the empathetic,1
1858,prevents the,1
1857,that prevents,1
1856,diarrhetic that,1
1854,just a,1
1956,it's wrong,1
1853,"itself"" it's",1
1852,"correct itself""",1
1851,to correct,1
1850,is starting,1
1849,beat is,1
1848,heart beat,1
1847,irregular heart,1
1846,my irregular,1
1845,card? my,1
1844,a card?,1
1843,"""do you",1
1842,"again ""do",1
1838,you're giving,1
1837,that you're,1
1908,reciprocation no,1
1909,more but,1
1910,i'm gon',1
1911,gon' wait,1
1954,minutes and,1
1953,me? oh,1
1952,for me?,1
1951,up for,1
1950,call it,1
1949,so won't,1
1948,phone so,1
1947,my phone,1
1946,i've lost,1
1945,minutes i,1
1931,again [bridge],1
1930,again [chorus],1
1928,i'm giving,1
1927,how i'm,1
1926,living and,1
1925,my living,1
1924,car my,1
1923,my car,1
1922,things my,1
1921,and my,1
1920,me and,1
1919,more about,1
1918,some more,1
1917,talk some,1
1916,can talk,1
1915,finish so,1
1914,you finish,1
1913,until you,1
1912,wait until,1
1836,say that,1
1835,don't say,1
1834,but don't,1
1801,baby [instrumental,1
1799,] this,1
1798,[chorus ],1
1797,chest [chorus,1
1796,beating chest,1
1795,your beating,1
1794,about your,1
1793,care about,1
1792,or care,1
1791,undressed or,1
1790,you undressed,1
1789,get you,1
1788,even get,1
1787,won't even,1
1786,'girl' won't,1
1785,your 'girl',1
1784,that your,1
1783,out that,1
1782,find out,1
1781,you find,1
1780,excited and,1
1779,got excited,1
1777,world? you,1
1776,your world?,1
1775,rearrange your,1
1774,to rearrange,1
1773,one to,1
1772,the one,1
1771,"girl?"" the",1
1770,"this girl?""",1
1800,baby this,1
1802,[instrumental break],1
1833,feeling but,1
1803,break] [chorus,1
1832,their feeling,1
1831,lost their,1
1830,have lost,1
1829,gums have,1
1828,your gums,1
1827,since your,1
1826,filling since,1
1825,need filling,1
1824,lungs need,1
1823,your lungs,1
1822,know your,1
1821,mirror for,1
1820,a mirror,1
1819,as a,1
1818,faces as,1
1817,people's faces,1
1816,other people's,1
1815,using other,1
1814,room using,1
1813,the room,1
1812,'round the,1
1811,pacing 'round,1
1810,stop pacing,1
1809,boy stop,1
1808,hey boy,1
1807,1] hey,1
1806,baby [chorus],1
1805,variation] this,1
1804,[chorus variation],1
1955,know it's,1
1957,wrong but,1
2103,"""oh oh",1
2054,we possess,1
2068,decline in,1
2067,a decline,1
2066,represent a,1
2065,to represent,1
2064,come to,1
2063,just come,1
2062,"""we've just",1
2061,"like"" ""we've",1
2060,"we'd like""",1
2059,do the,1
2058,and do,1
2057,important and,1
2056,something important,1
2055,possess something,1
2053,portray we,1
1958,but give,1
2052,and portray,1
2051,friends and,1
2050,be friends,1
2049,let's be,1
2048,famous let's,1
2047,look famous,1
2046,"""you look",1
2045,"oh! ""you",1
2044,say oh!,1
2043,to say,1
2042,nothing to,1
2041,got nothing,1
2040,but got,1
2039,face but,1
2069,the standards,1
2070,standards of,1
2071,of what,1
2072,what we,1
2102,"say ""oh",1
2101,feet say,1
2100,their feet,1
2099,on their,1
2098,them up,1
2097,gets them,1
2096,that gets,1
2095,man that,1
2094,the man,1
2093,be the,1
2092,people! be,1
2091,the people!,1
2090,to the,1
2089,give it,1
2088,calendar give,1
2087,your calendar,1
2086,off your,1
2085,sack off,1
2084,so sack,1
2083,oh so,1
2082,[interlude] [bridge],1
2081,no [interlude],1
2080,me love,1
2079,oh if,1
2077,no! [chorus],1
2076,yeah?! no!,1
2075,yeah yeah?!,1
2074,"accept!"" yeah",1
2073,"we accept!""",1
2038,beautiful face,1
2037,a beautiful,1
2036,passion you,1
1991,find you're,1
1989,thing you'll,1
1988,next thing,1
1987,yeah next,1
1986,oh! yeah,1
1985,change! oh!,1
1984,to change!,1
1983,we'd like,1
1981,there's things,1
1980,online and,1
1979,friends online,1
1978,my friends,1
1977,with my,1
1976,just with,1
1975,i'm just,1
1974,no! i'm,1
1973,sometimes? no!,1
1972,outside sometimes?,1
1971,look outside,1
1970,to look,1
1969,you like,1
1968,hey! would,1
1967,1] hey!,1
1966,up! [verse,1
1965,it up!,1
1963,[outro] i'm,1
1962,again [outro],1
1961,one [chorus],1
1960,me one,1
1959,give me,1
1990,you'll find,1
1992,you're reading,1
2035,for passion,1
1993,reading about,1
2034,bash for,1
2033,of bash,1
2032,a bag,1
2031,and a,1
2030,panache and,1
2029,karcrashian panache,1
2028,fashion karcrashian,1
2027,in fashion,1
2026,up in,1
2025,caught up,1
2024,change caught,1
2023,fame for,1
2022,plane fame,1
2021,'bout yourself,1
2020,reading 'bout,1
2019,been reading,1
2018,you've been,1
2017,2] you've,1
2016,no [verse,1
2005,looking! [chorus],1
2004,looking looking!,1
2002,keep looking,1
2001,well just,1
2000,oh! well,1
1999,shame! oh!,1
1998,a shame!,1
1997,fame! what,1
1996,plane fame!,1
1994,about yourself,1
1381,a train,1
1192,the same?,1
1379,have left,1
504,exist and,1
524,a borrowed,1
522,reached for,1
521,i reached,1
519,sometimes so,1
518,me sometimes,1
517,hear me,1
516,you hear,1
512,i like,1
509,surrounding it,1
508,palaver surrounding,1
507,the palaver,1
506,all the,1
505,and all,1
503,doesn't exist,1
482,dead it's,1
502,god doesn't,1
501,that god,1
499,it and,1
497,nails for,1
496,the nails,1
495,got the,1
494,haven't got,1
492,head i,1
491,own head,1
490,my own,1
489,scratch my,1
488,i scratch,1
486,same when,1
525,borrowed fleece,1
526,fleece from,1
529,dad or,1
530,or from,1
563,live past,1
562,i live,1
561,red and,1
560,nails red,1
559,your nails,1
558,had your,1
557,still had,1
556,you still,1
555,said you,1
554,i'd said,1
553,wish i'd,1
550,for things,1
549,cried for,1
548,bed and,1
547,your bed,1
546,beside your,1
545,you beside,1
544,with you,1
543,sat with,1
542,i sat,1
541,sun i,1
540,the sun,1
537,warm when,1
536,keep warm,1
533,always trying,1
532,denise always,1
531,from denise,1
484,not the,1
481,you're dead,1
565,72 i,1
396,yourself [outro],1
445,i'd fill,1
444,did i'd,1
443,just did,1
442,imagine if,1
441,again imagine,1
440,in again,1
439,walk in,1
438,you'd walk,1
437,wish you'd,1
435,it? i,1
434,it? and,1
409,myself? then,1
397,[outro] if,1
395,this [chorus],1
480,now you're,1
394,selling this,1
393,start selling,1
392,better start,1
391,you better,1
390,miss you,1
389,then miss,1
388,hell then,1
387,to hell,1
384,want to,1
382,you don't,1
381,evangelist and,1
380,an evangelist,1
379,i'm an,1
446,fill you,1
447,you in,1
448,in on,1
450,things you,1
479,it now,1
478,like it,1
477,don't like,1
475,died i,1
474,you died,1
473,so you,1
472,couldn't so,1
471,he couldn't,1
470,but he,1
469,life but,1
467,save your,1
466,just save,1
465,might just,1
464,thought might,1
463,who i,1
462,white who,1
461,in white,1
460,dressed in,1
459,man dressed,1
458,up man,1
457,grown up,1
456,a grown,1
455,knights a,1
454,sleepless knights,1
453,oh sleepless,1
452,missed oh,1
451,you missed,1
564,past 72,1
566,i hope,1
1378,must have,1
655,in women's,1
669,she wrote,1
668,so she,1
667,and so,1
666,"coat"" and",1
665,"great coat""",1
664,a great,1
662,overdose in,1
661,walking overdose,1
660,a walking,1
659,you're a,1
658,"""and you're",1
657,"clothes ""and",1
656,women's clothes,1
654,i'm a,1
637,said 'hello',1
653,nose and,1
652,the nose,1
649,she's a,1
648,soho she's,1
