,term,weight
450,talking,0.003203313795690899
54,cause know,0.003148491438078776
508,way ive seen talk,0.00314529414170752
235,ive seen talk,0.00314529414170752
506,way ive,0.00314529414170752
507,way ive seen,0.00314529414170752
389,seen talk,0.00314529414170752
526,wrong,0.0030591041016846737
245,just stop,0.003041815051740245
228,instrumental,0.0029985007496251873
302,mone,0.0029985007496251873
206,hook,0.0029985007496251873
66,cleaning,0.0029985007496251873
233,ive seen dance,0.002974297929412387
234,ive seen dance moves,0.002974297929412387
80,dance moves,0.002974297929412387
307,moves,0.002974297929412387
79,dance,0.002974297929412387
388,seen dance moves,0.002974297929412387
387,seen dance,0.002974297929412387
278,look cool,0.002971338371695769
314,nose,0.002970025324529764
308,moving,0.002927196252257234
309,moving just,0.002927196252257234
153,gonna lie,0.0029165818491651697
28,bleed way,0.002916047103711914
27,bleed,0.002916047103711914
30,bodies,0.0029022954331107756
181,half,0.002869254129948387
322,oh knows,0.002861849162977761
14,best,0.002823663967833791
67,clothes,0.002799627633402114
419,smoking,0.0027955593869014705
192,hearts,0.002788018433275939
77,crying loud,0.0027855118718604502
260,learn,0.0027771218942563886
183,hands mouth,0.002776433920924786
48,brother,0.0027501495513819157
7,avoiding,0.002739568040156081
332,old,0.002731106892341691
116,feds,0.002690514192481594
364,said feds,0.002690514192481594
365,said feds know,0.002690514192481594
117,feds know,0.002690514192481594
313,night,0.00267935903378164
429,somebody watch,0.002675798831427294
504,watch,0.002675798831427294
69,come,0.002663098171093458
122,feeling,0.0026575260998139834
343,play,0.002643347090656047
304,money spend,0.0026288536703691
163,got money,0.0026288536703691
164,got money spend,0.0026288536703691
436,spend,0.0026288536703691
193,help,0.0026283393266678195
525,wrestle ground,0.0026283393266678195
524,wrestle,0.0026283393266678195
150,god help,0.0026283393266678195
84,day,0.0026181897621906473
202,hold,0.0026181897621906473
285,looks,0.0026145269025165084
274,living,0.0026135293897504176
466,think better,0.0026121843380195963
187,head,0.0026055131229517276
310,need,0.002564697206728356
394,shes 17,0.002564697206728356
311,need shes,0.002564697206728356
312,need shes 17,0.002564697206728356
518,whos,0.0025593804815390517
143,girl,0.00249516686082982
430,sound,0.00247820564987979
300,mean,0.0024762615194578765
489,veins,0.002436437813205748
46,broken veins say,0.002436437813205748
45,broken veins,0.002436437813205748
490,veins say,0.002436437813205748
548,youre losing,0.002435579900869238
286,losing,0.002435579900869238
12,bed,0.002317795278820573
68,cold,0.002292350703237917
198,hes got,0.0022913312209116303
10,bar,0.0022827871836589185
265,let,0.0022707399198018422
155,good,0.002260020005080002
452,television,0.0022577041611214457
6,ask,0.0021897680169066275
498,walking,0.0021874015093889644
296,magazine,0.0021408589409261476
109,eyes,0.0021324975979268176
336,passing,0.002108265411271864
537,youd,0.0020833805149986333
552,youve got,0.0020753955710518
519,words,0.0020709165611277713
515,weve got,0.002069728908042314
514,weve,0.002069728908042314
460,theres change pressure,0.0020474867068363332
459,theres change,0.0020474867068363332
31,boy,0.002045393945736902
409,sitting,0.0019893360780289847
403,shoot,0.001949766228029857
151,going,0.001947550652931364
56,cause stay,0.0019347573038583379
57,cause stay hour,0.0019347573038583379
439,stay hour,0.0019347573038583379
210,hour,0.0019347573038583379
339,past,0.0019332340224036517
392,settle,0.0019297037079246764
78,crying loud settle,0.0019297037079246764
291,loud settle,0.0019297037079246764
5,alright,0.001926877472390059
215,ill time,0.0019114359615428698
273,line,0.001909776168297741
368,said line,0.001909776168297741
214,ill learn,0.001900394296430919
172,guess,0.001900394296430919
173,guess ill,0.001900394296430919
174,guess ill learn,0.001900394296430919
185,having,0.00187220186573264
488,use,0.0018656375167666688
75,covering face,0.0018386997219572454
74,covering,0.0018386997219572454
52,car,0.001837107557599093
237,ive thinking lots,0.0018366832279513006
236,ive thinking,0.0018366832279513006
289,lots,0.0018366832279513006
470,thinking lots,0.0018366832279513006
469,thinking,0.0018366832279513006
268,like chocolate,0.0018276760749585674
61,chocolate,0.0018276760749585674
160,got guns,0.0017984810692220036
162,got guns hidden petticoats,0.0017984810692220036
161,got guns hidden,0.0017984810692220036
482,trying,0.0017852103569494142
8,avoiding talking,0.0017841923833353454
55,cause remember,0.00177869166835009
354,remember,0.00177869166835009
90,destined,0.0017771353651012112
91,destined hard,0.0017771353651012112
437,start,0.0017771353651012112
114,falling,0.0017771353651012112
474,told start,0.0017771353651012112
115,falling place,0.0017771353651012112
148,girls breaking hearts,0.0017681774435258336
147,girls breaking,0.0017681774435258336
38,breaking hearts,0.0017681774435258336
37,breaking,0.0017681774435258336
243,just girls breaking hearts,0.0017681774435258336
242,just girls breaking,0.0017681774435258336
464,theyre just girls breaking,0.0017681774435258336
36,break heart,0.0017677520723832078
35,break,0.0017677520723832078
509,way talks,0.0017611535262884567
451,talks,0.0017611535262884567
435,speaking bodies,0.0017570894210101043
434,speaking,0.0017570894210101043
441,stoned,0.0017540339931545826
503,want,0.0017320199303081023
299,md,0.0017311852149613964
334,ones md,0.0017311852149613964
333,ones,0.0017311852149613964
475,tongue,0.0017275615828773049
297,making,0.001705645420633898
139,fucking,0.0017005817206645663
486,uptight just,0.0016953342200766903
41,bright uptight,0.0016953342200766903
485,uptight,0.0016953342200766903
42,bright uptight just,0.0016953342200766903
43,bright uptight just girls,0.0016953342200766903
112,eyes bright uptight just,0.0016953342200766903
40,bright,0.0016953342200766903
111,eyes bright uptight,0.0016953342200766903
487,uptight just girls,0.0016953342200766903
110,eyes bright,0.0016953342200766903
238,job,0.0016879449712516462
15,best job,0.0016879449712516462
23,bite,0.0016866270485185882
472,toe,0.0016851554034634094
25,black head,0.0016851554034634094
188,head toe,0.0016851554034634094
103,dressed black head toe,0.0016851554034634094
102,dressed black head,0.0016851554034634094
101,dressed black,0.0016851554034634094
24,black,0.0016851554034634094
26,black head toe,0.0016851554034634094
71,cool cool,0.0016797611072542889
223,instead,0.0016763780581288354
276,living house,0.00166850513590576
175,gun,0.0016618509164298355
356,rushing,0.0016564959368422405
414,small,0.0016529674277251734
415,small town,0.0016529674277251734
355,round,0.0016188664943521513
134,friends round,0.0016188664943521513
408,sit,0.0015983673309727287
319,oh broken,0.0015673163995228996
321,oh broken veins say,0.0015673163995228996
320,oh broken veins,0.0015673163995228996
440,stay stay,0.001539266910969978
422,soft sound,0.0015183559937464236
421,soft,0.0015183559937464236
323,oh let,0.00149009476209141
261,leave,0.0014855350355922523
400,shes got phones,0.0014364100085748656
341,phones,0.0014364100085748656
165,got phones,0.0014364100085748656
349,pretty,0.0014156634401979087
166,got pretty,0.0014156634401979087
168,got twotone,0.0014095076191398498
484,twotone,0.0014095076191398498
401,shes got twotone,0.0014095076191398498
9,babe,0.0013541012247211637
550,youre losing words,0.0013289765546678194
288,losing words,0.0013289765546678194
517,weve got guns hidden,0.001325045677606093
516,weve got guns,0.001325045677606093
549,youre losing turn,0.001317661569393798
483,turn,0.001317661569393798
287,losing turn,0.001317661569393798
49,brother just,0.0013097193190175435
244,just sat,0.0013097193190175435
50,brother just sat,0.0013097193190175435
378,sat,0.0013097193190175435
366,said felt,0.0012826350718550446
420,snide,0.0012826350718550446
367,said felt snide,0.0012826350718550446
126,felt,0.0012826350718550446
127,felt snide,0.0012826350718550446
530,yeah dressed black head,0.001264757634291957
529,yeah dressed black,0.001264757634291957
528,yeah dressed,0.001264757634291957
207,hope,0.0012494768590718666
32,boy alright,0.0012494768590718666
208,hope boy,0.0012494768590718666
209,hope boy alright,0.0012494768590718666
169,grammatical,0.0012331893102997557
170,grammatical mistakes,0.0012331893102997557
301,mistakes,0.0012331893102997557
337,passing grammatical,0.0012331893102997557
338,passing grammatical mistakes,0.0012331893102997557
1,age,0.0012317557046392373
159,got gun,0.0012201366480488703
249,know city city,0.0012184574426619002
65,city city,0.0012184574426619002
295,love know city city,0.0012184574426619002
230,ive got,0.0012118800618675651
34,brain,0.0012118800618675651
158,got feeling,0.0012118800618675651
231,ive got feeling,0.0012118800618675651
72,cool cool cool,0.0011902052645242672
256,know youre,0.0011817861652068176
98,dont having,0.0011771167171673673
108,effect,0.0011771167171673673
186,having effect,0.0011771167171673673
99,dont having effect,0.0011771167171673673
416,smells,0.0011740098051710368
417,smells like,0.0011740098051710368
418,smells like chocolate,0.0011740098051710368
275,living head,0.001171502912608808
224,instead living,0.001171502912608808
225,instead living head,0.001171502912608808
11,beating,0.0011144212224737443
443,stops,0.0011144212224737443
492,veins say heart stops,0.0011144212224737443
444,stops beating,0.0011144212224737443
491,veins say heart,0.0011144212224737443
191,heart stops beating,0.0011144212224737443
190,heart stops,0.0011144212224737443
381,say heart,0.0011144212224737443
47,broken veins say heart,0.0011144212224737443
383,say heart stops beating,0.0011144212224737443
382,say heart stops,0.0011144212224737443
219,im home know got,0.0010607281148625825
204,home know,0.0010607281148625825
217,im home,0.0010607281148625825
250,know got,0.0010607281148625825
205,home know got,0.0010607281148625825
218,im home know,0.0010607281148625825
369,said rebecca,0.0010336891989053284
17,better know,0.0010336891989053284
370,said rebecca better,0.0010336891989053284
371,said rebecca better know,0.0010336891989053284
351,rebecca,0.0010336891989053284
352,rebecca better,0.0010336891989053284
353,rebecca better know,0.0010336891989053284
535,yo think,0.001032941948926083
534,yo,0.001032941948926083
372,said yo,0.001032941948926083
373,said yo think,0.001032941948926083
374,said yo think better,0.001032941948926083
536,yo think better,0.001032941948926083
254,know thats supposed,0.0010197888350340933
255,know thats supposed love,0.0010197888350340933
447,supposed love,0.0010197888350340933
456,thats supposed,0.0010197888350340933
457,thats supposed love,0.0010197888350340933
253,know thats,0.0010197888350340933
446,supposed,0.0010197888350340933
167,got style,0.0010119004682115113
85,definitely,0.0010119004682115113
87,definitely got style,0.0010119004682115113
445,style,0.0010119004682115113
86,definitely got,0.0010119004682115113
397,shes definitely got style,0.0010119004682115113
396,shes definitely got,0.0010119004682115113
395,shes definitely,0.0010119004682115113
240,just fine,0.0010063725484848714
131,fine,0.0010063725484848714
125,feeling just fine,0.0010063725484848714
541,youll feeling just fine,0.0010063725484848714
540,youll feeling just,0.0010063725484848714
539,youll feeling,0.0010063725484848714
124,feeling just,0.0010063725484848714
330,oh think,0.0009915945732205834
331,oh think better,0.0009915945732205834
326,oh oh think better,0.0009915945732205834
325,oh oh think,0.0009915945732205834
324,oh oh,0.0009915945732205834
19,better seriously better,0.0009858391930683476
18,better seriously,0.0009858391930683476
467,think better seriously,0.0009858391930683476
468,think better seriously better,0.0009858391930683476
176,gun hes,0.000981844817317289
145,girl im savior,0.0009714073287409022
379,savior,0.0009714073287409022
144,girl im,0.0009714073287409022
220,im savior,0.0009714073287409022
357,sabbatical,0.0009482091934537869
358,sabbatical delayed,0.0009482091934537869
359,sabbatical delayed churning,0.0009482091934537869
494,vocal,0.0009482091934537869
495,vocal sabbatical,0.0009482091934537869
496,vocal sabbatical delayed,0.0009482091934537869
63,churning,0.0009482091934537869
497,vocal sabbatical delayed churning,0.0009482091934537869
88,delayed,0.0009482091934537869
89,delayed churning,0.0009482091934537869
329,oh said birthday feeling,0.0008443765911897979
328,oh said birthday,0.0008443765911897979
123,feeling alright,0.0008443765911897979
361,said birthday,0.0008443765911897979
362,said birthday feeling,0.0008443765911897979
327,oh said,0.0008443765911897979
363,said birthday feeling alright,0.0008443765911897979
20,birthday,0.0008443765911897979
21,birthday feeling,0.0008443765911897979
22,birthday feeling alright,0.0008443765911897979
511,way wears hair,0.0008377036808726839
512,wears,0.0008377036808726839
513,wears hair,0.0008377036808726839
433,sound way wears hair,0.0008377036808726839
510,way wears,0.0008377036808726839
423,soft sound way,0.0008377036808726839
424,soft sound way wears,0.0008377036808726839
432,sound way wears,0.0008377036808726839
431,sound way,0.0008377036808726839
521,wrecked polemic,0.0008262448918317781
479,totally wrecked polemic,0.0008262448918317781
344,polemic,0.0008262448918317781
480,totally wrecked polemic way,0.0008262448918317781
478,totally wrecked,0.0008262448918317781
477,totally,0.0008262448918317781
345,polemic way,0.0008262448918317781
346,polemic way talks,0.0008262448918317781
523,wrecked polemic way talks,0.0008262448918317781
522,wrecked polemic way,0.0008262448918317781
520,wrecked,0.0008262448918317781
13,begging,0.0007747104544369068
263,leave hes fro,0.0007362173611128282
196,hes fro doesnt,0.0007362173611128282
93,doesnt like,0.0007362173611128282
197,hes fro doesnt like,0.0007362173611128282
269,like girls,0.0007362173611128282
137,fro doesnt like,0.0007362173611128282
135,fro,0.0007362173611128282
136,fro doesnt,0.0007362173611128282
195,hes fro,0.0007362173611128282
138,fro doesnt like girls,0.0007362173611128282
92,doesnt,0.0007362173611128282
264,leave hes fro doesnt,0.0007362173611128282
94,doesnt like girls,0.0007362173611128282
262,leave hes,0.0007362173611128282
73,cool cool cool cool,0.000700649421794246
377,salvation secular age,0.000688351252860098
545,youre looking,0.000688351252860098
257,know youre looking,0.000688351252860098
282,looking salvation,0.000688351252860098
281,looking,0.000688351252860098
258,know youre looking salvation,0.000688351252860098
376,salvation secular,0.000688351252860098
384,secular,0.000688351252860098
546,youre looking salvation,0.000688351252860098
547,youre looking salvation secular,0.000688351252860098
385,secular age,0.000688351252860098
284,looking salvation secular age,0.000688351252860098
283,looking salvation secular,0.000688351252860098
375,salvation,0.000688351252860098
410,slow,0.0006512075265636663
121,feed nose know likes,0.0006512075265636663
104,drink,0.0006512075265636663
317,nose know likes blown,0.0006512075265636663
271,likes,0.0006512075265636663
316,nose know likes,0.0006512075265636663
315,nose know,0.0006512075265636663
252,know likes blown,0.0006512075265636663
105,drink slow,0.0006512075265636663
412,slow feed nose,0.0006512075265636663
272,likes blown,0.0006512075265636663
118,feed,0.0006512075265636663
29,blown,0.0006512075265636663
119,feed nose,0.0006512075265636663
106,drink slow feed,0.0006512075265636663
411,slow feed,0.0006512075265636663
413,slow feed nose know,0.0006512075265636663
107,drink slow feed nose,0.0006512075265636663
120,feed nose know,0.0006512075265636663
251,know likes,0.0006512075265636663
3,age instead making,0.0006501437832769288
60,changes,0.0006501437832769288
2,age instead,0.0006501437832769288
426,somebody age,0.0006501437832769288
4,age instead making changes,0.0006501437832769288
406,shouldnt fucking somebody,0.0006501437832769288
427,somebody age instead,0.0006501437832769288
428,somebody age instead making,0.0006501437832769288
407,shouldnt fucking somebody age,0.0006501437832769288
140,fucking somebody,0.0006501437832769288
141,fucking somebody age,0.0006501437832769288
404,shouldnt,0.0006501437832769288
227,instead making changes,0.0006501437832769288
142,fucking somebody age instead,0.0006501437832769288
405,shouldnt fucking,0.0006501437832769288
298,making changes,0.0006501437832769288
226,instead making,0.0006501437832769288
279,look cool cool,0.0004895558427300214
280,look cool cool cool,0.0004895558427300214
