,term,weight
110,falling im,0.0024424729056295655
278,sitting round,0.0024354429128531736
243,night light,0.0024145696275589775
258,round town,0.002411542051228888
137,harder,0.0023736332971472903
335,try,0.0023736332971472903
321,think youre,0.0023485949343518475
288,soft sound,0.002331944469495058
370,year,0.002316973001533946
127,getting high,0.002305556500403979
148,helping,0.0022828946678782056
241,new,0.002252732368737666
308,television,0.0022328863836471834
289,somebody,0.0021580165918830187
265,says,0.0021563236502713384
187,killing,0.002122350902492688
255,really,0.0020786344215976684
0,11,0.0020606188606828047
102,eyes,0.001999561000492231
201,little bit,0.001996257924062756
207,live,0.001960456804846014
373,youre dead dead,0.0019266337603430655
162,id youre dead dead,0.0019266337603430655
291,sorry,0.0018921231506421254
174,im sorry,0.0018921231506421254
17,bar,0.0018568588727789518
79,die,0.0018264026799102774
281,slow yeah,0.0018041902739419917
280,slow,0.0018041902739419917
282,slow yeah want,0.0018041902739419917
367,yeah want,0.0018041902739419917
135,hall,0.001771156688468817
81,does little,0.0017627967924399197
80,does,0.0017627967924399197
260,said alright,0.0017548847906543874
63,coming end,0.0017548847906543874
348,whats,0.001697205169115278
349,whats boy,0.001697205169115278
350,whats boy doing,0.001697205169115278
41,boy doing,0.001697205169115278
154,house live,0.001696805770914851
215,love house live,0.001696805770914851
214,love house,0.001696805770914851
51,cause everybody,0.001684045106768399
52,cause everybody pushing,0.001684045106768399
99,everybody pushing,0.001684045106768399
218,maybe change,0.0016806563734203853
219,maybe change mind,0.0016806563734203853
57,change,0.0016806563734203853
58,change mind,0.0016806563734203853
53,cause everybodys,0.0016699575474475015
54,cause everybodys pushing,0.0016699575474475015
101,everybodys pushing,0.0016699575474475015
100,everybodys,0.0016699575474475015
232,mornings getting high,0.0016554709398117924
231,mornings getting,0.0016554709398117924
230,mornings,0.0016554709398117924
73,day,0.0016352321532676463
300,straight lines,0.0016269869878465192
299,straight,0.0016269869878465192
301,straight lines unwind,0.0016269869878465192
199,lines unwind,0.0016269869878465192
337,unwind,0.0016269869878465192
108,fall spew,0.0016101675844331672
96,drink fall spew,0.0016101675844331672
95,drink fall,0.0016101675844331672
293,spew,0.0016101675844331672
94,drink,0.0016101675844331672
254,quarter,0.0015162591206871559
147,hell dont mind,0.001343418808029419
145,hell,0.001343418808029419
146,hell dont,0.001343418808029419
235,mother hell dont,0.001343418808029419
236,mother hell dont mind,0.001343418808029419
234,mother hell,0.001343418808029419
233,mother,0.001343418808029419
152,hour,0.0012631366961892935
191,knocking round,0.0012588067115089949
1,11 knocking,0.0012588067115089949
192,knocking round town,0.0012588067115089949
2,11 knocking round,0.0012588067115089949
3,11 knocking round town,0.0012588067115089949
131,glistening,0.0012535132853500838
295,started talking,0.0012535132853500838
296,started talking missing,0.0012535132853500838
297,started talking missing glistening,0.0012535132853500838
229,missing glistening,0.0012535132853500838
228,missing,0.0012535132853500838
305,talking missing,0.0012535132853500838
306,talking missing glistening,0.0012535132853500838
239,music cars,0.0012289875988693668
106,fact,0.0012289875988693668
213,love dont mind dont,0.0011013311309715295
211,love dont,0.0011013311309715295
212,love dont mind,0.0011013311309715295
224,mend heart couple lines,0.001064045766404414
354,wont mend,0.001064045766404414
68,couple,0.001064045766404414
69,couple lines,0.001064045766404414
353,wont,0.001064045766404414
221,mend,0.001064045766404414
355,wont mend heart,0.001064045766404414
222,mend heart,0.001064045766404414
356,wont mend heart couple,0.001064045766404414
223,mend heart couple,0.001064045766404414
144,heart couple lines,0.001064045766404414
143,heart couple,0.001064045766404414
172,im fun ive bottle,0.0010547424497572434
351,wine,0.0010547424497572434
180,ive bottle,0.0010547424497572434
170,im fun,0.0010547424497572434
171,im fun ive,0.0010547424497572434
125,fun ive bottle wine,0.0010547424497572434
34,bottle,0.0010547424497572434
35,bottle wine,0.0010547424497572434
124,fun ive bottle,0.0010547424497572434
122,fun,0.0010547424497572434
123,fun ive,0.0010547424497572434
181,ive bottle wine,0.0010547424497572434
37,bout killing,0.0009814170299400806
323,thinking bout,0.0009814170299400806
38,bout killing dont,0.0009814170299400806
39,bout killing dont mind,0.0009814170299400806
324,thinking bout killing,0.0009814170299400806
325,thinking bout killing dont,0.0009814170299400806
36,bout,0.0009814170299400806
189,killing dont mind,0.0009814170299400806
249,oh thinking bout,0.0009814170299400806
250,oh thinking bout killing,0.0009814170299400806
188,killing dont,0.0009814170299400806
248,oh thinking,0.0009814170299400806
25,bit sly shows shes,0.0009723955228372922
284,sly shows,0.0009723955228372922
283,sly,0.0009723955228372922
