,term,weight
246,sign,0.004156238158612926
134,internet,0.00413888031958487
93,getting,0.00391278330513559
103,gun required,0.003887051786779976
102,gun,0.003887051786779976
253,sleep,0.0038634549529269905
70,drink,0.003849204519074563
254,speak,0.003826071361798685
316,whats,0.003806678566277779
168,lies,0.003787907999023107
92,fucking,0.0037187796965530064
7,best,0.0037008227381653876
268,theres,0.0036925315084707622
334,youll,0.003687741496744418
201,oh help lay,0.003642099919192089
200,oh help,0.003642099919192089
161,lay,0.003642099919192089
110,help lay,0.003642099919192089
109,help,0.003642099919192089
225,right,0.0036192199283434454
283,time time,0.0035749239231033826
154,just try,0.0035639635184823533
237,scared dying,0.0034897546552863793
236,scared,0.0034897546552863793
71,dying,0.0034897546552863793
133,instrumental,0.0034662045060658577
240,selling,0.0034662045060658577
46,designer,0.0034662045060658577
135,intro,0.0034662045060658577
104,hair,0.0034662045060658577
259,swear,0.0034662045060658577
49,didnt,0.003456712704981811
88,friend,0.003390478867313038
208,outside,0.0033731206678985744
310,way,0.00332433753630718
87,fiver,0.003291208554218468
117,ii,0.003190689419435815
164,left,0.00316011804087686
67,draw,0.0031459273363268025
83,fight,0.0031348306378043
63,dont think times,0.0031203916947240735
62,dont think,0.0031203916947240735
276,think times,0.0031203916947240735
9,bitch,0.003100597727423356
249,sit think,0.003098414956684665
159,knew youd,0.003095371599620947
158,knew,0.003095371599620947
105,hard,0.0030702796207965222
294,twotime twotime,0.0030679311243846366
320,wife,0.003004135482877292
251,skin,0.003001821156965125
13,boy,0.003001821156965125
252,skin desired,0.003001821156965125
195,modernity failed,0.003001821156965125
76,failed,0.003001821156965125
194,modernity,0.003001821156965125
47,desired,0.003001821156965125
266,text,0.003001821156965125
267,text boy,0.003001821156965125
256,street,0.0029923412344377053
113,house,0.0029923412344377053
220,really,0.002987060726803862
82,feet,0.0029585906086421966
235,says,0.002829945525115625
300,wait,0.002763492396168996
1,asleep,0.0027338178470893986
290,took,0.002709806643893686
291,true,0.002688956160346107
229,save,0.00265273158594417
41,control,0.0026418425214578614
244,shoes,0.0025431241562535248
250,situation,0.002531513224713495
205,online,0.0025079169475418664
61,dont mind,0.0023889485631876975
245,shouldnt,0.002377718498065791
239,self,0.0023635242642235
234,say know,0.0022875235108822437
10,bleed,0.0022875235108822437
11,bleed say,0.0022875235108822437
12,bleed say know,0.0022875235108822437
125,im scared dying,0.0022772126149863924
124,im scared,0.0022772126149863924
27,change,0.002275070070810143
226,room,0.002265883113736725
188,mean,0.002252668274589479
189,mean twotime,0.002252668274589479
51,didnt mean,0.002252668274589479
52,didnt mean twotime,0.002252668274589479
255,start,0.002249818335642427
94,going,0.0022357944993959622
216,pre,0.0022343586886458184
217,pre chorus,0.0022343586886458184
69,dreams,0.0022177850208494852
275,think need rewind,0.0022143480464336387
224,rewind,0.0022143480464336387
197,need rewind,0.0022143480464336387
274,think need,0.0022143480464336387
206,ooh,0.00218329322566271
171,liked,0.0021627188721338323
263,tell lies,0.00215376826310408
121,im just,0.002149974440343056
77,feel,0.0021465757420826197
284,time time time,0.002140496237736468
248,sit drink,0.0021356014221991133
26,cause lonesome,0.0021283162202854035
178,lonesome,0.0021283162202854035
119,ill define,0.0021173809003368843
45,define,0.0021173809003368843
25,cause know,0.0020847487228008556
181,lovers,0.0020748508536945066
91,friends lovers,0.0020748508536945066
30,choose lose,0.002055555411468279
319,whilst drink,0.002055555411468279
318,whilst,0.002055555411468279
29,choose,0.002055555411468279
241,settle,0.0020318502948120484
214,pick fight,0.0020318502948120484
242,settle wife,0.0020318502948120484
213,pick,0.0020318502948120484
2,assuming,0.002017138404748397
269,thing,0.0020105493838775855
317,whats fiver,0.002001877595653745
314,wet,0.002001214104643417
315,wet eyes,0.002001214104643417
75,eyes,0.002001214104643417
68,dreaming,0.002000424762124463
59,don,0.0019398136510837727
328,years,0.0019369045592865215
329,years life,0.0019369045592865215
211,pain,0.0019318496013236174
325,wrong,0.0019016645270032934
114,human,0.0018673444764253449
167,lie,0.0018163354071022459
99,got wrong,0.0017304360677863335
228,said youd,0.0017304360677863335
100,got wrong said,0.0017304360677863335
327,wrong said youd,0.0017304360677863335
101,got wrong said youd,0.0017304360677863335
326,wrong said,0.0017304360677863335
272,things right,0.001645957454817435
309,watching,0.0016406732490363805
212,people,0.0016121735108555325
53,didnt mean twotime twotime,0.0015907687722035526
190,mean twotime twotime,0.0015907687722035526
8,best friend,0.0015845618152484642
261,tell didnt,0.0015449373496720516
262,tell didnt know,0.0015449373496720516
50,didnt know,0.0015449373496720516
238,scared dying fine,0.00153731387926553
72,dying fine,0.00153731387926553
221,rely,0.001535372228443424
222,rely things,0.001535372228443424
162,learned,0.0014808688517898806
163,learned draw,0.0014808688517898806
141,ive learned,0.0014808688517898806
142,ive learned draw,0.0014808688517898806
258,sure youre,0.0014760741500752337
257,sure,0.0014760741500752337
126,im sure,0.0014760741500752337
127,im sure youre,0.0014760741500752337
48,did,0.001462735485044092
23,cause ends,0.0014579359133655918
24,cause ends hating,0.0014579359133655918
73,ends,0.0014579359133655918
74,ends hating,0.0014579359133655918
106,hating,0.0014579359133655918
21,calling pulling,0.0014150720639995254
219,pulling,0.0014150720639995254
132,instead calling pulling,0.0014150720639995254
131,instead calling,0.0014150720639995254
20,calling,0.0014150720639995254
130,instead,0.0014150720639995254
313,wearing beautiful shoes,0.0013932261517406509
36,collapse veins wearing beautiful,0.0013932261517406509
311,wearing,0.0013932261517406509
33,collapse,0.0013932261517406509
312,wearing beautiful,0.0013932261517406509
295,veins,0.0013932261517406509
296,veins wearing,0.0013932261517406509
34,collapse veins,0.0013932261517406509
3,beautiful,0.0013932261517406509
4,beautiful shoes,0.0013932261517406509
298,veins wearing beautiful shoes,0.0013932261517406509
297,veins wearing beautiful,0.0013932261517406509
35,collapse veins wearing,0.0013932261517406509
107,having,0.0013712331408707449
176,lonely street,0.0013198858135887654
175,lonely house,0.0013198858135887654
177,lonely world,0.0013023726165285
323,world,0.0013023726165285
304,wait till,0.0011484481236448188
157,just wait till sign,0.0011484481236448188
156,just wait till,0.0011484481236448188
278,till sign,0.0011484481236448188
155,just wait,0.0011484481236448188
277,till,0.0011484481236448188
305,wait till sign,0.0011484481236448188
44,day,0.0011120595407837976
198,news,0.0010961101075107034
55,distract,0.0010961101075107034
56,distract brain,0.0010961101075107034
57,distract brain terrible,0.0010961101075107034
58,distract brain terrible news,0.0010961101075107034
265,terrible news,0.0010961101075107034
264,terrible,0.0010961101075107034
16,brain terrible news,0.0010961101075107034
15,brain terrible,0.0010961101075107034
14,brain,0.0010961101075107034
78,feel like,0.0010301679872187154
149,just fine cause,0.0010083173139276004
150,just fine cause know,0.0010083173139276004
86,fine cause know,0.0010083173139276004
85,fine cause,0.0010083173139276004
123,im just fine cause,0.0010083173139276004
122,im just fine,0.0010083173139276004
148,just fine,0.0010083173139276004
89,friend say,0.0010074187248927903
98,got thing say,0.0010028830115495755
97,got thing,0.0010028830115495755
152,just got thing,0.0010028830115495755
140,ive just got thing,0.0010028830115495755
151,just got,0.0010028830115495755
153,just got thing say,0.0010028830115495755
270,thing say,0.0010028830115495755
138,ive just,0.0010028830115495755
139,ive just got,0.0010028830115495755
338,young mans life,0.0009667630451494898
38,comes time,0.0009667630451494898
337,young mans,0.0009667630451494898
37,comes,0.0009667630451494898
39,comes time young,0.0009667630451494898
40,comes time young mans,0.0009667630451494898
185,mans life,0.0009667630451494898
288,time young mans life,0.0009667630451494898
287,time young mans,0.0009667630451494898
184,mans,0.0009667630451494898
286,time young,0.0009667630451494898
340,youre going,0.0009639200566325819
231,save jokes youre,0.0009639200566325819
341,youre going make,0.0009639200566325819
145,jokes youre going,0.0009639200566325819
144,jokes youre,0.0009639200566325819
146,jokes youre going make,0.0009639200566325819
230,save jokes,0.0009639200566325819
232,save jokes youre going,0.0009639200566325819
143,jokes,0.0009639200566325819
95,going make,0.0009639200566325819
112,hotel room,0.0009583607933123686
64,dont wait,0.0009583607933123686
209,outside hotel,0.0009583607933123686
210,outside hotel room,0.0009583607933123686
111,hotel,0.0009583607933123686
66,dont wait outside hotel,0.0009583607933123686
301,wait outside,0.0009583607933123686
302,wait outside hotel,0.0009583607933123686
303,wait outside hotel room,0.0009583607933123686
65,dont wait outside,0.0009583607933123686
215,places,0.0008688876287851135
203,oh time time,0.0007930644741007098
204,oh time time time,0.0007930644741007098
202,oh time,0.0007930644741007098
280,time oh,0.0007930644741007098
281,time oh time,0.0007930644741007098
282,time oh time time,0.0007930644741007098
285,time time time time,0.0007687936620766438
243,sex,0.0004825702706840302
108,having sex,0.0004825702706840302
42,course,0.0004825702706840302
28,children,0.0004825702706840302
