incident_id,date,state,city_or_county,address,n_killed,n_injured,incident_url,source_url,,congressional_district,gun_stolen,gun_type,latitude,longitude,n_guns_involved,notes,participant_age,participant_age_group,participant_gender,,,,,,state_house_district,state_senate_district
1021262,1/1/18,Missouri,Holts Summit,S Summit Dr and Hwy 54,0,0,http://www.gunviolencearchive.org/incident/1021262,http://www.newstribune.com/news/local/story/2018/jan/03/motorist-arrested-after-shots-fired-near-deputy/707027/,,3,0::Stolen,0::9mm,38.6549,-92.1157,1,Suspect fired shots into the air near officer.,0::34,0::Adult 18+,0::Male,,,,,,49,10
1018965,1/1/18,Arizona,Phoenix,10900 W Calle del Sol,0,1,http://www.gunviolencearchive.org/incident/1018965,http://www.azfamily.com/story/37168722/pd-man-shot-following-argument-inside-phoenix-home,,3,0::Unknown,0::Unknown,33.4957,-112.294,1,"Suspect, the homeowner, shot visitor to home following argument.",,0::Adult 18+||1::Adult 18+,0::Male||1::Male,,,,,,29,29
1018703,1/1/18,Texas,Houston,Gregg St and Oak St,0,1,http://www.gunviolencearchive.org/incident/1018703,https://www.chron.com/houston/article/Houston-police-Taxi-driver-shot-in-shoulder-by-12465720.php,,18,0::Unknown,0::Rifle,29.7676,-95.3359,1,"near I-10, cab driver shot by man with rifle",,0::Adult 18+||1::Adult 18+,1::Male,,,,,,142,13
1019449,1/1/18,Indiana,Indianapolis,3600 Celtic Dr,0,0,http://www.gunviolencearchive.org/incident/1019449,https://www.wthr.com/article/stray-bullets-do-damage-during-new-years-celebrations,,,0::Unknown,0::Unknown,,,1,Stray bullet damages home;,,,,,,,,,,
1019450,1/1/18,Indiana,Indianapolis,800 N Colorado Ave,0,0,http://www.gunviolencearchive.org/incident/1019450,https://www.wthr.com/article/stray-bullets-do-damage-during-new-years-celebrations,,,0::Unknown,0::Unknown,,,1,Stray bullet damages home;,,,,,,,,,,
1018713,1/1/18,Louisiana,Shreveport,8100 block of Pines Road,0,1,http://www.gunviolencearchive.org/incident/1018713,http://www.ksla.com/story/37168597/man-shot-in-leg-at-shreveport-apartment-complex,,4,0::Unknown,0::Unknown,32.4246,-93.8594,1,,,0::Adult 18+,0::Male,,,,,,3,38
1019451,1/1/18,Indiana,Indianapolis,4000 Arquette Dr,0,0,http://www.gunviolencearchive.org/incident/1019451,https://www.wthr.com/article/stray-bullets-do-damage-during-new-years-celebrations,,,0::Unknown,0::Unknown,,,1,Stray bullet damages home;,,,,,,,,,,
1021066,1/1/18,California,Redwood Valley,Coyote Valley Blvd,0,0,http://www.gunviolencearchive.org/incident/1021066,http://www.pressdemocrat.com/news/7836925-181/mendocino-county-dui-arrest-leads?sba=AAS,,2,0::Unknown,0::Unknown,39.2548,-123.209,1,"traffic arrest;
39.254755, -123.208919 ;",0::56,0::Adult 18+,0::Male,,,,,,2,2
1018315,1/1/18,Indiana,Indianapolis,3200 N Park Ave,0,0,http://www.gunviolencearchive.org/incident/1018315,http://fox59.com/2018/01/01/indy-homeowners-report-damage-from-new-years-eve-gunfire/,,7,0::Unknown,0::Unknown,39.814,-86.1473,1,"Bullet goes through roof, lands on residents' bed;",,,,,,,,,96,33
1018734,1/1/18,Georgia,Rossville,147 Meadowview Dr,1,0,http://www.gunviolencearchive.org/incident/1018734,http://www.wtvm.com/story/37169274/man-dead-following-officer-involved-shooting-in-walker-county,,14,0::Unknown,0::Unknown,34.9406,-85.3135,1,"Walker Co, init falsely report female threat suicide, officer shot subject when threat",0::65,0::Adult 18+,0::Male,,,,,,1,53
1019455,1/1/18,Oregon,Prineville,121 NE 3rd St,0,1,http://www.gunviolencearchive.org/incident/1019455,http://www.kptv.com/story/37170889/man-shot-multiple-times-in-central-oregon-bar-attempted-murder-suspect-arrested,,2,0::Unknown,0::Handgun,44.303,-120.846,1,shot trying to break up bar fight,0::38||1::26,0::Adult 18+||1::Adult 18+,0::Male||1::Male,,,,,,55,28
1020022,1/1/18,New Hampshire,Portsmouth,US-1 BYP,0,0,http://www.gunviolencearchive.org/incident/1020022,http://www.seacoastonline.com/news/20180103/two-very-close-calls-for-portsmouth-officers,,1,0::Unknown,0::Handgun,43.079,-70.7719,1,north of Planet Fitness. Pulled trigger mult. times in attempt at suicide but gun failed to discharge. Led LE on high speed chase,,0::Adult 18+,0::Female,,,,,,725,21
1018914,1/1/18,Louisiana,Baton Rouge,3800 block of Victoria Drive,0,1,http://www.gunviolencearchive.org/incident/1018914,http://www.wafb.com/story/37171240/robbery-possible-motive-in-shooting-on-victoria-drive-1-injured,,,0::Unknown,0::Unknown,,,1,,1::53,0::Adult 18+||1::Adult 18+,0::Male||1::Male,,,,,,,
1028549,1/1/18,Ohio,Cleveland,Kenton Ln,0,0,http://www.gunviolencearchive.org/incident/1028549,http://www.cleveland.com/brunswick/index.ssf/2018/01/police_investigate_suspected_s.html#incart_river_index,,11,0::Unknown,0::Unknown,41.4381,-81.6183,1,homeowners reported shots fired and damage to their residence,,,,,,,,,11,21
1018557,1/1/18,Illinois,Rockford,Oakley Ave and Blaisdell St,0,0,http://www.gunviolencearchive.org/incident/1018557,http://www.rrstar.com/news/20180101/one-rockford-neighborhood-two-shootings-over-new-years-weekend,,17,0::Unknown,0::Unknown,42.2822,-89.1148,1,Unknown if related to incident 12 hrs earlier;,,,,,,,,,67,34
1018048,1/1/18,Massachusetts,Revere,Roughan St,0,0,http://www.gunviolencearchive.org/incident/1018048,https://twitter.com/reverescanner/status/947716494431064064,,5,0::Unknown,0::Unknown,42.4006,-70.9858,1,"shot spotter activation, possible gunshots (could be fireworks)",,,,,,,,,202,27
1019405,1/1/18,Ohio,Youngstown,Byron St,1,0,http://www.gunviolencearchive.org/incident/1019405,http://www.vindy.com/news/2018/jan/02/fatal-shooting-east-side-may-have-been-accidental-/?nw,,13,0::Unknown,0::Unknown,41.0911,-80.6233,1,"LEOs investigating as poss self-inflicted AD, poss celebratory gunfire",0::33,0::Adult 18+,0::Male,,,,,,58,33
1018455,1/1/18,Illinois,Chicago,1900 N Western Ave,0,0,http://www.gunviolencearchive.org/incident/1018455,https://chicago.suntimes.com/news/shot-fired-at-blue-line-train-in-logan-square-no-one-injured/,,4,0::Unknown,0::Unknown,41.9159,-87.6877,1,"Shot fired through window of train, no injury;",,,,,,,,,4,2
1018708,1/1/18,Arizona,Tucson,100 block of West Bilby Rd,1,0,http://www.gunviolencearchive.org/incident/1018708,http://tucson.com/news/local/man-shot-killed-on-south-side-early-monday-morning-identified/article_c7affc9e-ef55-11e7-88c9-27c798bd381f.html,,3,0::Unknown,0::Unknown,32.1413,-110.969,1,Victim found deceased in the middle of the road.,0::31,0::Adult 18+,0::Male,,,,,,3,3
1018472,1/1/18,Missouri,Saint Louis,5900 block of Kennerly Ave,2,0,http://www.gunviolencearchive.org/incident/1018472,http://www.stltoday.com/news/local/crime-and-courts/men-killed-on-new-year-s-day-in-st-louis/article_635bde53-a37d-5ddc-8325-951775cc20c1.html,,1,0::Unknown,0::Unknown,38.6783,-90.2797,1,"ALT address: 5900 block of Hodiamont Ave;
38.678306, -90.279714 ;",0::32||1::32,0::Adult 18+||1::Adult 18+,0::Male||1::Male,,,,,,76,4
1019343,1/1/18,Louisiana,Schriever,215 Patrick Dr,0,0,http://www.gunviolencearchive.org/incident/1019343,http://www.houmatoday.com/news/20180102/police-report-dec-31-2017-jan-1-2018,,6,0::Unknown,0::Unknown,29.7353,-90.839,1,Suspect in possession of gun and drugs.,0::40,0::Adult 18+,0::Male,,,,,,51,21
1018858,1/1/18,Indiana,Princeton,600 N Gibson St,0,1,http://www.gunviolencearchive.org/incident/1018858,http://44news.wevv.com/gibson-county-man-accused-shooting-brother-appears-court/,,8,0::Unknown,0::Unknown,38.3603,-87.5649,1,"Brother shoots brother while drinking, arguing at New Years gathering;",1::18,1::Adult 18+,0::Male||1::Male,,,,,,64,48
1019873,1/1/18,Ohio,Mansfield,1900 block of Pulver Rd,0,1,http://www.gunviolencearchive.org/incident/1019873,http://www.mansfieldnewsjournal.com/story/news/2018/01/02/deputies-help-man-after-attempted-suicide-pulver-road/995371001/,,7,0::Unknown,0::45 Auto,40.7081,-82.455,1,"self inflict shot in chest in truck, 45 cal, ammo, knife recover",0::56,0::Adult 18+,0::Male,,,,,,2,22
1018466,1/1/18,California,Los Angeles,Baring Cross and W 88th St,0,1,http://www.gunviolencearchive.org/incident/1018466,http://losangeles.cbslocal.com/2018/01/01/stray-bullet-south-la/,,43,0::Unknown,0::Unknown,33.958,-118.289,1,child watching fireworks hit by stray bullet; source unknown at this time,0::9,0::Child 0-11,0::Male,,,,,,64,30
1019132,1/1/18,California,Oakland,3400 block of Adeline St,1,0,http://www.gunviolencearchive.org/incident/1019132,https://www.eastbaytimes.com/2018/01/05/murder-charges-filed-in-fatal-new-years-day-shooting-in-west-oakland/,,13,0::Unknown,0::Unknown,37.8255,-122.28,1,,0::36||1::53,0::Adult 18+||1::Adult 18+,0::Male||1::Male,,,,,,15,9
1023427,1/1/18,Nebraska,Lincoln,S 32nd St and J St,0,0,http://www.gunviolencearchive.org/incident/1023427,http://www.lincoln.ne.gov/city/police/stats/cfstue.htm,,,0::Unknown,0::Handgun,40.808,-96.6752,1,,,0::Adult 18+,,,,,,,,
1019883,1/1/18,Indiana,South Bend,N Scott St,0,0,http://www.gunviolencearchive.org/incident/1019883,https://www.southbendtribune.com/news/local/shooting-in-the-new-year-remains-reckless-south-bend-tradition/article_0188177b-4476-573e-a930-23cb5a116f5d.html,,2,0::Unknown,0::Unknown,41.6818,-86.2598,1,Home damaged by celebratory gunfire;,,,,,,,,,6,10
1019355,1/1/18,Georgia,Savannah,4400 Block of Skidaway Rd,0,2,http://www.gunviolencearchive.org/incident/1019355,http://wsav.com/2018/01/02/update-police-id-2-men-involved-in-shooting-on-skidaway-road/,,1,0::Unknown,0::Unknown,32.0276,-81.0706,1,,0::24||1::26,0::Adult 18+||1::Adult 18+,0::Male||1::Male,,,,,,165,2
1019174,1/1/18,North Carolina,Charlotte,2305 Farmer St,0,2,http://www.gunviolencearchive.org/incident/1019174,http://www.wbtv.com/story/37339815/police-charlotte-baby-was-accidentally-shot-by-father,,12,0::Unknown,0::Unknown,35.2094,-80.8955,1,"ALT: Romare Bearden, AD shot baby and mother",0::0,0::Child 0-11||1::Adult 18+||2::Adult 18+,0::Male||1::Female||2::Male,,,,,,102,38
1021158,1/1/18,Colorado,Pueblo,300 block of E 2nd St,0,0,http://www.gunviolencearchive.org/incident/1021158,https://www.chieftain.com/news/crime/security-footage-reveals-gunman/article_6975cd22-2251-560d-acfe-2f66ae26e595.html,,3,0::Unknown,0::Unknown,38.2689,-104.604,1,,,0::Adult 18+,0::Male,,,,,,62,3
1023438,1/1/18,Tennessee,Clarksville,1304 Fort Campbell Blvd,0,1,http://www.gunviolencearchive.org/incident/1023438,http://www.wsmv.com/story/37226652/clarksville-police-searching-for-answers-in-new-years-day-shooting,,7,0::Unknown,0::Unknown,36.5607,-87.4,1,man shot later found at business on Riverside Dr,,0::Adult 18+,0::Male,,,,,,67,22
1019375,1/1/18,Rhode Island,Providence,25 Unit St,1,0,http://www.gunviolencearchive.org/incident/1019375,http://www.providencejournal.com/news/20180102/police-explore-possible-gang-link-in-murder-of-providence-man,,2,0::Unknown,0::Unknown,41.8265,-71.4546,1,"shot in home from street, Throwback from Days gang member",0::23,0::Adult 18+,0::Male,,,,,,7,5
1018451,1/1/18,Rhode Island,Providence,334 S Water St,0,1,http://www.gunviolencearchive.org/incident/1018451,http://www.providencejournal.com/news/20180102/providence-club-shooting-sparked-by-dispute-over-dancer-police-say,,1,0::Unknown,0::Unknown,41.8218,-71.4056,1,"stem from dispute in club, shot in chest",0::31,0::Adult 18+||1::Adult 18+,0::Male||1::Male,,,,,,2,6
1018486,1/1/18,California,Planada,Carson St,0,1,http://www.gunviolencearchive.org/incident/1018486,http://www.mercedsunstar.com/news/local/crime/article192458994.html,,16,0::Unknown,0::Unknown,37.2941,-120.32,1,celebrating the new year when a person in dark hooded sweatshirt approached the backyard on foot and fired nearly a dozen shots from a handgun.,0::20,0::Adult 18+,0::Male,,,,,,21,12
1019382,1/1/18,New Jersey,Jersey City,Washington Blvd,0,0,http://www.gunviolencearchive.org/incident/1019382,http://www.nj.com/hudson/index.ssf/2018/01/jersey_city_sees_4_shootings_and_a_murder_on_new_y.html#incart_river_index,,8,0::Unknown,0::Unknown,40.7261,-74.0351,1,near Newport Mall (30 W Mall Dr W),,,,,,,,,31,31
1019383,1/1/18,New Jersey,Jersey City,Martin Luther King Dr and Virginia Ave,0,1,http://www.gunviolencearchive.org/incident/1019383,http://www.nj.com/hudson/index.ssf/2018/01/jersey_city_sees_4_shootings_and_a_murder_on_new_y.html#incart_river_index,,10,0::Unknown,0::Unknown,40.712,-74.0779,1,"shot 3 times in abdomen, between 2 am and 5 am, began as bar fight with stranger",0::44,0::Adult 18+,0::Male,,,,,,31,31
1018496,1/1/18,Nebraska,Omaha,N 47th Ave and Miami St,0,0,http://www.gunviolencearchive.org/incident/1018496,http://www.wowt.com/content/news/Three-youths-arrested-in-carjacking-467564053.html,,,0::Unknown,0::Unknown,41.2831,-95.9843,1,,0::14,0::Teen 12-17||1::Teen 12-17||2::Teen 12-17,,,,,,,,
1019385,1/1/18,New Jersey,Jersey City,Martin Luther King Dr and Warner Ave,0,0,http://www.gunviolencearchive.org/incident/1019385,http://www.nj.com/hudson/index.ssf/2018/01/jersey_city_sees_4_shootings_and_a_murder_on_new_y.html#incart_river_index,,10,0::Unknown,0::Unknown,40.7012,-74.0903,1,"13 shell casings found at scene, vehicle damaged",,,,,,,,,31,31
1019391,1/1/18,New Jersey,Orange,100 block of Taylor St,2,0,http://www.gunviolencearchive.org/incident/1019391,http://www.nj.com/essex/index.ssf/2018/01/2_dead_in_new_years_day_shooting_in_orange.html#incart_river_index,,10,0::Unknown,0::Unknown,40.7661,-74.2284,1,,0::50||1::41,0::Adult 18+||1::Adult 18+,0::Male||1::Male,,,,,,34,34
1018506,1/1/18,Nebraska,Omaha,N 43rd St and Pinkney St,0,0,http://www.gunviolencearchive.org/incident/1018506,http://www.wowt.com/content/news/Man-jailed-on-drug-weapons-charges-467561163.html,,,0::Stolen,0::Unknown,41.2905,-95.9776,1,Stolen gun and drugs confiscated during traffic stop.,0::44,0::Adult 18+,0::Male,,,,,,,
1018522,1/1/18,Oklahoma,Tulsa,49th St N and MLK Jr Blvd,0,1,http://www.gunviolencearchive.org/incident/1018522,http://www.newson6.com/story/37168732/man-shot-after-suspects-shoot-into-tulsa-home,,1,0::Unknown||1::Unknown,0::Unknown||1::Unknown,36.2242,-95.9935,2,Suspects shot into home; man struck.,0::20,0::Adult 18+,0::Male,,,,,,73,11
1018525,1/1/18,California,Oakland,1000 block of 91st Ave,0,1,http://www.gunviolencearchive.org/incident/1018525,https://www.mercurynews.com/2018/01/01/woman-injured-by-celebratory-gunfire-new-years-day-in-san-leandro/,,13,0::Unknown,0::Unknown,37.7461,-122.18,1,hit by celebratory gunfire,0::20,0::Adult 18+,0::Male,,,,,,18,9
1018324,1/1/18,Indiana,Fort Wayne,2701 W Jefferson Blvd,0,2,http://www.gunviolencearchive.org/incident/1018324,http://wane.com/2018/01/01/2-hurt-in-new-years-day-bar-shooting/,,3,0::Unknown,0::Unknown,41.0744,-85.1755,1,"Jones critical, Boykin serious to fair;;",0::28||1::25,0::Adult 18+||1::Adult 18+,0::Male||1::Male,,,,,,81,16
1019946,1/1/18,Massachusetts,New Bedford,145 Summer St,0,0,http://www.gunviolencearchive.org/incident/1019946,http://wbsm.com/new-bedford-police-investigate-new-years-day-shots-fired-incident/,,9,0::Unknown,0::Unknown,41.6405,-70.9328,1,"shotspotter, no evidence found",,,,,,,,,81,38
1021453,1/1/18,Tennessee,Knoxville,Market Square,1,0,http://www.gunviolencearchive.org/incident/1021453,http://www.wbir.com/article/news/crime/new-years-day-shooting-homicide-in-knoxville-accidental-according-to-records/51-504172165,,2,0::Unknown,0::22 LR,35.9656,-83.9198,1,Shot in back,0::27||1::27,0::Adult 18+||1::Adult 18+,0::Female||1::Male,,,,,,15,7
1018287,1/1/18,New Mexico,Albuquerque,,0,0,http://www.gunviolencearchive.org/incident/1018287,http://www.koat.com/article/dangerous-tradition-of-shooting-guns-on-nye-continues/14526071,,1,0::Unknown,0::Unknown,35.093,-106.644,1,Celebratory gunfire,,,,,,,,,11,12
1019365,1/1/18,Massachusetts,Leominster,147 4th St,0,0,http://www.gunviolencearchive.org/incident/1019365,http://www.sentinelandenterprise.com/breakingnews/ci_31564614/dispute-leominster-over-parking-space-leads-arrest-two,,2,0::Stolen,0::9mm,42.5255,-71.7496,1,"dispute with neighbor, stolen S&W 9mm found in vehicle",0::28||1::38,0::Adult 18+||1::Adult 18+,0::Male||1::Male,,,,,,206,9
1019332,1/1/18,Connecticut,Hartford,Hudson St,0,1,http://www.gunviolencearchive.org/incident/1019332,http://wtnh.com/2018/01/01/3-shootings-mar-new-years-day-in-hartford/,,1,0::Unknown,0::Unknown,41.7586,-72.6781,1,AD shot self in knee in car,,0::Adult 18+,0::Male,,,,,,4,1
1018558,1/1/18,Massachusetts,Boston,63 Dalessio Ct,0,1,http://www.gunviolencearchive.org/incident/1018558,http://www.wcvb.com/article/two-people-shot-in-south-boston-shooter-at-large/14527569,,8,0::Unknown,0::Unknown,42.3353,-71.0545,1,2nd victim located at 71 B St. Believed connected,0::18,0::Adult 18+,,,,,,,187,1
1019076,1/1/18,Florida,Ocala,,1,0,http://www.gunviolencearchive.org/incident/1019076,https://www.clickorlando.com/news/ocala-police-officer-shoots-kills-himself-officials-say,,3,0::Unknown,0::Unknown,29.1967,-82.0976,1,self inflicted;unclear if accidental or suicide,0::56,0::Adult 18+,0::Male,,,,,,23,8
1020207,1/1/18,Iowa,Council Bluffs,2701 23rd Ave,0,1,http://www.gunviolencearchive.org/incident/1020207,http://www.kjan.com/index.php/2018/01/another-carjacking-reported-in-council-bluffs/,,3,0::Unknown,0::Unknown,41.2401,-95.8847,1,"cj and shot, car recover in Omaha;
41.237030, -95.886759 ;",,0::Adult 18+,0::Male,,,,,,16,8
1019525,1/1/18,Wisconsin,Madison,1700 block of Fordem Ave,0,0,http://www.gunviolencearchive.org/incident/1019525,https://www.channel3000.com/news/crime/crowd-gathered-after-reports-of-shots-fired-new-years-day-officials-say/680568369,,2,0::Unknown,0::Unknown,43.0944,-89.3642,1,,,,,,,,,,76,26
1018488,1/1/18,Nebraska,Grand Island,1303 W Charles St,1,0,http://www.gunviolencearchive.org/incident/1018488,http://www.1011now.com/content/news/Grand-Island-Police-investigating-homicide-467549113.html,,,0::Unknown,0::Unknown,40.916,-98.3503,1,,0::19||1::24,0::Adult 18+||1::Adult 18+,0::Male||1::Male,,,,,,,
1018530,1/1/18,Ohio,Cincinnati,2012 Colerain Ave,1,0,http://www.gunviolencearchive.org/incident/1018530,http://local12.com/news/local/police-investigate-west-end-homicide,,1,0::Unknown,0::Unknown,39.119,-84.5327,1,found in street,0::25,0::Adult 18+,0::Male,,,,,,32,9
1018153,1/1/18,Florida,Jacksonville,N Gilmore Heights Rd,1,0,http://www.gunviolencearchive.org/incident/1018153,http://jacksonville.com/news/public-safety/2018-01-02/jacksonville-police-identify-first-homicide-victim-2018,,5,0::Unknown,0::Unknown,30.3588,-81.5524,1,"found on Fort Caroline Rd, shot at NYE party",0::35,0::Adult 18+,0::Male,,,,,,12,4
1019544,1/1/18,Missouri,Saint Joseph,400 block of S 24th St,0,0,http://www.gunviolencearchive.org/incident/1019544,http://www.newspressnow.com/news/local_news/shot-fired-into-north-th-street-home/article_6c679e8a-bf81-5482-b381-4c77511a2700.html,,6,0::Unknown,0::Unknown,39.7643,-94.8315,1,shots fired into home,,,,,,,,,10,34
1021092,1/1/18,Wisconsin,Madison (Fitchburg),,0,0,http://www.gunviolencearchive.org/incident/1021092,http://www.wkow.com/story/37171124/2018/01/01/bullet-nearly-hits-woman-and-child-sleeping-in-fitchburg-home,,2,0::Unknown,0::Unknown,43.0025,-89.4308,1,"shot fired into home, lodge in headboard;
43.002528, -89.430816 ;",,,,,,,,,47,16
1031045,1/1/18,California,Campbell,Hollis Ave,0,0,http://www.gunviolencearchive.org/incident/1031045,https://www.mercurynews.com/2018/01/19/police-report-campbell-police-report-for-the-week-of-jan-19/,,18,0::Unknown,0::Unknown,37.2771,-121.953,1,shots fired in air,,,,,,,,,28,15
1019073,1/1/18,Florida,Casselberry,870 Osceola Trl,1,0,http://www.gunviolencearchive.org/incident/1019073,http://www.mynews13.com/content/news/cfnews13/news/article.html/content/news/articles/cfn/2018/1/2/teen_dies_from_heads.html,,7,0::Unknown,0::Unknown,28.6903,-81.3203,1,,0::17,0::Teen 12-17,0::Male,,,,,,29,9
1020143,1/1/18,Georgia,Athens,1200 Block of Tallassee Rd,0,0,http://www.gunviolencearchive.org/incident/1020143,http://onlineathens.com/blotter/2018-01-03/gunshots-shatter-windows-suv,,10,0::Unknown,0::Unknown,33.981,-83.4631,1,,,,,,,,,,117,46
1018226,1/1/18,Idaho,Boise,900 block of Wildphlox Way,0,1,http://www.gunviolencearchive.org/incident/1018226,http://idahonews.com/news/local/suspect-taken-to-hospital-after-officer-involved-shooting-in-boise,,2,0::Unknown,0::Unknown,43.5964,-116.276,1,near Cole and Overland,0::57,0::Adult 18+,0::Male,,,,,,17,17
1018279,1/1/18,Maryland,Severn,7814 Bastille Rd,1,1,http://www.gunviolencearchive.org/incident/1018279,http://www.fox5dc.com/news/local-news/marshall-university-football-player-shot-at-new-years-eve-party-in-maryland-dies-from-injuries,,2,0::Unknown,0::Unknown,39.1375,-76.7231,1,"stray gunfire, shot in back, shot in arm died 2.22",0::19||1::17,0::Adult 18+||1::Teen 12-17,0::Male||1::Male,,,,,,32,32
1018040,1/1/18,New York,Rochester,Bay St,0,0,http://www.gunviolencearchive.org/incident/1018040,https://twitter.com/mcfw/status/947706398263185408,,25,0::Unknown,0::Unknown,43.1711,-77.5769,1,"single shot, shotspotter",,,,,,,,,137,55
1018042,1/1/18,New York,Rochester,600 block of Wilkins St,0,0,http://www.gunviolencearchive.org/incident/1018042,https://twitter.com/mcfw/status/947696895383736320,,25,0::Unknown,0::Unknown,43.1789,-77.5937,1,multiple shots report,,,,,,,,,137,56
