ID,StartDate,discrimination,internalized-homophobia,tests-six-months,never-heard-of-prep,self-esteem,,,,,,,,,,,,,,,,
846,20-Apr-2018 17:45:19,4,3.11,1,1,21,,,,,,,,,,,,,,,,
848,20-Apr-2018 18:49:47,4,3.11,1,1,23,,,,,,,,,,,,,,,,
855,21-Apr-2018 03:37:56,4.33,3.11,1,1,23,,,,,,,,,,,,,,,,
889,21-Apr-2018 19:08:32,4,3.11,1,1,24,,,,,,,,,,,,,,,,
901,20-Apr-2018 04:22:20,4,3.11,1,1,26,,,,,,,,,,,,,,,,
904,20-Apr-2018 06:29:42,4,3.11,1,1,23,,,,,,,,,,,,,,,,
907,21-Apr-2018 00:46:25,3.11,3.11,0,1,28,,,,,,,,,,,,,,,,
919,20-Apr-2018 16:24:39,4.22,3.11,1,1,24,,,,,,,,,,,,,,,,
921,20-Apr-2018 20:19:06,3.78,3.11,0,0,28,,,,,,,,,,,,,,,,
932,21-Apr-2018 00:46:33,3.11,3.11,1,1,24,,,,,,,,,,,,,,,,
939,20-Apr-2018 19:12:48,4,3.11,1,1,23,,,,,,,,,,,,,,,,
952,21-Apr-2018 07:31:11,4.22,3.11,1,1,26,,,,,,,,,,,,,,,,
953,21-Apr-2018 08:23:20,4.11,3.11,1,1,26,,,,,,,,,,,,,,,,
963,21-Apr-2018 20:24:38,4,3.11,1,0,25,,,,,,,,,,,,,,,,
978,20-Apr-2018 05:49:36,2.44,3.11,0,1,23,,,,,,,,,,,,,,,,
1000,21-Apr-2018 08:25:03,3.89,3.11,1,1,25,,,,,,,,,,,,,,,,
1010,21-Apr-2018 09:00:21,4.22,3.11,1,1,25,,,,,,,,,,,,,,,,
146,20-Apr-2018 22:24:58,2.11,3,0,0,32,,,,,,,,,,,,,,,,
169,20-Apr-2018 17:15:14,2.33,3,0,1,23,,,,,,,,,,,,,,,,
214,17-Apr-2018 18:19:50,3.89,3,1,1,25,,,,,,,,,,,,,,,,
239,19-Apr-2018 01:54:22,2.33,3,0,1,31,,,,,,,,,,,,,,,,
240,20-Apr-2018 19:56:36,2.11,3,0,0,26,,,,,,,,,,,,,,,,
299,18-Apr-2018 03:24:09,4,3,1,1,23,,,,,,,,,,,,,,,,
309,21-Apr-2018 19:25:47,4.33,3,1,1,26,,,,,,,,,,,,,,,,
460,20-Apr-2018 20:15:31,3.22,3,0,1,22,,,,,,,,,,,,,,,,
482,20-Apr-2018 19:47:18,4,3,0,0,25,,,,,,,,,,,,,,,,
485,21-Apr-2018 18:31:27,2.44,3,0,1,23,,,,,,,,,,,,,,,,
499,21-Apr-2018 05:50:40,3.44,3,0,0,26,,,,,,,,,,,,,,,,
559,21-Apr-2018 03:09:07,3,3,0,0,30,,,,,,,,,,,,,,,,
565,20-Apr-2018 00:51:35,2.44,3,0,1,30,,,,,,,,,,,,,,,,
623,18-Apr-2018 10:56:03,3.11,3,0,1,20,,,,,,,,,,,,,,,,
627,20-Apr-2018 17:23:38,3.78,3,1,0,26,,,,,,,,,,,,,,,,
654,21-Apr-2018 17:59:12,2.44,3,1,1,24,,,,,,,,,,,,,,,,
688,21-Apr-2018 19:34:31,3.89,3,0,0,29,,,,,,,,,,,,,,,,
690,21-Apr-2018 12:59:59,3.33,3,1,1,21,,,,,,,,,,,,,,,,
727,20-Apr-2018 18:01:15,3.33,3,0,1,29,,,,,,,,,,,,,,,,
839,20-Apr-2018 03:23:59,1.67,3,0,1,25,,,,,,,,,,,,,,,,
865,20-Apr-2018 19:56:44,2.22,3,0,1,28,,,,,,,,,,,,,,,,
880,21-Apr-2018 18:00:23,3.89,3,0,0,27,,,,,,,,,,,,,,,,
884,20-Apr-2018 03:20:16,4.11,3,1,1,23,,,,,,,,,,,,,,,,
915,20-Apr-2018 16:26:45,4.11,3,1,1,23,,,,,,,,,,,,,,,,
938,20-Apr-2018 18:52:49,4,3,1,1,26,,,,,,,,,,,,,,,,
993,20-Apr-2018 18:46:58,2.33,3,0,0,29,,,,,,,,,,,,,,,,
996,21-Apr-2018 10:16:05,3.67,3,1,1,29,,,,,,,,,,,,,,,,
77,21-Apr-2018 00:54:19,1,2.89,1,0,30,,,,,,,,,,,,,,,,
140,21-Apr-2018 17:35:26,3.67,2.89,0,1,26,,,,,,,,,,,,,,,,
257,20-Apr-2018 18:49:16,2.56,2.89,1,1,29,,,,,,,,,,,,,,,,
317,18-Apr-2018 09:11:58,2.78,2.89,1,1,29,,,,,,,,,,,,,,,,
365,21-Apr-2018 11:27:00,5.33,2.89,0,1,26,,,,,,,,,,,,,,,,
591,19-Apr-2018 01:54:41,2.33,2.89,0,0,21,,,,,,,,,,,,,,,,
665,18-Apr-2018 11:31:11,4.56,2.89,1,0,25,,,,,,,,,,,,,,,,
679,20-Apr-2018 23:16:18,2.22,2.89,0,0,27,,,,,,,,,,,,,,,,
681,20-Apr-2018 16:32:42,3.33,2.89,0,1,25,,,,,,,,,,,,,,,,
699,21-Apr-2018 14:46:32,2.13,2.89,0,1,22,,,,,,,,,,,,,,,,
757,20-Apr-2018 17:24:08,3,2.89,1,1,27,,,,,,,,,,,,,,,,
771,20-Apr-2018 21:04:26,3.67,2.89,1,0,21,,,,,,,,,,,,,,,,
1016,21-Apr-2018 18:02:55,4,2.89,0,1,23,,,,,,,,,,,,,,,,
24,21-Apr-2018 13:31:45,4.56,2.78,1,0,26,,,,,,,,,,,,,,,,
95,20-Apr-2018 06:28:21,2.44,2.78,0,1,27,,,,,,,,,,,,,,,,
118,20-Apr-2018 22:22:29,2,2.78,0,1,32,,,,,,,,,,,,,,,,
163,20-Apr-2018 00:51:55,1.89,2.78,0,0,26,,,,,,,,,,,,,,,,
192,21-Apr-2018 09:24:20,5,2.78,1,0,25,,,,,,,,,,,,,,,,
226,20-Apr-2018 18:35:38,2.78,2.78,0,1,,,,,,,,,,,,,,,,,
237,20-Apr-2018 20:59:27,3.56,2.78,0,0,27,,,,,,,,,,,,,,,,
295,20-Apr-2018 18:12:59,3.22,2.78,1,1,24,,,,,,,,,,,,,,,,
316,18-Apr-2018 01:08:06,2.22,2.78,0,1,31,,,,,,,,,,,,,,,,
361,20-Apr-2018 17:00:29,3.25,2.78,0,1,24,,,,,,,,,,,,,,,,
363,18-Apr-2018 08:39:59,2,2.78,0,1,20,,,,,,,,,,,,,,,,
474,18-Apr-2018 08:56:42,3.78,2.78,0,1,26,,,,,,,,,,,,,,,,
566,21-Apr-2018 17:28:08,3.22,2.78,1,1,28,,,,,,,,,,,,,,,,
578,21-Apr-2018 12:24:19,3,2.78,1,1,27,,,,,,,,,,,,,,,,
580,18-Apr-2018 20:36:31,2.11,2.78,0,0,22,,,,,,,,,,,,,,,,
581,21-Apr-2018 15:11:53,1.89,2.78,1,1,25,,,,,,,,,,,,,,,,
599,20-Apr-2018 17:36:25,2.78,2.78,0,1,25,,,,,,,,,,,,,,,,
629,21-Apr-2018 09:24:17,4.56,2.78,1,1,22,,,,,,,,,,,,,,,,
642,18-Apr-2018 20:36:41,2.67,2.78,0,1,28,,,,,,,,,,,,,,,,
673,19-Apr-2018 02:56:34,2.44,2.78,0,1,28,,,,,,,,,,,,,,,,
695,20-Apr-2018 15:59:21,3.56,2.78,0,1,31,,,,,,,,,,,,,,,,
713,20-Apr-2018 09:42:16,3.56,2.78,0,1,21,,,,,,,,,,,,,,,,
842,20-Apr-2018 17:15:21,2.44,2.78,0,1,29,,,,,,,,,,,,,,,,
843,19-Apr-2018 00:01:14,2.78,2.78,0,1,28,,,,,,,,,,,,,,,,
879,21-Apr-2018 14:00:11,2.38,2.78,0,1,21,,,,,,,,,,,,,,,,
886,21-Apr-2018 08:28:17,2.78,2.78,0,1,22,,,,,,,,,,,,,,,,
981,21-Apr-2018 02:26:29,3,2.78,0,1,26,,,,,,,,,,,,,,,,
335,21-Apr-2018 03:30:43,3.78,2.67,1,1,21,,,,,,,,,,,,,,,,
462,20-Apr-2018 20:08:18,2.89,2.67,0,1,25,,,,,,,,,,,,,,,,
483,21-Apr-2018 09:09:29,3.89,2.67,0,0,26,,,,,,,,,,,,,,,,
615,21-Apr-2018 19:13:57,2.33,2.67,1,1,22,,,,,,,,,,,,,,,,
631,21-Apr-2018 17:14:46,1.78,2.67,0,1,30,,,,,,,,,,,,,,,,
641,20-Apr-2018 11:52:53,1.89,2.67,0,1,32,,,,,,,,,,,,,,,,
696,21-Apr-2018 17:48:54,2.67,2.67,1,1,26,,,,,,,,,,,,,,,,
700,18-Apr-2018 11:19:04,3.89,2.67,1,1,21,,,,,,,,,,,,,,,,
706,20-Apr-2018 16:47:17,3.11,2.67,0,1,26,,,,,,,,,,,,,,,,
717,18-Apr-2018 04:35:39,2.44,2.67,0,0,23,,,,,,,,,,,,,,,,
719,18-Apr-2018 20:36:49,1.44,2.67,0,1,27,,,,,,,,,,,,,,,,
723,19-Apr-2018 00:00:53,1.67,2.67,0,1,27,,,,,,,,,,,,,,,,
726,20-Apr-2018 16:11:04,3.89,2.67,0,1,25,,,,,,,,,,,,,,,,
739,21-Apr-2018 17:50:02,4,2.67,0,1,27,,,,,,,,,,,,,,,,
864,19-Apr-2018 01:54:29,2.22,2.67,0,1,28,,,,,,,,,,,,,,,,
917,20-Apr-2018 17:15:07,2.33,2.67,0,0,29,,,,,,,,,,,,,,,,
927,18-Apr-2018 04:36:33,3,2.67,0,1,27,,,,,,,,,,,,,,,,
1018,18-Apr-2018 16:48:32,3.11,2.67,0,0,21,,,,,,,,,,,,,,,,
172,18-Apr-2018 11:41:23,2.67,2.56,1,1,26,,,,,,,,,,,,,,,,
187,20-Apr-2018 20:54:38,4.33,2.56,1,0,20,,,,,,,,,,,,,,,,
315,21-Apr-2018 12:18:38,3.56,2.56,0,1,28,,,,,,,,,,,,,,,,
628,18-Apr-2018 13:11:59,3.44,2.56,1,1,30,,,,,,,,,,,,,,,,
634,18-Apr-2018 10:16:25,4.44,2.56,1,1,31,,,,,,,,,,,,,,,,
659,21-Apr-2018 18:39:12,3.56,2.56,0,1,25,,,,,,,,,,,,,,,,
671,20-Apr-2018 03:24:03,2.22,2.56,0,1,23,,,,,,,,,,,,,,,,
716,18-Apr-2018 01:07:34,2.22,2.56,0,0,30,,,,,,,,,,,,,,,,
743,21-Apr-2018 12:07:27,3.44,2.56,0,1,24,,,,,,,,,,,,,,,,
750,20-Apr-2018 17:49:26,3,2.56,0,1,24,,,,,,,,,,,,,,,,
755,20-Apr-2018 18:24:51,3.56,2.56,1,1,25,,,,,,,,,,,,,,,,
93,18-Apr-2018 02:06:19,3.11,2.44,0,1,28,,,,,,,,,,,,,,,,
194,18-Apr-2018 14:00:48,4.11,2.44,1,1,27,,,,,,,,,,,,,,,,
291,18-Apr-2018 09:46:51,2.38,2.44,1,1,25,,,,,,,,,,,,,,,,
313,20-Apr-2018 17:12:09,3.44,2.44,1,1,29,,,,,,,,,,,,,,,,
590,18-Apr-2018 09:26:08,2.89,2.44,1,1,23,,,,,,,,,,,,,,,,
620,21-Apr-2018 06:48:51,2.44,2.44,0,1,26,,,,,,,,,,,,,,,,
678,19-Apr-2018 02:56:41,2.11,2.44,0,0,22,,,,,,,,,,,,,,,,
682,21-Apr-2018 18:09:45,2.89,2.44,1,0,24,,,,,,,,,,,,,,,,
722,18-Apr-2018 14:22:05,4.44,2.44,1,1,26,,,,,,,,,,,,,,,,
815,21-Apr-2018 16:52:38,2.78,2.44,1,1,28,,,,,,,,,,,,,,,,
819,21-Apr-2018 04:42:54,4,2.44,0,1,22,,,,,,,,,,,,,,,,
881,18-Apr-2018 10:43:09,2.56,2.44,1,1,23,,,,,,,,,,,,,,,,
967,21-Apr-2018 06:02:48,1.78,2.44,0,1,32,,,,,,,,,,,,,,,,
994,19-Apr-2018 00:01:05,2.22,2.44,0,0,22,,,,,,,,,,,,,,,,
666,20-Apr-2018 18:46:48,2.67,2.38,0,0,27,,,,,,,,,,,,,,,,
73,21-Apr-2018 00:29:11,1,2.33,1,1,30,,,,,,,,,,,,,,,,
74,21-Apr-2018 00:41:45,1,2.33,0,1,28,,,,,,,,,,,,,,,,
182,21-Apr-2018 03:51:22,1.33,2.33,1,1,27,,,,,,,,,,,,,,,,
191,21-Apr-2018 01:43:18,1.33,2.33,0,1,27,,,,,,,,,,,,,,,,
337,18-Apr-2018 05:47:50,3,2.33,0,0,28,,,,,,,,,,,,,,,,
714,20-Apr-2018 10:03:18,3.78,2.33,0,1,21,,,,,,,,,,,,,,,,
735,18-Apr-2018 05:47:44,3,2.33,0,1,18,,,,,,,,,,,,,,,,
818,21-Apr-2018 01:51:22,2.67,2.33,0,1,26,,,,,,,,,,,,,,,,
828,20-Apr-2018 03:24:00,1.67,2.33,0,0,29,,,,,,,,,,,,,,,,
840,19-Apr-2018 02:56:25,2.56,2.33,0,1,29,,,,,,,,,,,,,,,,
933,21-Apr-2018 08:28:15,4,2.33,0,1,30,,,,,,,,,,,,,,,,
76,21-Apr-2018 01:08:48,1,2.22,1,1,29,,,,,,,,,,,,,,,,
385,20-Apr-2018 23:16:02,2.67,2.22,0,1,32,,,,,,,,,,,,,,,,
660,21-Apr-2018 13:13:36,3.44,2.22,1,1,22,,,,,,,,,,,,,,,,
674,18-Apr-2018 05:47:59,1.44,2.22,1,0,26,,,,,,,,,,,,,,,,
924,20-Apr-2018 10:22:34,3.67,2.22,1,1,23,,,,,,,,,,,,,,,,
9,20-Apr-2018 22:19:26,1.78,2.11,1,0,26,,,,,,,,,,,,,,,,
26,21-Apr-2018 20:31:41,1,2.11,1,1,27,,,,,,,,,,,,,,,,
72,21-Apr-2018 18:57:14,1,2.11,0,1,28,,,,,,,,,,,,,,,,
75,21-Apr-2018 01:00:29,1,2.11,1,1,29,,,,,,,,,,,,,,,,
81,21-Apr-2018 00:06:42,1.11,2.11,0,0,28,,,,,,,,,,,,,,,,
85,21-Apr-2018 18:37:02,1.22,2.11,0,1,28,,,,,,,,,,,,,,,,
162,21-Apr-2018 05:04:56,1,2.11,1,1,32,,,,,,,,,,,,,,,,
179,21-Apr-2018 05:23:37,1.22,2.11,0,1,28,,,,,,,,,,,,,,,,
186,21-Apr-2018 03:44:56,1.22,2.11,0,1,29,,,,,,,,,,,,,,,,
188,21-Apr-2018 03:38:09,1.22,2.11,0,1,27,,,,,,,,,,,,,,,,
450,20-Apr-2018 18:46:40,2.44,2.11,0,1,33,,,,,,,,,,,,,,,,
878,21-Apr-2018 17:43:23,4.33,2.11,1,1,23,,,,,,,,,,,,,,,,
5,20-Apr-2018 22:42:01,1,2,0,0,31,,,,,,,,,,,,,,,,
35,20-Apr-2018 10:39:36,2.11,2,1,1,27,,,,,,,,,,,,,,,,
79,21-Apr-2018 19:18:02,1.11,2,1,0,30,,,,,,,,,,,,,,,,
82,21-Apr-2018 18:46:08,1,2,0,1,29,,,,,,,,,,,,,,,,
83,21-Apr-2018 01:16:55,1.22,2,1,1,23,,,,,,,,,,,,,,,,
84,21-Apr-2018 18:18:32,1,2,0,1,31,,,,,,,,,,,,,,,,
86,21-Apr-2018 18:25:11,1.33,2,1,1,29,,,,,,,,,,,,,,,,
87,21-Apr-2018 01:23:22,1,2,1,1,29,,,,,,,,,,,,,,,,
137,19-Apr-2018 11:10:02,1.78,2,0,1,34,,,,,,,,,,,,,,,,
154,21-Apr-2018 18:33:29,1.67,2,0,1,28,,,,,,,,,,,,,,,,
168,20-Apr-2018 22:31:11,1,2,1,1,32,,,,,,,,,,,,,,,,
189,20-Apr-2018 21:27:35,1,2,0,0,25,,,,,,,,,,,,,,,,
250,21-Apr-2018 03:12:40,1.33,2,1,1,31,,,,,,,,,,,,,,,,
454,20-Apr-2018 17:13:47,2.78,2,0,1,27,,,,,,,,,,,,,,,,
487,20-Apr-2018 19:56:27,2.11,2,0,1,29,,,,,,,,,,,,,,,,
829,18-Apr-2018 21:55:28,1,2,0,0,27,,,,,,,,,,,,,,,,
830,20-Apr-2018 23:16:09,1.78,2,1,0,27,,,,,,,,,,,,,,,,
837,21-Apr-2018 05:08:07,1,2,0,1,28,,,,,,,,,,,,,,,,
965,21-Apr-2018 19:41:55,1,2,0,0,26,,,,,,,,,,,,,,,,
27,20-Apr-2018 23:51:02,1,1.89,1,1,33,,,,,,,,,,,,,,,,
28,20-Apr-2018 23:47:32,1,1.89,1,1,28,,,,,,,,,,,,,,,,
184,21-Apr-2018 01:51:28,1.22,1.89,0,0,27,,,,,,,,,,,,,,,,
190,21-Apr-2018 04:26:40,1,1.89,0,0,28,,,,,,,,,,,,,,,,
236,21-Apr-2018 06:15:21,1,1.89,1,1,33,,,,,,,,,,,,,,,,
360,19-Apr-2018 12:34:50,1.67,1.89,0,1,33,,,,,,,,,,,,,,,,
406,20-Apr-2018 22:19:53,2.56,1.89,0,0,33,,,,,,,,,,,,,,,,
784,21-Apr-2018 19:46:49,1,1.89,0,1,33,,,,,,,,,,,,,,,,
966,21-Apr-2018 06:15:57,1.22,1.89,1,1,25,,,,,,,,,,,,,,,,
1005,21-Apr-2018 17:20:41,3.67,1.89,1,1,24,,,,,,,,,,,,,,,,
1,21-Apr-2018 21:59:04,1.22,1.78,1,1,26,,,,,,,,,,,,,,,,
25,21-Apr-2018 06:23:08,1.33,1.78,0,1,28,,,,,,,,,,,,,,,,
40,20-Apr-2018 22:07:21,1.89,1.78,0,1,28,,,,,,,,,,,,,,,,
71,21-Apr-2018 19:30:56,1.22,1.78,1,1,29,,,,,,,,,,,,,,,,
78,21-Apr-2018 19:25:24,1,1.78,1,1,28,,,,,,,,,,,,,,,,
80,21-Apr-2018 19:08:56,1.11,1.78,1,1,29,,,,,,,,,,,,,,,,
167,21-Apr-2018 20:14:39,1,1.78,0,0,26,,,,,,,,,,,,,,,,
174,21-Apr-2018 06:55:34,1,1.78,0,0,31,,,,,,,,,,,,,,,,
178,21-Apr-2018 17:26:08,1.33,1.78,0,1,30,,,,,,,,,,,,,,,,
180,21-Apr-2018 04:15:34,1.22,1.78,1,1,30,,,,,,,,,,,,,,,,
185,21-Apr-2018 04:07:21,1,1.78,0,1,28,,,,,,,,,,,,,,,,
199,21-Apr-2018 17:50:11,1,1.78,1,1,31,,,,,,,,,,,,,,,,
210,21-Apr-2018 18:22:10,2,1.78,1,1,31,,,,,,,,,,,,,,,,
251,21-Apr-2018 19:53:17,1.11,1.78,0,1,29,,,,,,,,,,,,,,,,
464,20-Apr-2018 23:16:43,1,1.78,0,1,33,,,,,,,,,,,,,,,,
465,18-Apr-2018 13:40:39,2.44,1.78,0,1,29,,,,,,,,,,,,,,,,
568,21-Apr-2018 20:49:20,1,1.78,0,1,26,,,,,,,,,,,,,,,,
600,18-Apr-2018 21:30:34,2.11,1.78,0,0,33,,,,,,,,,,,,,,,,
601,20-Apr-2018 23:35:39,1,1.78,1,0,31,,,,,,,,,,,,,,,,
633,20-Apr-2018 20:32:42,1.67,1.78,0,1,34,,,,,,,,,,,,,,,,
668,20-Apr-2018 22:56:07,2.33,1.78,0,1,23,,,,,,,,,,,,,,,,
692,21-Apr-2018 21:12:05,1,1.78,0,1,30,,,,,,,,,,,,,,,,
728,19-Apr-2018 19:29:27,1.56,1.78,0,1,33,,,,,,,,,,,,,,,,
736,21-Apr-2018 19:36:04,1,1.78,1,1,27,,,,,,,,,,,,,,,,
749,20-Apr-2018 15:28:07,1.56,1.78,0,1,33,,,,,,,,,,,,,,,,
752,20-Apr-2018 16:59:28,2,1.78,0,1,32,,,,,,,,,,,,,,,,
885,17-Apr-2018 19:21:08,3.33,1.78,1,1,25,,,,,,,,,,,,,,,,
945,20-Apr-2018 23:16:08,1,1.78,0,1,28,,,,,,,,,,,,,,,,
968,21-Apr-2018 05:53:07,1,1.78,1,1,33,,,,,,,,,,,,,,,,
3,21-Apr-2018 20:22:57,1.22,1.67,1,1,30,,,,,,,,,,,,,,,,
4,21-Apr-2018 21:42:30,1.22,1.67,1,1,27,,,,,,,,,,,,,,,,
36,21-Apr-2018 05:35:35,2.11,1.67,0,1,32,,,,,,,,,,,,,,,,
38,21-Apr-2018 19:56:37,2.33,1.67,0,1,28,,,,,,,,,,,,,,,,
120,21-Apr-2018 05:38:35,2,1.67,1,1,25,,,,,,,,,,,,,,,,
153,21-Apr-2018 19:25:58,1.44,1.67,0,1,30,,,,,,,,,,,,,,,,
164,21-Apr-2018 04:07:00,1.89,1.67,1,1,31,,,,,,,,,,,,,,,,
170,21-Apr-2018 18:25:06,2.11,1.67,1,1,28,,,,,,,,,,,,,,,,
171,21-Apr-2018 16:58:45,2,1.67,0,1,30,,,,,,,,,,,,,,,,
175,21-Apr-2018 06:46:24,2.11,1.67,1,1,33,,,,,,,,,,,,,,,,
183,21-Apr-2018 03:31:41,1.33,1.67,1,0,28,,,,,,,,,,,,,,,,
211,21-Apr-2018 01:51:32,1,1.67,1,1,32,,,,,,,,,,,,,,,,
219,21-Apr-2018 19:56:27,1.56,1.67,1,1,27,,,,,,,,,,,,,,,,
222,21-Apr-2018 04:51:58,2.22,1.67,0,1,31,,,,,,,,,,,,,,,,
225,21-Apr-2018 19:55:09,1.67,1.67,1,1,33,,,,,,,,,,,,,,,,
269,21-Apr-2018 02:59:14,2,1.67,1,1,31,,,,,,,,,,,,,,,,
395,21-Apr-2018 04:09:11,1.78,1.67,0,1,29,,,,,,,,,,,,,,,,
396,21-Apr-2018 04:51:33,2,1.67,1,1,29,,,,,,,,,,,,,,,,
397,21-Apr-2018 04:43:14,2,1.67,0,1,30,,,,,,,,,,,,,,,,
401,21-Apr-2018 00:55:31,2.22,1.67,1,1,29,,,,,,,,,,,,,,,,
402,21-Apr-2018 19:56:11,1.89,1.67,1,1,29,,,,,,,,,,,,,,,,
404,20-Apr-2018 15:43:49,1.56,1.67,1,0,29,,,,,,,,,,,,,,,,
410,21-Apr-2018 01:49:20,1.56,1.67,1,1,28,,,,,,,,,,,,,,,,
411,21-Apr-2018 01:49:34,2.22,1.67,1,1,31,,,,,,,,,,,,,,,,
412,21-Apr-2018 00:53:25,1.67,1.67,1,1,29,,,,,,,,,,,,,,,,
421,21-Apr-2018 18:26:26,2.22,1.67,1,1,32,,,,,,,,,,,,,,,,
468,19-Apr-2018 13:26:38,1.89,1.67,0,0,32,,,,,,,,,,,,,,,,
480,21-Apr-2018 15:29:43,2,1.67,0,1,35,,,,,,,,,,,,,,,,
488,21-Apr-2018 02:59:01,1.89,1.67,1,1,27,,,,,,,,,,,,,,,,
489,21-Apr-2018 02:59:36,1.56,1.67,1,1,27,,,,,,,,,,,,,,,,
490,21-Apr-2018 04:07:06,1.78,1.67,1,1,26,,,,,,,,,,,,,,,,
538,21-Apr-2018 04:55:32,2.11,1.67,1,1,30,,,,,,,,,,,,,,,,
539,21-Apr-2018 18:25:53,2.44,1.67,0,1,30,,,,,,,,,,,,,,,,
544,21-Apr-2018 18:25:41,1.89,1.67,1,1,27,,,,,,,,,,,,,,,,
547,21-Apr-2018 05:35:53,1.89,1.67,0,1,25,,,,,,,,,,,,,,,,
553,21-Apr-2018 02:59:00,1.78,1.67,1,1,27,,,,,,,,,,,,,,,,
569,18-Apr-2018 23:05:37,1.89,1.67,0,1,31,,,,,,,,,,,,,,,,
640,21-Apr-2018 19:55:04,2.33,1.67,1,1,30,,,,,,,,,,,,,,,,
643,21-Apr-2018 00:48:14,1.89,1.67,0,1,24,,,,,,,,,,,,,,,,
647,21-Apr-2018 21:48:45,1.11,1.67,0,0,30,,,,,,,,,,,,,,,,
651,21-Apr-2018 00:52:48,1.78,1.67,1,1,27,,,,,,,,,,,,,,,,
664,21-Apr-2018 18:26:15,1.33,1.67,0,1,27,,,,,,,,,,,,,,,,
672,21-Apr-2018 03:21:17,2.33,1.67,0,1,30,,,,,,,,,,,,,,,,
680,19-Apr-2018 05:32:54,1,1.67,0,1,31,,,,,,,,,,,,,,,,
705,18-Apr-2018 15:55:50,1.89,1.67,0,1,36,,,,,,,,,,,,,,,,
715,21-Apr-2018 00:49:31,2.11,1.67,0,1,26,,,,,,,,,,,,,,,,
718,21-Apr-2018 04:51:18,2.33,1.67,0,1,32,,,,,,,,,,,,,,,,
734,21-Apr-2018 05:57:41,1.22,1.67,0,1,26,,,,,,,,,,,,,,,,
759,21-Apr-2018 21:10:48,1.56,1.67,0,1,33,,,,,,,,,,,,,,,,
807,21-Apr-2018 00:34:11,1.89,1.67,0,1,30,,,,,,,,,,,,,,,,
814,20-Apr-2018 23:05:30,2.11,1.67,0,1,28,,,,,,,,,,,,,,,,
816,18-Apr-2018 21:19:28,2.25,1.67,0,0,28,,,,,,,,,,,,,,,,
831,21-Apr-2018 01:49:30,2.11,1.67,0,1,31,,,,,,,,,,,,,,,,
832,21-Apr-2018 19:55:18,2.22,1.67,1,1,29,,,,,,,,,,,,,,,,
834,21-Apr-2018 05:35:25,1.78,1.67,0,1,30,,,,,,,,,,,,,,,,
835,21-Apr-2018 04:08:04,1.89,1.67,0,1,26,,,,,,,,,,,,,,,,
836,21-Apr-2018 05:35:17,1.89,1.67,1,1,26,,,,,,,,,,,,,,,,
838,21-Apr-2018 18:25:35,2.56,1.67,1,1,26,,,,,,,,,,,,,,,,
841,21-Apr-2018 02:58:42,1.67,1.67,1,1,28,,,,,,,,,,,,,,,,
844,21-Apr-2018 01:48:36,2.11,1.67,1,1,28,,,,,,,,,,,,,,,,
920,21-Apr-2018 05:35:47,2.11,1.67,0,1,30,,,,,,,,,,,,,,,,
923,18-Apr-2018 19:05:43,1.22,1.67,0,1,29,,,,,,,,,,,,,,,,
928,20-Apr-2018 21:35:56,2.33,1.67,1,1,28,,,,,,,,,,,,,,,,
972,21-Apr-2018 20:39:49,1.22,1.67,1,1,26,,,,,,,,,,,,,,,,
977,21-Apr-2018 04:06:53,2,1.67,1,1,31,,,,,,,,,,,,,,,,
979,21-Apr-2018 04:51:12,2.44,1.67,0,1,30,,,,,,,,,,,,,,,,
995,21-Apr-2018 01:48:47,1.89,1.67,0,1,29,,,,,,,,,,,,,,,,
1011,21-Apr-2018 15:16:56,2.78,1.67,0,1,29,,,,,,,,,,,,,,,,
2,21-Apr-2018 21:26:37,1.22,1.56,1,0,29,,,,,,,,,,,,,,,,
12,18-Apr-2018 22:30:09,2.56,1.56,0,1,34,,,,,,,,,,,,,,,,
150,20-Apr-2018 21:35:15,1.56,1.56,0,0,33,,,,,,,,,,,,,,,,
151,20-Apr-2018 14:32:28,1.56,1.56,0,1,32,,,,,,,,,,,,,,,,
177,21-Apr-2018 06:54:24,1.22,1.56,0,1,30,,,,,,,,,,,,,,,,
181,21-Apr-2018 03:25:50,1.22,1.56,0,1,26,,,,,,,,,,,,,,,,
197,21-Apr-2018 18:31:55,1,1.56,0,1,31,,,,,,,,,,,,,,,,
200,21-Apr-2018 17:56:36,1.89,1.56,0,1,35,,,,,,,,,,,,,,,,
208,21-Apr-2018 03:20:10,1,1.56,1,1,32,,,,,,,,,,,,,,,,
213,21-Apr-2018 03:34:50,1,1.56,0,1,32,,,,,,,,,,,,,,,,
271,18-Apr-2018 19:31:06,2.11,1.56,0,1,33,,,,,,,,,,,,,,,,
288,20-Apr-2018 17:30:03,1.67,1.56,0,0,32,,,,,,,,,,,,,,,,
303,20-Apr-2018 22:00:26,1.78,1.56,0,1,32,,,,,,,,,,,,,,,,
374,20-Apr-2018 23:29:56,1,1.56,1,1,33,,,,,,,,,,,,,,,,
463,20-Apr-2018 13:41:16,2.44,1.56,0,1,28,,,,,,,,,,,,,,,,
479,21-Apr-2018 15:10:15,1.67,1.56,0,0,35,,,,,,,,,,,,,,,,
493,20-Apr-2018 18:43:16,3.33,1.56,1,1,29,,,,,,,,,,,,,,,,
592,20-Apr-2018 20:57:35,1.89,1.56,0,1,33,,,,,,,,,,,,,,,,
602,21-Apr-2018 06:33:54,1.33,1.56,0,1,27,,,,,,,,,,,,,,,,
