ID,StartDate,discrimination,internalized-homophobia,tests-six-months,never-heard-of-prep,self-esteem,,,,,,,,,,,,,,,,
289,18-Apr-2018 09:32:10,3.11,3.33,1,1,28,,,,,,,,,,,,,,,,
296,21-Apr-2018 11:47:17,3.44,3.33,1,1,26,,,,,,,,,,,,,,,,
322,21-Apr-2018 20:27:39,2.89,3.33,0,0,28,,,,,,,,,,,,,,,,
326,18-Apr-2018 05:29:36,4,3.33,1,0,29,,,,,,,,,,,,,,,,
338,18-Apr-2018 04:58:32,4.22,3.33,1,1,26,,,,,,,,,,,,,,,,
339,21-Apr-2018 05:33:59,2.89,3.33,0,0,19,,,,,,,,,,,,,,,,
356,18-Apr-2018 06:49:03,4.22,3.33,1,1,26,,,,,,,,,,,,,,,,
367,21-Apr-2018 20:39:38,3,3.33,0,0,28,,,,,,,,,,,,,,,,
381,20-Apr-2018 17:15:15,3.44,3.33,0,0,27,,,,,,,,,,,,,,,,
382,21-Apr-2018 03:55:17,3.44,3.33,0,0,26,,,,,,,,,,,,,,,,
383,18-Apr-2018 03:47:58,3.44,3.33,0,0,26,,,,,,,,,,,,,,,,
384,20-Apr-2018 14:48:24,3.44,3.33,0,0,25,,,,,,,,,,,,,,,,
386,21-Apr-2018 03:45:48,3.44,3.33,0,0,30,,,,,,,,,,,,,,,,
387,20-Apr-2018 19:21:26,3.44,3.33,0,0,26,,,,,,,,,,,,,,,,
388,20-Apr-2018 15:32:40,3.44,3.33,0,0,26,,,,,,,,,,,,,,,,
389,21-Apr-2018 05:36:22,3.44,3.33,0,0,26,,,,,,,,,,,,,,,,
390,21-Apr-2018 04:47:46,3.44,3.33,0,0,21,,,,,,,,,,,,,,,,
391,20-Apr-2018 18:32:19,3.44,3.33,0,0,22,,,,,,,,,,,,,,,,
392,20-Apr-2018 17:37:55,3.44,3.33,0,0,24,,,,,,,,,,,,,,,,
393,20-Apr-2018 16:49:07,3.44,3.33,0,0,24,,,,,,,,,,,,,,,,
394,20-Apr-2018 16:38:15,3.44,3.33,0,0,26,,,,,,,,,,,,,,,,
399,21-Apr-2018 03:09:19,3.44,3.33,0,0,30,,,,,,,,,,,,,,,,
400,21-Apr-2018 04:40:49,3.44,3.33,0,0,22,,,,,,,,,,,,,,,,
403,20-Apr-2018 13:46:57,3.44,3.33,0,0,27,,,,,,,,,,,,,,,,
405,20-Apr-2018 16:24:13,3.44,3.33,0,0,26,,,,,,,,,,,,,,,,
407,20-Apr-2018 16:15:41,3.44,3.33,0,0,26,,,,,,,,,,,,,,,,
409,20-Apr-2018 13:47:13,3.44,3.33,0,0,26,,,,,,,,,,,,,,,,
415,20-Apr-2018 14:45:32,3.44,3.33,0,0,26,,,,,,,,,,,,,,,,
417,21-Apr-2018 21:42:41,2.78,3.33,0,0,28,,,,,,,,,,,,,,,,
418,21-Apr-2018 20:23:01,2.78,3.33,0,0,29,,,,,,,,,,,,,,,,
419,21-Apr-2018 20:36:17,3.56,3.33,0,0,30,,,,,,,,,,,,,,,,
420,21-Apr-2018 21:21:32,3.44,3.33,0,0,27,,,,,,,,,,,,,,,,
422,21-Apr-2018 21:34:28,2.89,3.33,0,0,22,,,,,,,,,,,,,,,,
423,21-Apr-2018 12:34:32,1.44,3.33,0,1,33,,,,,,,,,,,,,,,,
424,21-Apr-2018 21:01:27,3.22,3.33,0,0,22,,,,,,,,,,,,,,,,
425,18-Apr-2018 06:00:13,3.44,3.33,0,0,26,,,,,,,,,,,,,,,,
426,18-Apr-2018 05:41:42,3.44,3.33,0,0,26,,,,,,,,,,,,,,,,
427,20-Apr-2018 15:08:12,3.44,3.33,0,0,26,,,,,,,,,,,,,,,,
428,18-Apr-2018 03:33:04,3.44,3.33,0,0,26,,,,,,,,,,,,,,,,
429,18-Apr-2018 05:19:24,3.44,3.33,0,0,26,,,,,,,,,,,,,,,,
430,20-Apr-2018 16:05:43,3.44,3.33,0,0,26,,,,,,,,,,,,,,,,
431,21-Apr-2018 06:01:03,3.44,3.33,0,0,20,,,,,,,,,,,,,,,,
432,18-Apr-2018 04:03:33,3.44,3.33,0,0,26,,,,,,,,,,,,,,,,
433,18-Apr-2018 03:18:05,3.44,3.33,0,0,26,,,,,,,,,,,,,,,,
434,18-Apr-2018 03:03:53,3.44,3.33,0,0,26,,,,,,,,,,,,,,,,
436,18-Apr-2018 06:22:44,3.44,3.33,0,0,28,,,,,,,,,,,,,,,,
438,21-Apr-2018 20:55:51,3.44,3.33,0,0,26,,,,,,,,,,,,,,,,
439,20-Apr-2018 18:43:36,3.44,3.33,0,0,26,,,,,,,,,,,,,,,,
440,20-Apr-2018 16:35:15,3.44,3.33,0,0,26,,,,,,,,,,,,,,,,
441,20-Apr-2018 17:03:11,3.44,3.33,0,0,26,,,,,,,,,,,,,,,,
442,21-Apr-2018 02:52:05,3.44,3.33,0,0,26,,,,,,,,,,,,,,,,
443,20-Apr-2018 16:06:57,3.44,3.33,0,0,26,,,,,,,,,,,,,,,,
444,20-Apr-2018 17:43:48,3.44,3.33,0,0,26,,,,,,,,,,,,,,,,
445,21-Apr-2018 03:53:06,3.44,3.33,0,0,26,,,,,,,,,,,,,,,,
446,21-Apr-2018 04:37:42,3.44,3.33,0,0,26,,,,,,,,,,,,,,,,
447,21-Apr-2018 04:16:59,3.44,3.33,0,0,26,,,,,,,,,,,,,,,,
448,21-Apr-2018 04:06:11,3.44,3.33,0,0,26,,,,,,,,,,,,,,,,
449,20-Apr-2018 18:06:44,3.44,3.33,0,0,26,,,,,,,,,,,,,,,,
451,21-Apr-2018 03:39:58,2.89,3.33,0,0,30,,,,,,,,,,,,,,,,
452,21-Apr-2018 03:19:12,3,3.33,0,0,28,,,,,,,,,,,,,,,,
453,20-Apr-2018 16:35:46,2.89,3.33,0,0,20,,,,,,,,,,,,,,,,
466,18-Apr-2018 05:06:10,2.78,3.33,0,0,23,,,,,,,,,,,,,,,,
467,21-Apr-2018 11:05:45,3.11,3.33,0,1,28,,,,,,,,,,,,,,,,
470,20-Apr-2018 18:02:49,2.56,3.33,0,0,21,,,,,,,,,,,,,,,,
475,21-Apr-2018 16:55:59,4,3.33,0,0,25,,,,,,,,,,,,,,,,
481,21-Apr-2018 03:18:58,2.67,3.33,0,0,27,,,,,,,,,,,,,,,,
486,21-Apr-2018 20:51:09,2.67,3.33,0,0,22,,,,,,,,,,,,,,,,
491,20-Apr-2018 18:46:32,2.89,3.33,0,0,27,,,,,,,,,,,,,,,,
492,20-Apr-2018 19:21:21,2.78,3.33,0,0,29,,,,,,,,,,,,,,,,
494,20-Apr-2018 17:10:26,2.78,3.33,0,0,25,,,,,,,,,,,,,,,,
495,21-Apr-2018 04:50:50,3.44,3.33,0,0,26,,,,,,,,,,,,,,,,
496,21-Apr-2018 06:04:44,3.44,3.33,0,0,26,,,,,,,,,,,,,,,,
497,21-Apr-2018 20:47:08,3.44,3.33,0,0,26,,,,,,,,,,,,,,,,
498,21-Apr-2018 21:17:55,3.44,3.33,0,0,26,,,,,,,,,,,,,,,,
500,20-Apr-2018 15:17:57,3.44,3.33,0,0,26,,,,,,,,,,,,,,,,
501,20-Apr-2018 15:45:18,3.44,3.33,0,0,26,,,,,,,,,,,,,,,,
502,20-Apr-2018 15:28:43,3.44,3.33,0,0,26,,,,,,,,,,,,,,,,
503,20-Apr-2018 17:18:55,3.44,3.33,0,0,26,,,,,,,,,,,,,,,,
504,20-Apr-2018 19:04:23,3.44,3.33,0,0,26,,,,,,,,,,,,,,,,
505,21-Apr-2018 21:25:47,3.44,3.33,0,0,26,,,,,,,,,,,,,,,,
506,20-Apr-2018 16:22:02,3.44,3.33,0,0,26,,,,,,,,,,,,,,,,
507,21-Apr-2018 04:30:44,3.44,3.33,0,0,26,,,,,,,,,,,,,,,,
508,21-Apr-2018 21:51:35,3.44,3.33,0,0,26,,,,,,,,,,,,,,,,
509,21-Apr-2018 03:13:06,3.44,3.33,0,0,26,,,,,,,,,,,,,,,,
510,20-Apr-2018 16:42:42,3.44,3.33,0,0,26,,,,,,,,,,,,,,,,
511,20-Apr-2018 16:54:24,3.44,3.33,0,0,26,,,,,,,,,,,,,,,,
512,21-Apr-2018 20:24:11,3.44,3.33,0,0,26,,,,,,,,,,,,,,,,
513,20-Apr-2018 16:28:17,3.44,3.33,0,0,26,,,,,,,,,,,,,,,,
514,21-Apr-2018 05:37:51,3.44,3.33,0,0,26,,,,,,,,,,,,,,,,
519,20-Apr-2018 15:48:30,3,3.33,0,0,31,,,,,,,,,,,,,,,,
520,20-Apr-2018 17:19:14,2.78,3.33,0,0,24,,,,,,,,,,,,,,,,
523,21-Apr-2018 04:48:14,3,3.33,0,0,28,,,,,,,,,,,,,,,,
525,21-Apr-2018 05:48:06,2.67,3.33,0,0,27,,,,,,,,,,,,,,,,
526,21-Apr-2018 03:50:25,2.78,3.33,0,0,28,,,,,,,,,,,,,,,,
528,20-Apr-2018 14:33:03,3.44,3.33,0,0,26,,,,,,,,,,,,,,,,
529,20-Apr-2018 14:55:17,3.44,3.33,0,0,26,,,,,,,,,,,,,,,,
530,18-Apr-2018 05:27:20,3.44,3.33,0,0,26,,,,,,,,,,,,,,,,
533,20-Apr-2018 14:59:19,3.44,3.33,0,0,26,,,,,,,,,,,,,,,,
535,20-Apr-2018 14:08:35,3.44,3.33,0,0,26,,,,,,,,,,,,,,,,
541,21-Apr-2018 05:43:58,3.44,3.33,0,0,29,,,,,,,,,,,,,,,,
542,21-Apr-2018 04:13:29,3.44,3.33,0,0,24,,,,,,,,,,,,,,,,
543,20-Apr-2018 16:56:01,3.44,3.33,0,0,32,,,,,,,,,,,,,,,,
545,20-Apr-2018 15:06:33,3.44,3.33,0,0,26,,,,,,,,,,,,,,,,
546,20-Apr-2018 15:47:44,3.44,3.33,0,0,26,,,,,,,,,,,,,,,,
548,20-Apr-2018 15:16:05,3.44,3.33,0,0,28,,,,,,,,,,,,,,,,
549,20-Apr-2018 16:26:54,3.44,3.33,0,0,22,,,,,,,,,,,,,,,,
550,21-Apr-2018 03:20:18,3.44,3.33,0,0,28,,,,,,,,,,,,,,,,
551,20-Apr-2018 18:47:09,3.44,3.33,0,0,22,,,,,,,,,,,,,,,,
552,21-Apr-2018 05:50:59,3.44,3.33,0,0,20,,,,,,,,,,,,,,,,
554,20-Apr-2018 15:55:40,3.44,3.33,0,0,26,,,,,,,,,,,,,,,,
555,21-Apr-2018 04:27:22,3.44,3.33,0,0,22,,,,,,,,,,,,,,,,
556,20-Apr-2018 15:55:02,3.44,3.33,0,0,29,,,,,,,,,,,,,,,,
560,21-Apr-2018 20:47:41,3.11,3.33,0,0,22,,,,,,,,,,,,,,,,
561,18-Apr-2018 05:18:41,3.44,3.33,0,0,22,,,,,,,,,,,,,,,,
563,19-Apr-2018 00:41:34,4.22,3.33,1,1,26,,,,,,,,,,,,,,,,
571,18-Apr-2018 06:43:00,4,3.33,1,1,25,,,,,,,,,,,,,,,,
576,20-Apr-2018 15:55:28,2.78,3.33,0,0,25,,,,,,,,,,,,,,,,
579,21-Apr-2018 21:08:35,3.56,3.33,0,0,29,,,,,,,,,,,,,,,,
587,18-Apr-2018 20:25:10,4.33,3.33,1,1,27,,,,,,,,,,,,,,,,
593,20-Apr-2018 13:47:28,3.22,3.33,0,0,25,,,,,,,,,,,,,,,,
594,21-Apr-2018 04:48:03,2.89,3.33,0,0,19,,,,,,,,,,,,,,,,
595,19-Apr-2018 02:01:51,4,3.33,1,1,25,,,,,,,,,,,,,,,,
596,21-Apr-2018 21:20:02,2.89,3.33,0,0,24,,,,,,,,,,,,,,,,
603,20-Apr-2018 18:03:12,3.11,3.33,0,0,20,,,,,,,,,,,,,,,,
604,19-Apr-2018 02:20:22,4.11,3.33,1,1,25,,,,,,,,,,,,,,,,
606,18-Apr-2018 05:29:25,3.44,3.33,0,0,27,,,,,,,,,,,,,,,,
611,21-Apr-2018 19:04:14,2.22,3.33,1,1,21,,,,,,,,,,,,,,,,
616,21-Apr-2018 14:55:39,1,3.33,0,1,20,,,,,,,,,,,,,,,,
626,21-Apr-2018 16:28:35,5.11,3.33,1,0,24,,,,,,,,,,,,,,,,
645,20-Apr-2018 14:07:26,3,3.33,0,0,30,,,,,,,,,,,,,,,,
657,19-Apr-2018 06:47:59,4.22,3.33,1,1,23,,,,,,,,,,,,,,,,
667,21-Apr-2018 03:43:08,2.67,3.33,0,0,19,,,,,,,,,,,,,,,,
669,21-Apr-2018 18:34:26,4.33,3.33,0,0,25,,,,,,,,,,,,,,,,
676,21-Apr-2018 18:21:27,2.56,3.33,0,1,26,,,,,,,,,,,,,,,,
677,20-Apr-2018 22:45:06,3.56,3.33,0,0,23,,,,,,,,,,,,,,,,
683,21-Apr-2018 05:48:35,2.89,3.33,0,0,28,,,,,,,,,,,,,,,,
693,19-Apr-2018 20:44:04,4.11,3.33,1,1,24,,,,,,,,,,,,,,,,
712,18-Apr-2018 05:37:31,3.44,3.33,0,0,30,,,,,,,,,,,,,,,,
762,20-Apr-2018 04:03:43,4.11,3.33,1,1,24,,,,,,,,,,,,,,,,
763,19-Apr-2018 03:36:43,4.22,3.33,1,1,23,,,,,,,,,,,,,,,,
764,20-Apr-2018 14:26:43,3.11,3.33,0,0,31,,,,,,,,,,,,,,,,
765,20-Apr-2018 18:33:59,2.78,3.33,0,0,26,,,,,,,,,,,,,,,,
766,18-Apr-2018 05:44:42,3.44,3.33,0,0,22,,,,,,,,,,,,,,,,
768,20-Apr-2018 05:39:14,4,3.33,1,1,26,,,,,,,,,,,,,,,,
778,19-Apr-2018 04:40:17,4.11,3.33,1,1,28,,,,,,,,,,,,,,,,
779,21-Apr-2018 21:30:08,3,3.33,0,0,26,,,,,,,,,,,,,,,,
781,20-Apr-2018 16:03:02,2.89,3.33,0,0,26,,,,,,,,,,,,,,,,
782,21-Apr-2018 03:51:11,2.44,3.33,0,0,26,,,,,,,,,,,,,,,,
783,20-Apr-2018 14:43:15,3.44,3.33,0,0,31,,,,,,,,,,,,,,,,
786,19-Apr-2018 04:44:04,4.22,3.33,1,1,21,,,,,,,,,,,,,,,,
789,21-Apr-2018 05:57:02,2.89,3.33,0,0,27,,,,,,,,,,,,,,,,
791,20-Apr-2018 08:40:23,3.67,3.33,1,0,22,,,,,,,,,,,,,,,,
792,21-Apr-2018 21:00:42,3.67,3.33,1,0,29,,,,,,,,,,,,,,,,
799,18-Apr-2018 09:01:35,3.89,3.33,0,0,26,,,,,,,,,,,,,,,,
803,18-Apr-2018 06:04:20,2.78,3.33,0,0,31,,,,,,,,,,,,,,,,
808,21-Apr-2018 21:43:34,3.44,3.33,0,0,26,,,,,,,,,,,,,,,,
809,20-Apr-2018 17:37:14,3.44,3.33,0,0,26,,,,,,,,,,,,,,,,
810,20-Apr-2018 15:58:41,3.44,3.33,0,0,26,,,,,,,,,,,,,,,,
811,20-Apr-2018 15:52:26,3.44,3.33,0,0,26,,,,,,,,,,,,,,,,
812,21-Apr-2018 21:35:23,3.44,3.33,0,0,26,,,,,,,,,,,,,,,,
813,21-Apr-2018 05:44:43,3.44,3.33,0,0,26,,,,,,,,,,,,,,,,
822,19-Apr-2018 08:45:42,4,3.33,1,1,24,,,,,,,,,,,,,,,,
823,19-Apr-2018 19:54:00,4.11,3.33,1,1,23,,,,,,,,,,,,,,,,
824,20-Apr-2018 14:54:24,2.78,3.33,0,0,29,,,,,,,,,,,,,,,,
826,20-Apr-2018 16:12:38,3,3.33,0,0,33,,,,,,,,,,,,,,,,
849,20-Apr-2018 15:08:24,2.89,3.33,0,0,30,,,,,,,,,,,,,,,,
851,21-Apr-2018 21:40:40,3,3.33,0,0,26,,,,,,,,,,,,,,,,
852,18-Apr-2018 06:18:07,3.44,3.33,0,0,26,,,,,,,,,,,,,,,,
853,21-Apr-2018 06:04:38,2.78,3.33,0,0,22,,,,,,,,,,,,,,,,
861,19-Apr-2018 21:12:42,4.11,3.33,1,1,25,,,,,,,,,,,,,,,,
867,20-Apr-2018 16:19:08,2.89,3.33,0,0,26,,,,,,,,,,,,,,,,
868,21-Apr-2018 04:04:51,2.78,3.33,0,0,29,,,,,,,,,,,,,,,,
876,21-Apr-2018 18:53:26,2.78,3.33,1,1,24,,,,,,,,,,,,,,,,
877,21-Apr-2018 18:10:38,3.22,3.33,0,1,28,,,,,,,,,,,,,,,,
882,20-Apr-2018 16:28:33,2.78,3.33,0,0,27,,,,,,,,,,,,,,,,
890,20-Apr-2018 15:23:09,2.78,3.33,0,0,26,,,,,,,,,,,,,,,,
893,20-Apr-2018 04:04:42,4.11,3.33,1,1,25,,,,,,,,,,,,,,,,
896,20-Apr-2018 06:07:42,4.11,3.33,1,1,24,,,,,,,,,,,,,,,,
898,20-Apr-2018 08:18:14,4.11,3.33,1,1,26,,,,,,,,,,,,,,,,
905,20-Apr-2018 08:25:03,4.33,3.33,1,1,25,,,,,,,,,,,,,,,,
906,20-Apr-2018 08:54:14,4.11,3.33,1,1,27,,,,,,,,,,,,,,,,
908,21-Apr-2018 19:54:37,4.11,3.33,1,1,27,,,,,,,,,,,,,,,,
910,20-Apr-2018 16:36:18,2.78,3.33,0,0,23,,,,,,,,,,,,,,,,
912,20-Apr-2018 15:32:36,2.78,3.33,0,0,20,,,,,,,,,,,,,,,,
913,21-Apr-2018 21:48:30,3,3.33,0,0,27,,,,,,,,,,,,,,,,
925,20-Apr-2018 17:45:08,4.33,3.33,1,1,25,,,,,,,,,,,,,,,,
926,21-Apr-2018 20:26:31,4,3.33,1,1,27,,,,,,,,,,,,,,,,
931,21-Apr-2018 04:32:09,2.78,3.33,0,0,24,,,,,,,,,,,,,,,,
943,21-Apr-2018 02:16:38,4,3.33,1,1,24,,,,,,,,,,,,,,,,
944,21-Apr-2018 03:06:18,4.22,3.33,0,1,24,,,,,,,,,,,,,,,,
947,21-Apr-2018 03:51:03,4.22,3.33,1,1,24,,,,,,,,,,,,,,,,
948,21-Apr-2018 04:22:47,4.22,3.33,1,1,26,,,,,,,,,,,,,,,,
954,21-Apr-2018 08:53:15,4.11,3.33,0,0,24,,,,,,,,,,,,,,,,
957,21-Apr-2018 17:42:04,4.11,3.33,1,0,26,,,,,,,,,,,,,,,,
958,21-Apr-2018 18:33:26,4,3.33,1,1,24,,,,,,,,,,,,,,,,
962,21-Apr-2018 19:51:09,4.11,3.33,1,1,23,,,,,,,,,,,,,,,,
969,20-Apr-2018 16:57:51,2.89,3.33,0,0,29,,,,,,,,,,,,,,,,
975,18-Apr-2018 01:25:58,3.44,3.33,0,0,26,,,,,,,,,,,,,,,,
976,20-Apr-2018 17:08:45,2.44,3.33,0,0,25,,,,,,,,,,,,,,,,
983,18-Apr-2018 02:59:40,2.44,3.33,0,0,34,,,,,,,,,,,,,,,,
984,18-Apr-2018 03:11:49,3.44,3.33,0,0,28,,,,,,,,,,,,,,,,
985,18-Apr-2018 03:42:37,2.78,3.33,0,0,29,,,,,,,,,,,,,,,,
998,21-Apr-2018 07:24:46,3.89,3.33,1,1,25,,,,,,,,,,,,,,,,
1001,18-Apr-2018 03:21:44,2.56,3.33,0,0,26,,,,,,,,,,,,,,,,
1009,18-Apr-2018 03:52:12,2.78,3.33,0,0,25,,,,,,,,,,,,,,,,
1012,18-Apr-2018 04:12:30,2.89,3.33,0,0,30,,,,,,,,,,,,,,,,
1014,21-Apr-2018 16:48:38,4.11,3.33,1,1,24,,,,,,,,,,,,,,,,
1015,21-Apr-2018 17:31:06,4,3.33,1,1,26,,,,,,,,,,,,,,,,
70,19-Apr-2018 00:40:31,4.22,3.22,1,0,25,,,,,,,,,,,,,,,,
136,19-Apr-2018 01:09:07,4.11,3.22,1,1,25,,,,,,,,,,,,,,,,
148,21-Apr-2018 12:27:26,4.78,3.22,1,1,20,,,,,,,,,,,,,,,,
233,20-Apr-2018 08:38:48,4.11,3.22,1,1,26,,,,,,,,,,,,,,,,
234,20-Apr-2018 08:59:58,4.11,3.22,1,1,24,,,,,,,,,,,,,,,,
241,21-Apr-2018 01:12:12,4.11,3.22,1,1,24,,,,,,,,,,,,,,,,
243,20-Apr-2018 16:48:53,3,3.22,0,0,23,,,,,,,,,,,,,,,,
263,20-Apr-2018 20:32:03,2.89,3.22,0,1,27,,,,,,,,,,,,,,,,
290,18-Apr-2018 02:54:17,4.11,3.22,1,1,24,,,,,,,,,,,,,,,,
293,18-Apr-2018 09:21:06,3.11,3.22,0,1,28,,,,,,,,,,,,,,,,
311,21-Apr-2018 12:12:37,5.33,3.22,1,1,21,,,,,,,,,,,,,,,,
327,21-Apr-2018 20:35:36,5.33,3.22,0,1,25,,,,,,,,,,,,,,,,
330,21-Apr-2018 19:47:47,5.33,3.22,1,1,23,,,,,,,,,,,,,,,,
336,18-Apr-2018 03:57:19,4.11,3.22,1,1,26,,,,,,,,,,,,,,,,
340,21-Apr-2018 19:53:57,4,3.22,1,1,29,,,,,,,,,,,,,,,,
342,21-Apr-2018 20:12:37,4.11,3.22,1,1,23,,,,,,,,,,,,,,,,
346,21-Apr-2018 20:44:10,3.22,3.22,0,0,26,,,,,,,,,,,,,,,,
349,21-Apr-2018 21:23:34,2.89,3.22,0,1,29,,,,,,,,,,,,,,,,
354,20-Apr-2018 11:16:08,2.89,3.22,0,1,22,,,,,,,,,,,,,,,,
358,19-Apr-2018 02:24:08,2.89,3.22,0,1,24,,,,,,,,,,,,,,,,
435,18-Apr-2018 06:13:21,3.44,3.22,0,0,26,,,,,,,,,,,,,,,,
461,21-Apr-2018 09:17:16,3.89,3.22,0,1,24,,,,,,,,,,,,,,,,
516,18-Apr-2018 06:10:16,4,3.22,1,1,23,,,,,,,,,,,,,,,,
557,20-Apr-2018 15:23:18,3.44,3.22,0,0,28,,,,,,,,,,,,,,,,
573,18-Apr-2018 08:50:25,3.78,3.22,0,1,26,,,,,,,,,,,,,,,,
582,19-Apr-2018 01:35:11,3.78,3.22,1,1,26,,,,,,,,,,,,,,,,
588,18-Apr-2018 21:27:35,4.11,3.22,0,1,25,,,,,,,,,,,,,,,,
609,21-Apr-2018 07:13:04,2.33,3.22,1,1,25,,,,,,,,,,,,,,,,
648,21-Apr-2018 17:39:18,3.56,3.22,1,1,28,,,,,,,,,,,,,,,,
655,21-Apr-2018 07:01:09,2.78,3.22,0,1,24,,,,,,,,,,,,,,,,
684,19-Apr-2018 00:40:02,4,3.22,1,1,29,,,,,,,,,,,,,,,,
691,19-Apr-2018 18:36:54,4,3.22,1,1,24,,,,,,,,,,,,,,,,
720,21-Apr-2018 13:23:23,2.67,3.22,1,1,26,,,,,,,,,,,,,,,,
731,20-Apr-2018 22:45:51,1,3.22,1,1,31,,,,,,,,,,,,,,,,
761,20-Apr-2018 02:47:26,4,3.22,1,1,24,,,,,,,,,,,,,,,,
770,20-Apr-2018 06:55:50,4.33,3.22,0,1,26,,,,,,,,,,,,,,,,
775,19-Apr-2018 02:49:42,4.22,3.22,0,1,24,,,,,,,,,,,,,,,,
777,19-Apr-2018 03:51:51,4.22,3.22,1,1,25,,,,,,,,,,,,,,,,
790,19-Apr-2018 06:53:36,4.11,3.22,1,1,25,,,,,,,,,,,,,,,,
801,18-Apr-2018 14:12:10,4.33,3.22,1,1,24,,,,,,,,,,,,,,,,
854,21-Apr-2018 02:17:30,3.89,3.22,1,1,21,,,,,,,,,,,,,,,,
860,19-Apr-2018 20:12:43,4.33,3.22,1,1,25,,,,,,,,,,,,,,,,
862,21-Apr-2018 09:14:29,2.78,3.22,0,1,26,,,,,,,,,,,,,,,,
887,21-Apr-2018 16:55:05,4.11,3.22,1,1,27,,,,,,,,,,,,,,,,
888,21-Apr-2018 18:08:22,4.11,3.22,1,1,29,,,,,,,,,,,,,,,,
899,20-Apr-2018 02:46:00,4.11,3.22,1,1,24,,,,,,,,,,,,,,,,
900,20-Apr-2018 03:36:59,4.33,3.22,1,1,25,,,,,,,,,,,,,,,,
903,20-Apr-2018 05:21:04,4.22,3.22,1,1,25,,,,,,,,,,,,,,,,
916,20-Apr-2018 16:57:18,4,3.22,0,1,24,,,,,,,,,,,,,,,,
934,20-Apr-2018 17:08:50,4,3.22,0,1,21,,,,,,,,,,,,,,,,
936,20-Apr-2018 19:04:09,4,3.22,1,1,25,,,,,,,,,,,,,,,,
937,20-Apr-2018 18:09:47,4.11,3.22,0,1,25,,,,,,,,,,,,,,,,
950,21-Apr-2018 05:41:44,4.11,3.22,1,1,27,,,,,,,,,,,,,,,,
951,21-Apr-2018 06:55:34,4.22,3.22,1,1,23,,,,,,,,,,,,,,,,
956,21-Apr-2018 16:48:10,3.89,3.22,1,1,26,,,,,,,,,,,,,,,,
980,18-Apr-2018 04:36:56,2.22,3.22,0,0,26,,,,,,,,,,,,,,,,
1003,21-Apr-2018 13:54:27,3.89,3.22,0,0,25,,,,,,,,,,,,,,,,
7,20-Apr-2018 19:33:58,2.89,3.11,0,1,25,,,,,,,,,,,,,,,,
88,21-Apr-2018 18:27:01,3.78,3.11,1,1,31,,,,,,,,,,,,,,,,
89,20-Apr-2018 16:17:01,3.22,3.11,0,1,27,,,,,,,,,,,,,,,,
94,20-Apr-2018 06:41:41,1.78,3.11,0,0,27,,,,,,,,,,,,,,,,
122,18-Apr-2018 00:56:18,,3.11,0,0,26,,,,,,,,,,,,,,,,
156,18-Apr-2018 10:24:48,5.11,3.11,1,0,24,,,,,,,,,,,,,,,,
231,20-Apr-2018 17:23:36,4.89,3.11,1,1,27,,,,,,,,,,,,,,,,
238,20-Apr-2018 21:58:12,3.67,3.11,0,0,24,,,,,,,,,,,,,,,,
298,21-Apr-2018 14:39:13,1.88,3.11,1,1,29,,,,,,,,,,,,,,,,
307,21-Apr-2018 12:40:34,2.89,3.11,0,1,22,,,,,,,,,,,,,,,,
312,21-Apr-2018 03:30:47,3.78,3.11,0,1,29,,,,,,,,,,,,,,,,
331,21-Apr-2018 19:59:37,5.33,3.11,0,1,26,,,,,,,,,,,,,,,,
333,21-Apr-2018 21:09:53,2.89,3.11,0,1,24,,,,,,,,,,,,,,,,
343,21-Apr-2018 21:36:23,4.11,3.11,1,1,26,,,,,,,,,,,,,,,,
362,21-Apr-2018 06:35:53,2.78,3.11,0,1,29,,,,,,,,,,,,,,,,
416,20-Apr-2018 14:30:43,3.44,3.11,0,0,26,,,,,,,,,,,,,,,,
456,21-Apr-2018 11:17:25,5.33,3.11,1,1,21,,,,,,,,,,,,,,,,
524,21-Apr-2018 05:41:21,3,3.11,0,0,20,,,,,,,,,,,,,,,,
562,18-Apr-2018 21:52:18,4.11,3.11,1,1,24,,,,,,,,,,,,,,,,
564,21-Apr-2018 21:01:11,2.56,3.11,0,0,29,,,,,,,,,,,,,,,,
570,21-Apr-2018 14:12:04,3.56,3.11,0,0,28,,,,,,,,,,,,,,,,
632,21-Apr-2018 12:01:23,2.56,3.11,1,1,27,,,,,,,,,,,,,,,,
637,21-Apr-2018 18:54:02,3.33,3.11,1,0,28,,,,,,,,,,,,,,,,
658,18-Apr-2018 10:25:49,3.33,3.11,1,1,23,,,,,,,,,,,,,,,,
670,20-Apr-2018 20:55:53,2.89,3.11,0,1,24,,,,,,,,,,,,,,,,
686,21-Apr-2018 17:17:24,3,3.11,0,1,26,,,,,,,,,,,,,,,,
740,20-Apr-2018 19:05:10,3.56,3.11,0,0,32,,,,,,,,,,,,,,,,
746,20-Apr-2018 19:00:47,2.33,3.11,0,1,27,,,,,,,,,,,,,,,,
758,21-Apr-2018 17:28:36,2.33,3.11,0,1,26,,,,,,,,,,,,,,,,
772,20-Apr-2018 22:26:39,4.11,3.11,1,1,23,,,,,,,,,,,,,,,,
833,18-Apr-2018 02:07:26,2.33,3.11,0,0,23,,,,,,,,,,,,,,,,
845,20-Apr-2018 16:26:12,4.33,3.11,1,0,23,,,,,,,,,,,,,,,,
