statenme,year,milex,milper,irst,pec,tpop,upop,upopgrowth,cinc
Russia,1944,8094563,6100,14236,125749,182500,29862,,0.0976179
Russia,1945,8589076,12500,12252,151257,177300,29189,,0.1182072
Russia,1946,8764724,2500,13346,179782,174000,28110,,0.1225411
Russia,1947,11583011,2700,14534,206587,173600,29346,,0.1452174
Russia,1948,13157894,2900,18639,232947,178000,30636,,0.1639996
Russia,1949,13964622,3600,23291,264543,175000,31982,,0.1679179
Russia,1950,15510433,4300,27329,273968,180075,33388,,0.1805985
Russia,1951,20126000,5000,31350,297152,183190,34855,,0.1731629
Russia,1952,21900448,5800,34492,317908,186377,36387,,0.1701986
Russia,1953,25527632,5800,38128,337873,189490,37987,,0.1731209
Russia,1954,28064976,5800,41434,372065,192709,39656,,0.1845277
Russia,1955,29542096,5800,45272,423077,196159,41400,,0.1791656
Russia,1956,26749408,5100,48698,467891,199658,42711,,0.1701965
Russia,1957,27624304,4500,51176,518622,203169,45119,,0.1672666
Russia,1958,30241936,3900,54920,559868,206775,47102,,0.1709534
Russia,1959,34498608,3600,59971,596500,210498,49172,,0.1712012
Russia,1960,36960032,3600,65294,629705,214329,51252,,0.17179
Russia,1961,43662960,3000,70756,660194,218145,53420,,0.173759
Russia,1962,49976192,3000,78307,702972,221730,55680,,0.1763372
Russia,1963,47000000,3110,80231,762749,225063,58035,,0.17128
Russia,1964,47000000,3110,85038,816976,228149,60490,,0.1674936
Russia,1965,46000000,2780,91021,872487,230936,63050,,0.164547
Russia,1966,48000000,3800,96907,926754,233533,65717,,0.1663164
Russia,1967,52000000,3900,102224,975330,235994,68496,,0.1667414
Russia,1968,62622000,4100,106537,1117111,238316,71395,,0.1710036
Russia,1969,68053000,4200,110330,1170302,240554,74480,,0.1703317
Russia,1970,77200000,4300,116000,1201525,242767,75424,,0.1714348
Russia,1971,82700000,3900,121000,1275368,245110,77675,,0.172277
Russia,1972,88900000,4000,126000,1343439,247501,80004,,0.1708357
Russia,1973,96410000,4000,131000,1411644,249802,83806,,0.1674098
Russia,1974,109000000,4100,136000,1484943,252131,85319,,0.1678685
Russia,1975,128000000,4100,141000,1563507,254469,86831,,0.1745982
Russia,1976,138000000,4200,145000,1630081,256760,94647,,0.1760274
Russia,1977,149000000,3900,147000,1689825,259029,95626,,0.1735535
Russia,1978,163000000,3900,151000,1766924,261253,97367,,0.1708518
Russia,1979,180000000,3900,149000,1801221,263404,98267,,0.1673254
Russia,1980,201000000,3900,148000,1889798,265484,100807,,0.1686928
Russia,1981,221000000,3900,148000,1875977,267622,102370,,0.1694936
Russia,1982,237000000,3900,147000,1934992,269901,105020,,0.1714917
Russia,1983,250000000,3900,153000,1980186,272368,107452,,0.1721749
Russia,1984,264000000,3900,154000,2013912,274874,109611,,0.1698022
Russia,1985,275000000,3900,155000,2162292,277334,112227,,0.1756503
Russia,1986,287600000,3900,161000,2175553,280016,114802,,0.1745372
Russia,1987,303000000,3900,162000,2316438,282830,117457,,0.173181
Russia,1988,317900000,3900,163000,2371553,285419,115503,,0.1706572
Russia,1989,119440000,3700,160000,2336162,287630,113549,,0.1368206
Russia,1990,128790000,3400,154000,2228623,281344,111594,,0.1295946
Russia,1991,133700000,3000,73000,2153318,148245,62371,,0.1033478
Russia,1992,47220000,1900,62000,1328991,148310,62371,,0.0672895
Russia,1993,29120000,1500,54000,1249676,148146,67957,,0.0580243
Russia,1994,96693000,1400,48812,1114603,147968,66648,,0.0670384
Russia,1995,82000000,1400,51589,1079611,147774,66598,-0.36,0.0629018
Russia,1996,73990000,1300,49253,1081235,147739,66982,-0.36,0.0591888
Russia,1997,64000000,1300,48502,1041076,147105,67365,-0.36,0.0559937
Russia,1998,57107000,1000,43822,1011804,147434,66800,-0.36,0.0512986
Russia,1999,56800000,900,51510,1034481,147196,66234,-0.36,0.051515
Russia,2000,52000000,1004,59136,1056740,146934,66484,-0.6,0.0515117
Russia,2001,63684000,977,58970,1072009,145976,66734,-0.6,0.0535273
Russia,2002,50800000,988,59777,1083957,145521,50475,,0.049657
Russia,2003,65200000,961,61450,1119895,144880,50680,,0.0497054
Russia,2004,61500000,999,65583,1131021,144331,50920,,0.0476593
Russia,2005,18768000,1037,66146,1155463,143933,51163,,0.0408001
Russia,2006,24577000,1027,70830,1196170,143715,51410,,0.0411584
Russia,2007,32215000,1027,72387,1210969,143652,51661,,0.0410956
Russia,2008,40484000,1027,68510,1240975,143677,52216,,0.0410097
Russia,2009,38293000,1027,60011,1171911,143690,52777,,0.0393509
Russia,2010,41944000,1027,66942,1282491,143618,53043,,0.0394878
Russia,2011,51594000,1046,68852,1323312,143438,53312,,0.0402336
Russia,2012,58765000,956,70209,1356742,143170,53585,,0.0400789
United Kingdom,1816,16942,255,270,22528,19520,1957,,0.3366194
United Kingdom,1817,16088,190,260,22994,19814,2006,,0.3279875
United Kingdom,1818,15039,173,280,23465,20105,2057,,0.3292484
United Kingdom,1819,12453,143,280,24000,20389,2109,,0.3172054
United Kingdom,1820,11748,144,320,24498,20686,2163,,0.3165308
United Kingdom,1821,10225,139,390,25009,21008,2218,,0.3173411
United Kingdom,1822,9335,125,360,25517,21339,2274,,0.3111303
United Kingdom,1823,9783,125,450,26095,21666,2331,,0.3178135
United Kingdom,1824,10386,132,550,26622,21978,2391,,0.3296627
United Kingdom,1825,10568,132,580,27159,22281,2451,,0.3309532
United Kingdom,1826,11475,149,520,27703,22576,2513,,0.3298248
United Kingdom,1827,10941,155,690,28273,22872,2577,,0.3328305
United Kingdom,1828,9459,155,700,28889,23190,2642,,0.3269334
United Kingdom,1829,9559,148,690,29493,23505,2709,,0.3230436
United Kingdom,1830,8491,140,680,29988,23815,2778,,0.3055974
United Kingdom,1831,8903,150,600,30981,24135,2849,,0.2989098
United Kingdom,1832,9332,145,630,31503,24373,2926,,0.3007703
United Kingdom,1833,8184,144,730,32261,24602,3006,,0.3034555
United Kingdom,1834,7919,137,790,33180,24862,3087,,0.3048541
United Kingdom,1835,7147,136,930,34459,25134,3171,,0.3051496
United Kingdom,1836,7721,143,970,35474,25316,3258,,0.2995106
United Kingdom,1837,8448,143,1030,36676,25651,3346,,0.3007947
United Kingdom,1838,8531,155,1120,37976,25904,3437,,0.3039156
United Kingdom,1839,9737,159,1250,39345,26199,3531,,0.3093704
United Kingdom,1840,10028,168,1400,40982,26488,3627,,0.3113052
United Kingdom,1841,10730,173,1330,41939,26751,3726,,0.3077441
United Kingdom,1842,10836,184,1080,42193,27004,3808,,0.2976352
United Kingdom,1843,10581,158,1220,44151,27256,3891,,0.2985971
United Kingdom,1844,10032,185,1560,45875,27525,3977,,0.3055016
United Kingdom,1845,11869,178,2200,48618,27776,4065,,0.3182051
United Kingdom,1846,13117,191,2210,50672,28002,4154,,0.3028882
United Kingdom,1847,14680,193,2000,51972,27972,4246,,0.2975292
United Kingdom,1848,14883,208,2090,53858,27820,4339,,0.3041608
United Kingdom,1849,12008,203,2170,56525,27714,4435,,0.304769
United Kingdom,1850,11606,201,2250,59236,27524,4533,,0.3041713
United Kingdom,1851,10941,198,2500,61848,27393,4633,,0.3054942
United Kingdom,1852,10132,201,2700,64765,27448,4734,,0.298614
United Kingdom,1853,9140,213,2900,67382,27542,4838,,0.287432
United Kingdom,1854,76329,234,3119,70914,27658,4943,,0.336089
United Kingdom,1855,36520,329,3270,71561,27822,5052,,0.29753
United Kingdom,1856,32369,382,3644,73272,28011,5162,,0.2956996
United Kingdom,1857,18866,272,3718,75317,28187,5275,,0.2900489
United Kingdom,1858,19531,292,3511,73912,28390,5391,,0.2895613
United Kingdom,1859,24324,315,3773,75908,28591,5509,,0.2904985
United Kingdom,1860,25007,347,3888,80738,28778,5629,,0.2764456
United Kingdom,1861,26032,316,3772,81520,28976,5753,,0.2583892
United Kingdom,1862,23575,305,4006,82989,29245,5891,,0.2505943
United Kingdom,1863,22204,312,4582,87608,29471,6033,,0.2509915
United Kingdom,1864,21878,290,4845,90450,29681,6178,,0.2433951
United Kingdom,1865,20976,296,4882,93014,29925,6327,,0.2564121
United Kingdom,1866,20828,286,4597,95236,30148,6479,,0.2482816
United Kingdom,1867,26133,283,4837,95812,30409,6635,,0.2531385
United Kingdom,1868,27264,279,5050,97358,30690,6795,,0.2531005
United Kingdom,1869,22194,270,5533,100633,30978,6958,,0.2463554
United Kingdom,1870,19917,257,6059,103698,31257,7126,,0.2416341
United Kingdom,1871,16177,241,6733,108646,31556,7298,,0.2415633
United Kingdom,1872,19853,254,6850,112120,31874,7490,,0.2377545
United Kingdom,1873,20867,252,6671,117821,32177,7688,,0.2324554
United Kingdom,1874,20839,248,6087,115524,32501,7892,,0.2316298
United Kingdom,1875,21098,245,6467,120906,32839,8100,,0.2355151
United Kingdom,1876,22307,244,6661,120198,33200,8315,,0.2349572
United Kingdom,1877,25051,251,6715,121069,33576,8534,,0.2332203
United Kingdom,1878,25926,261,6483,119929,33943,8760,,0.2282531
United Kingdom,1879,25121,260,6091,120249,34304,8992,,0.2236606
United Kingdom,1880,21448,248,7873,131039,34623,9229,,0.2184708
United Kingdom,1881,22350,247,8275,138269,34934,9474,,0.2164771
United Kingdom,1882,24028,247,8725,139087,35206,9652,,0.2116762
United Kingdom,1883,24410,239,8666,144374,35450,9834,,0.2113786
United Kingdom,1884,27051,240,7937,140583,35724,10019,,0.2080532
United Kingdom,1885,38021,256,7534,139339,36015,10208,,0.2157365
United Kingdom,1886,29412,265,7122,137935,36313,10400,,0.200533
United Kingdom,1887,27740,273,7681,141800,36598,10597,,0.1946572
United Kingdom,1888,27136,273,8127,147484,36881,10796,,0.1886506
United Kingdom,1889,28990,275,8457,152628,37178,11000,,0.1892983
United Kingdom,1890,29602,278,8031,156388,37485,11207,,0.1794749
United Kingdom,1891,29742,281,7525,158759,37802,11419,,0.1783746
United Kingdom,1892,31871,288,6817,156213,38134,11634,,0.1729992
United Kingdom,1893,29824,294,7089,139713,38490,11854,,0.1703931
United Kingdom,1894,33168,302,7546,159644,38859,12078,,0.1779257
United Kingdom,1895,35743,309,7827,161765,39221,12306,,0.1719241
United Kingdom,1896,35253,315,8799,165596,39599,12538,,0.1736574
United Kingdom,1897,35187,319,8937,170127,39987,12775,,0.1658213
United Kingdom,1898,38741,331,8748,170616,40381,13017,,0.1574313
United Kingdom,1899,63547,331,9572,183524,40774,13263,,0.1686449
United Kingdom,1900,119587,487,4980,185652,41155,13513,,0.1775276
United Kingdom,1901,116896,521,4983,181916,41538,13769,,0.1742108
United Kingdom,1902,93419,489,4988,188800,41893,13932,,0.1612536
United Kingdom,1903,66400,416,5115,189999,42247,14098,,0.1429768
United Kingdom,1904,59715,409,5108,190787,42610,14266,,0.1348405
United Kingdom,1905,55604,394,5905,193559,42981,14435,,0.1206673
United Kingdom,1906,53899,384,6566,200326,43360,14607,,0.1233785
United Kingdom,1907,53207,369,6628,209252,43736,14781,,0.121875
United Kingdom,1908,51755,364,5381,204564,44124,14957,,0.1214292
United Kingdom,1909,56532,381,5976,206119,44520,15135,,0.1170789
United Kingdom,1910,61417,372,6476,208082,44916,15315,,0.1163161
United Kingdom,1911,65309,376,6566,212663,45286,17502,,0.1184489
United Kingdom,1912,67957,523,6905,202129,45436,17618,,0.116806
United Kingdom,1913,67734,533,7787,220455,45648,17768,,0.1127475
United Kingdom,1914,1678843,532,7971,213992,46048,17852,,0.1379094
United Kingdom,1915,4651398,4350,8687,216482,44333,17967,,0.1502244
United Kingdom,1916,6213396,-9,9136,224058,43710,18084,,0.1532075
United Kingdom,1917,7600458,4430,9873,221636,43280,18196,,0.1498948
United Kingdom,1918,8104264,4222,9692,206733,43116,18271,,0.1427972
United Kingdom,1919,745209,1333,8021,201771,44599,18356,,0.1109416
United Kingdom,1920,1475661,596,9212,213247,46472,18412,,0.1276359
United Kingdom,1921,824711,448,3762,148471,47168,18563,,0.0981886
United Kingdom,1922,549008,368,5975,196303,44372,18539,,0.0945104
United Kingdom,1923,584227,337,8618,207379,44596,18518,,0.099046
United Kingdom,1924,584242,337,8333,217763,44915,18497,,0.107154
United Kingdom,1925,580411,342,7504,204764,45059,18474,,0.0955841
United Kingdom,1926,562657,341,3654,118535,45232,18449,,0.0774373
United Kingdom,1927,567952,338,9243,215511,45389,18425,,0.0910882
United Kingdom,1928,542969,330,8657,202956,45578,18401,,0.0830257
United Kingdom,1929,534694,325,9791,213880,45672,18379,,0.0810353
United Kingdom,1930,512181,318,7444,207452,45866,18347,,0.0784137
United Kingdom,1931,489350,319,5286,194351,46074,18316,,0.0782142
United Kingdom,1932,326642,317,5345,187893,46335,18285,,0.0826758
United Kingdom,1933,333267,316,7138,187014,46520,18264,,0.0794872
United Kingdom,1934,540015,318,8992,202870,46666,18237,,0.0804279
United Kingdom,1935,646350,321,10017,206553,46869,18199,,0.0740275
United Kingdom,1936,892341,336,11974,218275,47081,18143,,0.0765834
United Kingdom,1937,1245603,350,13192,225477,47289,18285,,0.0770354
United Kingdom,1938,1863997,376,10565,218151,48404,18350,,0.077787
United Kingdom,1939,7895671,394,13433,219686,47762,18429,,0.0996836
United Kingdom,1940,9948329,1020,13183,232740,48226,18502,,0.0949571
United Kingdom,1941,11280839,2300,12510,228173,48216,18579,,0.0992547
United Kingdom,1942,13478623,3390,13150,224075,48400,18601,,0.0935872
United Kingdom,1943,15376590,4145,13240,225114,48789,18643,,0.0873793
United Kingdom,1944,16254371,4900,12337,228152,49016,18687,,0.0832341
United Kingdom,1945,17002048,5090,12014,210425,49182,18705,,0.0879904
United Kingdom,1946,17753616,2053,12899,214896,49217,18754,,0.1161727
United Kingdom,1947,6656196,1302,12929,223696,49520,18809,,0.0912182
United Kingdom,1948,3438984,847,15116,233072,50026,18852,,0.075426
United Kingdom,1949,3137333,770,15803,237129,50324,18907,,0.0707876
United Kingdom,1950,2376154,689,16554,190014,50616,18995,0.41,0.0613487
United Kingdom,1951,3215782,826,15889,211603,50562,19176,0.41,0.0585345
United Kingdom,1952,4340931,872,16681,214654,50723,19098,0.41,0.0575083
United Kingdom,1953,4582745,865,17891,221983,50862,19002,0.41,0.0560323
United Kingdom,1954,4409778,839,18817,226613,51046,18997,0.41,0.0565141
United Kingdom,1955,4363684,809,20108,232194,51199,18924,0.63,0.0505929
United Kingdom,1956,4527611,761,20990,232317,51406,18874,0.63,0.0492237
United Kingdom,1957,4383177,702,22047,226407,51632,18824,0.63,0.0473189
United Kingdom,1958,4469098,614,19880,221539,51842,18771,0.63,0.0452031
United Kingdom,1959,4452225,565,20510,216779,52128,18717,0.63,0.0420319
United Kingdom,1960,4633255,519,24695,235677,52372,18674,1.07,0.0423343
United Kingdom,1961,4791138,475,22441,241081,52807,18648,1.07,0.0400909
United Kingdom,1962,5092642,475,20820,240903,53292,18627,1.07,0.0376892
United Kingdom,1963,5239560,450,22880,247799,53625,18602,1.07,0.0371322
United Kingdom,1964,5592841,435,26643,248282,53991,18908,1.07,0.0368837
United Kingdom,1965,5832633,425,27421,254766,54350,21343,0.79,0.0370771
United Kingdom,1966,6032499,425,27686,256902,54643,21939,0.79,0.0353643
United Kingdom,1967,6348674,425,24257,244888,54959,22097,0.79,0.0327035
United Kingdom,1968,5611164,410,26255,313904,55214,22252,0.79,0.0322467
United Kingdom,1969,5489866,390,26822,330825,55461,22407,0.79,0.0309197
United Kingdom,1970,5866538,390,28291,347407,55632,21935,0.27,0.0301003
United Kingdom,1971,6853483,370,24153,359144,55928,21462,0.27,0.0290272
United Kingdom,1972,8151113,370,25293,349523,56097,21362,0.27,0.0284563
United Kingdom,1973,8612065,377,26594,366779,56223,21322,0.27,0.0276301
United Kingdom,1974,9730994,359,22323,354731,56236,34334,0.27,0.0285521
United Kingdom,1975,11475228,348,20098,342314,56226,34667,0.05,0.0280552
United Kingdom,1976,11076590,337,22274,349764,56216,35000,0.05,0.02741
United Kingdom,1977,11886891,326,20411,346357,56190,34921,0.05,0.026294
United Kingdom,1978,14618042,320,20311,352032,56178,34831,0.05,0.0260243
United Kingdom,1979,19175649,324,21464,366384,56240,34741,0.05,0.0267261
United Kingdom,1980,26757385,330,11277,337510,56330,34994,0.16,0.0252671
United Kingdom,1981,25691234,341,15573,319707,56352,35247,0.16,0.0251794
United Kingdom,1982,24169041,335,13704,309737,56318,35501,0.16,0.0237279
United Kingdom,1983,24873196,333,14986,312818,56377,35754,0.16,0.0236157
United Kingdom,1984,23294855,336,15121,284477,56506,36007,0.16,0.0221453
United Kingdom,1985,24200000,334,15722,318498,56685,36260,0.34,0.0228801
United Kingdom,1986,27344000,331,14725,325916,56852,40788,0.34,0.0233587
United Kingdom,1987,31774000,328,17414,334223,57009,45315,0.34,0.0246664
United Kingdom,1988,31910000,324,18950,336596,57158,45914,0.34,0.0243295
United Kingdom,1989,31270000,318,18744,343703,57358,46507,0.34,0.0253604
United Kingdom,1990,38520000,308,16464,333429,57561,46950,0.39,0.0251629
United Kingdom,1991,40430000,301,16632,345284,57801,46681,0.39,0.0263126
United Kingdom,1992,42330000,293,16008,341540,58006,47761,0.39,0.0273722
United Kingdom,1993,34020000,271,16464,346078,58191,48842,0.39,0.0255293
United Kingdom,1994,35409000,257,17286,347376,58395,49922,0.39,0.0249182
United Kingdom,1995,33406000,233,17604,349363,58606,48440,0.33,0.0236313
United Kingdom,1996,35266000,221,17992,367380,58801,52148,0.33,0.0240494
United Kingdom,1997,35736000,218,18501,359898,58200,52320,0.33,0.0238328
United Kingdom,1998,38093000,218,17315,361161,58649,52493,0.33,0.0241212
United Kingdom,1999,36368000,218,16298,360862,58744,52666,0.33,0.0231577
United Kingdom,2000,35655000,212,15155,370218,58830,52956,0.55,0.0221931
United Kingdom,2001,34714000,211,13543,364927,59113,53247,0.55,0.0213525
United Kingdom,2002,38141000,210,11667,362691,59432,25594,,0.0192999
United Kingdom,2003,43311000,213,13268,367800,59698,25823,,0.0191593
United Kingdom,2004,50120000,209,13766,374852,59984,26055,,0.0191981
United Kingdom,2005,56922000,206,13239,368764,60291,26290,,0.0199509
United Kingdom,2006,59926000,217,13871,360640,60621,26828,,0.019684
United Kingdom,2007,63258000,191,14317,356785,60970,27371,,0.0188802
United Kingdom,2008,60794000,181,13521,355688,61333,27618,,0.0174505
United Kingdom,2009,59131000,160,10079,326613,61701,27866,,0.0162162
United Kingdom,2010,57796000,175,9709,337395,62066,28118,,0.0156342
United Kingdom,2011,59978000,178,9478,314574,62427,28674,,0.0152462
United Kingdom,2012,61274000,174,9579,315502,62783,28933,,0.015277
France,1816,10554,132,115,937,29480,858,,0.117286
France,1817,8864,131,121,975,29700,870,,0.1144892
France,1818,8042,138,127,1015,29880,882,,0.1151947
France,1819,9747,182,133,1057,30060,894,,0.1244631
France,1820,9414,208,140,1100,30250,906,,0.1233428
France,1821,8429,198,160,1170,30450,919,,0.1204428
France,1822,9735,243,170,1245,30700,931,,0.1319189
France,1823,13569,256,190,1325,30940,944,,0.1463445
France,1824,11064,239,198,1410,31190,957,,0.1365961
France,1825,10609,237,199,1500,31410,970,,0.1353913
France,1826,10604,237,206,1597,31600,983,,0.1383329
France,1827,10014,237,216,2237,31800,996,,0.1347034
France,1828,12073,247,221,2379,32000,1010,,0.1437191
France,1829,11110,265,217,2248,32280,1023,,0.1361123
France,1830,12618,259,266,2531,32370,1037,,0.1401243
France,1831,18174,373,225,2341,32570,1052,,0.14995
France,1832,15838,311,225,2554,32730,1078,,0.1415275
France,1833,14117,299,236,2779,32890,1106,,0.1385674
France,1834,12501,267,269,3224,33070,1134,,0.137249
France,1835,11823,289,295,3282,33260,1163,,0.1364132
France,1836,11198,294,308,3773,33540,1193,,0.1321525
France,1837,11636,307,332,4110,33690,1223,,0.1373302
France,1838,11981,304,348,4292,33790,1255,,0.136514
France,1839,12691,300,350,4186,33940,1287,,0.1328695
France,1840,18414,446,348,4254,34080,1320,,0.1503098
France,1841,20166,483,377,4970,34230,1353,,0.1578778
France,1842,20211,438,399,5211,34450,1388,,0.1579932
France,1843,18192,397,423,5301,34660,1424,,0.1497432
France,1844,17746,361,427,5504,34900,1460,,0.1435148
France,1845,17839,357,439,6341,35160,1497,,0.1414417
France,1846,19344,388,522,6640,35400,1536,,0.1373469
France,1847,20679,394,592,7696,35470,1559,,0.1464414
France,1848,22227,387,472,6095,35520,1583,,0.1356841
France,1849,19339,465,414,6356,35550,1607,,0.1321712
France,1850,16838,439,406,7191,35630,1632,,0.1270325
France,1851,16588,402,446,7392,35800,1657,,0.1277584
France,1852,17272,397,523,7955,35950,1752,,0.1276614
France,1853,17578,424,661,9384,36070,1853,,0.1309712
France,1854,30356,440,771,10830,36230,1959,,0.1253639
France,1855,43844,645,849,12340,36080,2072,,0.1463942
France,1856,36391,645,923,12870,36190,2192,,0.1404021
France,1857,22006,528,992,13148,36300,2318,,0.1394619
France,1858,19967,427,872,12941,36340,2451,,0.1314255
France,1859,32307,465,864,13081,36500,2592,,0.1387151
France,1860,25746,608,898,14260,36510,2742,,0.1220797
France,1861,26626,528,967,15407,37390,2900,,0.10858
France,1862,26762,520,1091,16258,37520,2946,,0.1061196
France,1863,27082,493,1157,16505,37710,2992,,0.1023744
France,1864,26345,487,1213,17490,37860,3040,,0.097339
France,1865,23844,479,1204,18470,38020,3088,,0.1106782
France,1866,24182,458,1260,20124,38080,2644,,0.1093204
France,1867,29169,461,1229,20327,38230,3187,,0.1166648
France,1868,26153,483,1235,20881,38330,3238,,0.1140514
France,1869,23912,474,1381,21423,38390,3290,,0.1133013
France,1870,59066,452,1178,18950,38440,3342,,0.1273982
France,1871,54323,1000,860,18921,36190,3395,,0.1373235
France,1872,23643,483,1218,22932,36140,3297,,0.1032218
France,1873,24975,534,1382,24834,36340,3369,,0.1059417
France,1874,24764,474,1416,23586,36490,3442,,0.1045917
France,1875,25528,485,1448,24610,36660,3517,,0.1054471
France,1876,27541,501,1435,24594,36830,3594,,0.1019857
France,1877,29114,523,1507,24068,37000,3510,,0.1003129
France,1878,29956,543,1521,24607,37180,3596,,0.1008068
France,1879,29391,525,1400,25441,37320,3678,,0.1044386
France,1880,32816,544,1725,28738,37450,3761,,0.1083109
France,1881,36993,578,1886,29421,37590,3829,,0.1105362
France,1882,39695,588,2039,31011,37730,3891,,0.1116411
France,1883,38423,516,2069,32497,37860,3937,,0.110877
France,1884,35795,526,1872,31178,38010,3981,,0.1045231
France,1885,35721,519,1631,29911,38110,4018,,0.1010312
France,1886,34895,536,1517,29671,38230,4046,,0.0990058
France,1887,35359,519,1568,31270,38260,4111,,0.0963572
France,1888,35068,569,1683,32522,38290,4256,,0.0934993
France,1889,36677,589,1734,33338,38370,4328,,0.0955397
France,1890,36771,596,1962,36762,38380,4489,,0.0953017
France,1891,37244,605,1897,36784,38350,4575,,0.0964239
France,1892,36900,606,2057,36861,38360,3829,,0.0938241
France,1893,35917,610,2003,36203,38380,4660,,0.0946154
France,1894,36617,590,2070,38243,38420,4704,,0.0931334
France,1895,35936,586,2004,38547,38460,4748,,0.0885783
France,1896,36062,613,2340,39890,38550,4793,,0.0904131
France,1897,37421,623,2484,41754,38700,4899,,0.0869356
France,1898,37337,654,2525,43216,38820,5008,,0.0821318
France,1899,38813,654,2578,45244,38890,5119,,0.0817033
France,1900,40569,621,1565,48650,38940,5233,,0.0747144
France,1901,41993,603,1425,47064,38980,5350,,0.0730278
France,1902,40335,610,1568,44335,39050,5373,,0.0717419
France,1903,39552,614,1840,48796,39120,5398,,0.0728746
France,1904,38956,596,2096,47614,39190,5422,,0.0702518
France,1905,41947,626,2255,48114,39220,5446,,0.0623629
France,1906,45662,635,2451,51568,39270,5471,,0.0694148
France,1907,44152,619,2767,55089,39270,5531,,0.0703592
France,1908,45054,619,2723,55496,39370,5592,,0.0722494
France,1909,47412,641,3039,56672,39430,5654,,0.0700607
France,1910,49539,652,3413,57047,39540,5716,,0.0704661
France,1911,55441,638,3837,59364,39620,5780,,0.0713174
France,1912,61367,642,4429,60034,39670,5843,,0.0721933
France,1913,66706,632,4687,64844,39770,5908,,0.0680437
France,1914,1235000,789,2802,45084,33220,5906,,0.0747482
France,1915,3525000,4997,1111,39355,33380,5903,,0.0791562
France,1916,4604000,5260,1784,41873,32850,5901,,0.0858124
France,1917,5825000,5141,1991,46522,32500,5897,,0.0840341
France,1918,7708000,5277,1800,41616,32830,5893,,0.0884113
France,1919,634729,2364,1293,44334,31970,5889,,0.0612985
France,1920,361910,1457,2706,58353,39000,5940,,0.0581747
France,1921,318474,547,3099,52964,39240,5992,,0.0501187
France,1922,476084,545,4538,62354,39420,6043,,0.0573338
France,1923,418297,511,5222,70127,39880,6096,,0.0576591
France,1924,261851,479,6670,78234,40310,6149,,0.0609819
France,1925,324761,475,7464,77129,40610,6202,,0.0601707
France,1926,281326,471,8617,80133,40870,6256,,0.0603111
France,1927,452194,494,8349,85465,40940,6302,,0.0627019
France,1928,381380,469,9479,85223,41050,6349,,0.0587918
France,1929,377983,411,9716,94054,41230,6396,,0.055518
France,1930,498642,411,9444,96188,41610,6444,,0.0611266
France,1931,495306,441,7816,88825,41860,6492,,0.0647201
France,1932,543528,422,5638,78905,41860,6471,,0.0689378
France,1933,524231,449,6577,81751,41890,6451,,0.0638299
France,1934,707568,458,6155,80930,41950,6431,,0.0575316
France,1935,867102,548,6255,78039,41940,6411,,0.0518318
France,1936,995347,588,6686,80015,41910,6391,,0.0530614
France,1937,890526,613,6406,87915,41930,6370,,0.0475344
France,1938,919284,581,6137,82599,41960,6351,,0.0455686
France,1939,1023651,581,7950,79602,41900,6397,,0.0395961
France,1940,5707762,5000,4413,56951,41000,6422,,0.0758349
France,1941,605022,373,4310,48138,8000,2381,,0.0157879
France,1942,742009,-9,4488,49025,8000,2381,,0.0155561
France,1944,1214083,579,3092,32470,38900,6517,,0.0182324
France,1945,1230509,578,1661,45663,39700,6551,,0.0179454
France,1946,1257334,578,4408,70062,40280,6593,,0.0313083
France,1947,1844090,580,5733,76580,40640,6666,,0.0349788
France,1948,910344,577,7236,80735,41044,6740,,0.0325886
France,1949,1246614,588,9152,92822,41400,6816,,0.0354923
France,1950,1489278,595,8652,81344,41736,6892,1.84,0.0332216
France,1951,2199999,620,9835,93400,42056,6969,1.84,0.0329915
France,1952,3018000,655,10867,95592,42360,7046,1.84,0.033362
France,1953,3490000,699,9997,92209,42652,7125,1.84,0.0317597
France,1954,3428000,745,10627,95660,43057,7234,1.84,0.0329684
France,1955,2948000,802,12592,98982,43428,7343,2.02,0.0306306
France,1956,3653000,856,13398,110168,43843,7485,2.02,0.0325624
France,1957,3692000,913,14096,109639,44311,7629,2.02,0.0327303
France,1958,3620000,961,14616,111257,44789,7775,2.02,0.0337533
France,1959,3646000,992,15219,110341,45240,7925,2.02,0.0325902
France,1960,3897000,1025,17281,114638,45684,8078,2.77,0.0328493
France,1961,4128544,720,17570,123162,46163,8233,2.77,0.0303877
France,1962,4517387,705,17240,129914,46998,8392,2.77,0.0294007
France,1963,4670207,735,17556,142992,47816,8532,2.77,0.0292256
France,1964,4964419,690,19780,151682,48310,8674,2.77,0.0288329
France,1965,5167691,585,19604,159093,48758,8820,1.93,0.0277353
France,1966,5446060,580,19585,163383,49164,8967,1.93,0.0262937
France,1967,5881679,595,19655,175535,49548,9117,1.93,0.0260741
France,1968,5896937,570,20410,195043,49914,9271,1.93,0.0249547
France,1969,5761015,570,22511,213215,50315,9424,1.93,0.0246465
France,1970,5933017,570,23773,234993,50768,9582,1.3,0.0243953
France,1971,6296947,565,22859,243171,51249,9604,1.3,0.0241505
France,1972,7531669,560,24054,256787,51703,9625,1.3,0.0242787
France,1973,9493489,581,25264,282083,52131,9647,1.3,0.0247987
France,1974,9954053,585,27023,272560,52492,9656,1.3,0.0242571
France,1975,13034714,585,21530,242028,52699,9665,0.52,0.0234706
France,1976,13369110,585,23221,275021,52909,9795,0.52,0.0237206
