statenme,year,milex,milper,irst,pec,tpop,upop,upopgrowth,cinc
France,1977,15015875,584,22094,271366,53145,9901,0.52,0.0233325
France,1978,18874092,581,22841,278029,53376,10008,0.52,0.0237038
France,1979,22667529,578,23360,303050,53606,10116,0.52,0.024211
France,1980,26424988,575,23176,275971,53880,10225,0.61,0.0240401
France,1981,23867415,575,21258,243619,54182,10330,0.61,0.0219461
France,1982,22523616,578,18402,224776,54480,8889,0.61,0.0202293
France,1983,21654890,578,17582,215199,54728,9004,0.61,0.0192259
France,1984,20212036,571,19000,216305,55026,9121,0.61,0.0185533
France,1985,16716000,563,19008,217039,55284,9239,0.62,0.0177723
France,1986,24230000,558,17865,211758,55547,9359,0.62,0.018497
France,1987,29580000,559,17693,204693,55824,9480,0.62,0.0187438
France,1988,30700000,558,19122,209260,56118,9603,0.62,0.0187148
France,1989,28580000,558,16800,224036,56423,9728,0.62,0.0191178
France,1990,34790000,554,19020,233006,56735,9854,0.67,0.0201749
France,1991,37340000,554,18432,249514,57055,9920,0.67,0.0215695
France,1992,34870000,542,18024,242844,57374,9986,0.67,0.0216589
France,1993,37200000,506,17112,244071,57654,10053,0.67,0.021995
France,1994,45184000,506,18031,238461,57900,10121,0.67,0.0229005
France,1995,47768000,504,18100,248004,58139,10176,0.55,0.0231284
France,1996,47401000,501,17633,265647,58375,10232,0.55,0.0228894
France,1997,41523000,475,19767,263610,58607,10289,0.55,0.0219738
France,1998,40834000,449,20126,276189,58683,10345,0.55,0.0220922
France,1999,37811000,421,20200,263142,58886,10402,0.55,0.0208915
France,2000,34053000,294,20954,270583,59080,10589,1.8,0.0188435
France,2001,32909000,274,19343,272497,59454,10780,1.8,0.018026
France,2002,36492000,260,20258,264703,60048,21473,,0.0194958
France,2003,46232000,259,19758,277592,60528,21604,,0.0197906
France,2004,52704000,257,20770,280858,61003,21737,,0.0197478
France,2005,53181000,255,19481,282745,61445,21871,,0.0194705
France,2006,54321000,255,19852,273570,61845,22006,,0.0187619
France,2007,60662000,255,19250,272349,62211,22143,,0.0184784
France,2008,67185000,255,17879,277413,62553,22585,,0.0182395
France,2009,54446000,353,12840,255265,62888,22728,,0.0165736
France,2010,51978000,353,15414,256813,63231,22871,,0.01599
France,2011,53475000,239,15780,238783,63582,23017,,0.0146966
France,2012,50283000,239,15609,234432,63937,23163,,0.0142069
China,1860,-9,1000,10,0,379382,-9,,0.1742875
China,1861,-9,1000,10,0,374670,-9,,0.1726716
China,1862,-9,1000,10,0,370015,-9,,0.170761
China,1863,-9,1000,10,0,365419,-9,,0.1643489
China,1864,-9,1000,10,0,360880,-9,,0.1593894
China,1865,-9,1000,10,0,356397,-9,,0.1610596
China,1866,-9,1000,10,0,351970,-9,,0.171008
China,1867,-9,1000,10,0,347597,-9,,0.1685239
China,1868,-9,1000,10,0,342765,-9,,0.1687405
China,1869,-9,1000,10,0,344724,-9,,0.1700572
China,1870,-9,1000,10,0,346694,-9,,0.1706882
China,1871,-9,1000,10,0,348677,-9,,0.1537179
China,1872,-9,1000,10,0,350670,-9,,0.1683204
China,1873,-9,1000,10,0,352674,-9,,0.1667051
China,1874,-9,1000,10,0,354690,-9,,0.1682995
China,1875,-9,1000,10,0,356718,-9,,0.166604
China,1876,-9,1000,10,0,358757,-9,,0.163194
China,1877,-9,1000,10,0,360808,-9,,0.1616687
China,1878,-9,1000,10,0,362870,-9,,0.1563437
China,1879,-9,1000,10,0,364944,-9,,0.1635744
China,1880,-9,1000,20,0,367030,-9,,0.1628285
China,1881,-9,1000,20,2,369128,-9,,0.1598976
China,1882,-9,1000,20,38,371239,-9,,0.1605135
China,1883,-9,1000,20,75,373361,-9,,0.1629529
China,1884,-9,1000,20,126,375495,-9,,0.1621223
China,1885,-9,1000,20,187,377636,-9,,0.1609649
China,1886,-9,1000,20,187,382238,-9,,0.1603556
China,1887,-9,1000,20,225,386892,-9,,0.1580128
China,1888,-9,1000,20,241,391601,-9,,0.1563821
China,1889,-9,1000,20,248,396369,-9,,0.1558969
China,1890,-9,1000,20,249,401194,-9,,0.1556274
China,1891,-9,1000,20,250,406077,-9,,0.154692
China,1892,-9,1000,20,251,411021,-9,,0.1546462
China,1893,-9,1000,20,253,416025,-9,,0.1539244
China,1894,-9,1000,20,255,421000,-9,,0.1540882
China,1895,-9,1000,20,257,421763,-9,,0.1521999
China,1896,2994,1000,20,489,422523,-9,,0.1242898
China,1897,2660,1000,20,539,423285,-9,,0.1213515
China,1898,11968,1000,20,735,424047,-9,,0.1234668
China,1899,11967,1000,20,798,424811,-9,,0.1247638
China,1900,12241,1000,0,233,425577,-9,,0.1199774
China,1901,5155,1000,0,450,426447,-9,,0.1156929
China,1902,8769,1000,0,898,439947,-9,,0.1185682
China,1903,8765,1000,0,1036,441220,-9,,0.1184828
China,1904,8761,1000,0,1103,442502,-9,,0.1176556
China,1905,10105,1000,0,1213,443787,-9,,0.1101303
China,1906,11022,1000,0,9033,445076,-9,,0.1187219
China,1907,-9,1000,9,9039,446368,-9,,0.1417631
China,1908,-9,1000,23,9045,447665,-9,,0.1393482
China,1909,-9,1000,37,9051,448965,-9,,0.1371975
China,1910,-9,1000,50,9057,450269,-9,,0.1364127
China,1911,11880,1003,39,9063,451576,-9,,0.1134478
China,1912,-9,450,3,9076,452888,-9,,0.1136428
China,1913,18408,450,43,12888,454203,-9,,0.0964125
China,1914,67785,460,56,14191,455522,-9,,0.0921649
China,1915,-9,500,48,13516,456845,-9,,0.1002365
China,1916,89499,850,45,16001,458172,-9,,0.0834792
China,1917,-9,900,43,17005,459503,-9,,0.1027681
China,1918,193472,1300,57,18461,460837,-9,,0.0861511
China,1919,214511,1380,35,20189,462176,-9,,0.1035382
China,1920,-9,1442,68,21364,463518,-9,,0.1275258
China,1921,-9,1504,77,20564,464864,-9,,0.1288543
China,1922,-9,1566,30,21204,466214,-9,,0.1363642
China,1923,-9,1628,30,24629,467568,-9,,0.1471833
China,1924,-9,1700,30,25871,468926,-9,,0.1628955
China,1925,177669,1700,30,24357,470288,-9,,0.138325
China,1926,-9,1700,30,23167,471654,-9,,0.1622968
China,1927,64307,1700,30,24306,470852,-9,,0.1321129
China,1928,105698,1700,30,25246,474787,15212,,0.1267741
China,1929,111605,1700,20,25620,478830,15444,,0.1266302
China,1930,101852,1700,15,26302,482917,15688,,0.1258848
China,1931,73381,1700,15,27542,487039,15915,,0.1254375
China,1932,75541,1700,20,26700,491197,16208,,0.1255073
China,1933,108653,1700,35,28759,495390,16340,,0.1225847
China,1934,137458,1700,50,33136,499618,16762,,0.1200218
China,1935,146954,1700,50,36618,503883,17308,,0.1109026
China,1936,148278,1700,50,40515,508185,17890,,0.1111516
China,1937,407941,2000,40,34815,512523,18408,,0.1172409
China,1938,103151,900,52,29424,516898,19066,,0.093207
China,1939,173755,1488,62,35578,521310,19770,,0.0970519
China,1940,217589,2036,45,45580,525760,20552,,0.0926302
China,1941,244000,2584,63,56669,530248,21403,,0.0986568
China,1942,61724,3132,96,60114,534774,22583,,0.0988685
China,1943,331806,3680,70,51545,539339,23839,,0.099892
China,1944,195582,4228,40,51968,543943,25352,,0.0974234
China,1945,228612,4775,48,27135,548586,27040,,0.093496
China,1946,789300,4158,60,16888,553269,28901,,0.1327105
China,1947,257474,4015,70,18187,557992,31118,,0.1192198
China,1948,214176,3690,76,13078,562755,33699,,0.1150552
China,1949,2030000,2570,158,33138,567559,35148,,0.1040504
China,1950,2558000,4000,606,29555,571889,37965,4.34,0.1184953
China,1951,3094000,3000,896,38184,577290,38145,4.34,0.1036244
China,1952,2709000,3026,1349,47919,582218,38325,4.34,0.096398
China,1953,2538205,3052,1774,49996,590820,38505,4.34,0.0951003
China,1954,2538205,3078,2225,59826,600149,38685,4.34,0.0943573
China,1955,2575000,3000,2853,71024,609005,38865,3.95,0.0913439
China,1956,5539170,3130,4465,79681,617789,39045,3.95,0.0981378
China,1957,6219080,3156,5350,94784,626818,39225,3.95,0.0995304
China,1958,5894070,3182,8000,195916,636335,48113,3.95,0.1084182
China,1959,6612470,3208,13870,268826,646515,57000,3.95,0.1169668
China,1960,6727610,3234,18660,291769,657492,65888,3.93,0.1192724
China,1961,7953200,2200,8700,206584,669392,74775,3.93,0.1049435
China,1962,9329700,2300,6670,165194,682357,83663,3.93,0.103609
China,1963,10690350,2500,7620,163828,696552,92550,3.93,0.1071027
China,1964,12851090,2750,9640,165087,712142,93170,3.93,0.1100296
China,1965,13787580,2400,12230,180888,729191,92520,2.42,0.1088898
China,1966,15931440,2600,15320,199598,747754,93940,2.42,0.1096543
China,1967,16389240,2710,10290,166258,767672,95440,2.42,0.1055841
China,1968,17856960,2800,9040,251184,788508,95870,2.42,0.1059294
China,1969,20299920,2830,13330,309825,809669,95300,2.42,0.1081834
China,1970,23775520,2850,17790,453534,830675,97851,2.21,0.1126595
China,1971,21600000,2970,21320,507422,851419,100470,2.21,0.1131756
China,1972,22500000,3040,23380,537957,871854,103640,2.21,0.1129567
China,1973,24500000,3250,25220,558491,891632,106090,2.21,0.1134221
China,1974,26800000,4300,21120,569099,910367,107750,2.21,0.1169184
China,1975,28500000,4300,23900,654516,927808,111050,3.9,0.1186844
China,1976,31700000,4300,20460,676074,943793,113010,3.9,0.1176553
China,1977,32700000,4300,23740,736859,958438,115150,3.9,0.1182982
China,1978,35000000,4500,31780,821876,972138,119290,3.9,0.1209893
China,1979,30000000,4600,34480,841890,985467,129400,3.9,0.1198492
China,1980,28500000,4650,37120,828495,998877,134470,4.53,0.1194986
China,1981,30500000,4750,35600,822768,1012409,143320,4.53,0.1198696
China,1982,33000000,4350,37160,889866,1026029,143760,4.53,0.1188427
China,1983,34500000,4100,40020,938367,1040000,153861,4.53,0.1190423
China,1984,23850000,4100,43470,1014707,1054667,156125,4.53,0.1160934
China,1985,6350000,4100,46790,1096194,1070175,158449,5.04,0.1135258
China,1986,5830000,4030,52200,1151162,1086773,160817,5.04,0.1139638
China,1987,5640000,3530,56280,1224456,1104193,163229,5.04,0.1115829
China,1988,5860000,3780,59430,1302601,1121980,165686,5.04,0.1128983
China,1989,6670000,3900,61590,1331953,1139209,168187,5.04,0.1144659
China,1990,6060000,3500,66350,1380815,1155305,170707,3.78,0.1118991
China,1991,18790000,3200,71000,1432697,1170038,173264,3.78,0.1186119
China,1992,24300000,3160,80940,1484432,1183568,175824,3.78,0.1238766
China,1993,27400000,3030,89539,1568944,1196167,227403,3.78,0.1317843
China,1994,28945000,2930,92613,1658864,1208278,278981,3.78,0.1370905
China,1995,32929000,2930,95360,1779017,1220224,330560,3.54,0.1429278
China,1996,36176000,2650,101237,1851891,1232083,382139,3.54,0.1464795
China,1997,36551000,2600,108911,1829999,1243738,433717,3.54,0.1492361
China,1998,38191000,2600,114588,1732871,1255698,485296,3.54,0.154259
China,1999,39889000,2400,123954,1808845,1266838,536874,3.54,0.1576226
China,2000,42000000,2810,127236,1872095,1277558,588453,4.16,0.1623998
China,2001,46049000,2310,150906,1914161,1271850,612933,4.16,0.1654946
China,2002,68963000,2270,182249,2023332,1295322,294634,,0.152607
China,2003,75500000,2250,222336,2458728,1302810,307049,,0.1601365
China,2004,84303000,2253,272798,2861534,1310414,319782,,0.1681193
China,2005,29873000,2255,355790,3137042,1318177,334517,,0.1713495
China,2006,35223000,2255,421024,3468714,1326146,347428,,0.1787783
China,2007,46174000,2255,489712,3706324,1334344,360866,,0.185799
China,2008,60187000,2105,512339,3857902,1342733,376397,,0.1893755
China,2009,70381000,2185,577070,4197495,1351248,391335,,0.2081897
China,2010,76361000,2285,638743,4529730,1359821,407821,,0.2069878
China,2011,90221000,2285,683883,5043897,1368440,423604,,0.2122435
China,2012,102643000,2285,731040,5333707,1377065,440254,,0.2181166
India,1947,218680,311,1277,33752,344367,19740,,0.0528381
India,1948,275196,321,1277,34071,349430,20631,,0.0524505
India,1949,503918,331,1374,36994,353832,21562,,0.0514099
India,1950,366073,341,1461,22425,358293,22534,2.39,0.0495623
India,1951,383874,351,1524,23340,363439,23574,2.39,0.0489489
India,1952,390843,361,1603,24786,369591,24614,2.39,0.0468616
India,1953,403943,371,1531,25122,376079,25724,2.39,0.046692
India,1954,412961,381,1712,26556,382923,26885,2.39,0.0464947
India,1955,401830,391,1732,31419,390149,28098,2.66,0.0451643
India,1956,443282,400,1766,33149,397776,29366,2.66,0.0451881
India,1957,554630,445,1742,37195,405825,30691,2.66,0.0457935
India,1958,586373,490,1842,38940,414317,32075,2.66,0.0463424
India,1959,564644,535,2473,40882,423274,33523,2.66,0.0468705
India,1960,579971,535,3286,45351,432703,35036,3.18,0.0460935
India,1961,638173,775,4084,49002,442372,36652,3.18,0.0487279
India,1962,909968,800,5149,53233,452212,38268,3.18,0.0491182
India,1963,1530052,1083,5885,57526,462027,38423,3.18,0.0514587
India,1964,1689445,1215,6033,57276,472132,38579,3.18,0.0516669
India,1965,1804170,1220,6470,63354,482530,38734,3.27,0.0520336
India,1966,1943245,1400,6660,66585,493209,38890,3.27,0.0520545
India,1967,1258579,1420,6440,71607,504162,39045,3.27,0.0507057
India,1968,1347555,1480,6495,95064,515414,39200,3.27,0.0507525
India,1969,1424750,1510,6514,97862,526986,39356,3.27,0.0502896
India,1970,1507870,1550,6286,148963,554911,43068,3.76,0.0523158
India,1971,1924810,1560,6376,153174,551226,46779,3.76,0.0526029
India,1972,2133921,1590,6907,158925,563680,55248,3.76,0.0542265
India,1973,2161844,1620,7354,164034,576419,57236,3.76,0.054161
India,1974,2473833,1620,6740,170687,589442,59304,3.76,0.0535868
India,1975,2660197,1670,7925,183353,602748,61453,3.66,0.0545971
India,1976,2878683,1440,9313,191451,616333,64047,3.66,0.0536123
India,1977,3109509,1270,9895,200416,630195,66749,3.66,0.0530677
India,1978,3535459,1300,10024,205304,644329,69566,3.66,0.0532396
India,1979,4023901,1286,10004,212871,658730,70179,3.66,0.0528225
India,1980,4560701,1104,9428,224048,673388,70792,3.15,0.0517067
India,1981,5022113,1104,10697,237148,688320,71405,3.15,0.0519681
India,1982,5278087,1120,10920,253780,703572,82455,3.15,0.0542096
India,1983,5682888,1104,10139,271839,719091,86256,3.15,0.0543789
India,1984,6907034,1120,10348,276998,734872,89909,3.15,0.0544874
India,1985,6330000,1260,11187,301977,750911,93984,2.98,0.0560164
India,1986,7970000,1260,11058,324709,767199,98599,2.98,0.056726
India,1987,9650000,1260,12262,346548,783730,103214,2.98,0.057612
India,1988,9590000,1360,13019,367187,800496,107829,2.98,0.058537
India,1989,8940000,1260,15522,391844,817488,112444,2.98,0.0595363
India,1990,10100000,1260,16479,420570,834697,117059,2.67,0.0597824
India,1991,8070000,1260,17577,445553,851661,121673,2.67,0.0623174
India,1992,6700000,1260,18723,471446,867818,124410,2.67,0.0633383
India,1993,7000000,1260,18616,485483,883910,129743,2.67,0.0634404
India,1994,7638000,1260,19282,508494,899953,135077,2.67,0.063807
India,1995,9992000,1260,22003,541381,915971,140410,2.47,0.0649917
India,1996,12079000,1260,23753,570112,939540,145743,2.47,0.066082
India,1997,12805000,1260,24415,591421,955220,151077,2.47,0.0662212
India,1998,13594000,1300,23480,605022,982223,156410,2.47,0.067516
India,1999,13895000,1300,24296,651232,998056,161743,2.47,0.0679565
India,2000,14765000,1303,26924,712377,1013662,167077,2.37,0.0686802
India,2001,14167000,1263,27291,757665,1034931,172410,2.37,0.0697572
India,2002,13749000,1298,28814,783427,1076706,163082,,0.0728211
India,2003,15508000,1325,31779,819389,1093787,167555,,0.0732545
India,2004,19821000,1325,32626,863524,1110626,173383,,0.0736726
India,2005,21726000,1325,45780,902969,1127144,179092,,0.0759481
India,2006,22428000,1325,49450,958340,1143289,184383,,0.0762368
India,2007,26513000,1316,53468,1031624,1159095,190755,,0.0771214
India,2008,31540000,1288,57791,1097995,1174662,196730,,0.07803
India,2009,38278000,1281,63527,1188056,1190138,202269,,0.0807002
India,2010,30865000,1325,68976,1232691,1205625,209511,,0.0794719
India,2011,36115000,1325,73590,1296639,1221156,215769,,0.0803661
India,2012,33404000,1325,77264,1385461,1236687,223768,,0.0808987
Pakistan,1947,0,275,0,6,70050,3054,,0.0114418
Pakistan,1948,107414,265,2,354,71560,3237,,0.0118022
Pakistan,1957,149428,206,12,2562,88691,5458,4.47,0.0099478
Pakistan,1958,161365,223,10,2841,90915,5784,4.47,0.0101953
Pakistan,1956,165830,190,11,2635,86522,5150,4.47,0.0097849
Pakistan,1959,183490,223,11,2645,93195,6130,4.47,0.0102721
Pakistan,1949,187161,256,5,537,73070,3430,,0.0113594
Pakistan,1962,196440,249,11,4608,104237,7309,3.58,0.0105211
Pakistan,1950,199398,246,3,1704,74620,3635,4.31,0.0112781
Pakistan,1960,204175,223,12,3493,98737,6496,3.58,0.0103055
Pakistan,1961,205858,243,12,3670,101452,6885,3.58,0.0105615
Pakistan,1954,212349,208,10,2028,82342,4585,4.31,0.0100738
Pakistan,1963,215182,270,12,7146,107099,7732,3.58,0.0107416
Pakistan,1955,235629,199,11,2012,84406,4860,4.47,0.0098826
Pakistan,1951,244578,237,3,2145,76448,3859,4.31,0.0109415
Pakistan,1953,246233,218,11,2132,80408,4327,4.31,0.0102736
Pakistan,1964,252087,275,12,8066,110040,8194,3.58,0.0108625
Pakistan,1952,282563,227,8,2215,78364,4083,4.31,0.0103833
Pakistan,1965,428512,277,13,8685,113061,8217,3.55,0.0111278
Pakistan,1972,456660,350,0,16013,64298,10272,3.73,0.0080927
Pakistan,1967,466181,351,90,9368,119082,8262,3.55,0.0112671
Pakistan,1973,469782,466,0,16730,66879,10925,3.73,0.0089288
Pakistan,1968,483242,357,100,-9,122212,8284,3.55,0.0130824
Pakistan,1966,538477,300,13,8786,116032,8239,3.55,0.0110982
Pakistan,1969,539405,390,100,-9,125426,8307,3.55,0.0132835
Pakistan,1974,599192,395,0,17458,68924,11340,3.73,0.0084068
Pakistan,1970,601336,390,100,-9,128724,8763,3.73,0.0133112
Pakistan,1971,727215,404,100,-9,62425,9219,3.73,0.0098727
Pakistan,1975,748687,502,0,17770,71033,11987,4.12,0.0092087
Pakistan,1976,803232,604,0,17981,73205,12493,4.12,0.0099329
Pakistan,1977,878485,588,0,19094,75444,13020,4.12,0.0099502
Pakistan,1978,987879,518,0,20642,77752,13515,4.12,0.0094953
Pakistan,1979,1278687,544,0,21402,80130,14085,4.12,0.009746
Pakistan,1980,1543899,467,0,23639,82581,14927,4.02,0.0094425
Pakistan,1981,1648765,560,0,25674,85118,14783,4.02,0.0099096
Pakistan,1983,1871223,479,110,27798,90617,16023,4.02,0.0096131
Pakistan,1984,1956889,479,500,29107,93499,16637,4.02,0.009681
Pakistan,1985,2067000,483,720,31389,96472,17317,3.71,0.0098947
Pakistan,1982,2201222,588,0,27911,87825,15379,4.02,0.0102789
Pakistan,1986,2270000,483,710,32549,99539,17849,3.71,0.009913
Pakistan,1988,2380000,481,760,36763,105970,18974,3.71,0.0099851
Pakistan,2001,2395000,620,1100,64518,142350,34203,3.05,0.0132578
Pakistan,2000,2522000,612,950,58775,156483,33190,3.05,0.0132489
Pakistan,1987,2580000,481,710,33973,102705,18403,3.71,0.0099864
Pakistan,1989,2580000,520,660,38853,109140,19562,3.71,0.0104514
Pakistan,2002,2687000,620,970,72472,149694,29686,,0.0136299
Pakistan,1990,2910000,550,780,41634,112404,20169,3.18,0.0106825
Pakistan,2003,3129000,620,1000,82898,152420,30697,,0.0137693
Pakistan,1991,3230000,565,870,44072,115766,20794,3.18,0.011441
Pakistan,1993,3300000,580,992,47520,122795,22814,3.18,0.0121356
Pakistan,2004,3338000,620,1145,89139,155151,31743,,0.013862
Pakistan,1999,3523000,590,900,58868,152331,32208,3.45,0.0132955
Pakistan,1994,3585000,580,1000,49925,126467,24277,3.18,0.0123135
Pakistan,1992,3600000,580,853,45950,119229,21438,3.18,0.0119537
Pakistan,1995,3642000,580,950,48977,129871,25835,3.45,0.0123978
Pakistan,1996,3652000,580,900,53316,134146,27493,3.45,0.0125958
Pakistan,2009,3811000,617,800,93237,170094,38910,,0.013952
Pakistan,1997,3916000,610,900,54221,138150,29257,3.45,0.0130212
Pakistan,2005,4067000,619,825,91051,157971,33739,,0.0140777
Pakistan,1998,4078000,590,900,56015,148166,31134,3.45,0.0133794
Pakistan,2006,4156000,619,1040,91979,160906,34889,,0.0141407
Pakistan,2008,4422000,619,1000,95152,167008,37627,,0.0141299
Pakistan,2007,4530000,619,1090,97255,163928,36387,,0.0142811
Pakistan,2011,5468000,617,850,94681,176166,41917,,0.0141912
Pakistan,2010,5599000,617,800,92562,173149,40238,,0.0140587
Pakistan,2012,5814000,642,1631,96717,179160,43352,,0.0145536
North Korea,1948,0,200,115,1204,9369,453,,0.0036134
North Korea,1949,-9,60,144,2830,9620,468,,0.0024644
North Korea,1950,-9,120,38,170,9488,473,1.79,0.0026702
North Korea,1951,-9,100,0,230,9086,480,1.79,0.0022304
North Korea,1952,-9,211,0,231,8821,501,1.79,0.0031201
North Korea,1953,-9,260,4,547,8698,525,1.79,0.0035673
North Korea,1954,-9,280,56,1735,8711,548,1.79,0.0038194
North Korea,1955,-9,300,137,2806,8848,568,4.51,0.0040766
North Korea,1956,-9,320,189,3387,9296,586,4.51,0.004441
North Korea,1957,-9,340,277,4281,9412,603,4.51,0.0048034
North Korea,1958,2210054,360,365,5908,9780,619,4.51,0.0078215
North Korea,1959,-9,380,451,7529,10162,636,4.51,0.0056039
North Korea,1960,200000,400,641,9079,10525,653,4.39,0.0051981
North Korea,1961,225000,390,776,10068,10851,686,4.39,0.0053248
North Korea,1962,250000,380,1050,11514,11142,715,4.39,0.0052482
North Korea,1963,280000,352,1022,12291,11418,749,4.39,0.0048552
North Korea,1964,300000,362,1132,13147,11716,792,4.39,0.004877
North Korea,1965,350000,378,1230,16466,12061,859,6.21,0.0052645
North Korea,1966,350000,383,1300,17832,12457,919,6.21,0.0050234
North Korea,1967,470000,383,1450,19549,12889,988,6.21,0.0050789
North Korea,1968,610000,410,1750,22540,13345,1063,6.21,0.0053507
North Korea,1969,615000,410,2000,24379,13808,1151,6.21,0.0053276
North Korea,1970,700000,438,2200,26522,14263,1261,3.03,0.0055678
North Korea,1971,762646,450,2400,40169,14706,1380,3.03,0.0060176
North Korea,1972,523333,460,2500,33389,15140,1515,3.03,0.0056831
North Korea,1973,608292,470,2630,36408,15556,1655,3.03,0.0057453
North Korea,1974,759512,470,2700,37865,15945,1802,3.03,0.0056933
North Korea,1975,879268,470,5200,39904,16301,1969,1.49,0.0064874
North Korea,1976,1003962,500,5300,41130,16621,2133,1.49,0.0067056
North Korea,1977,1033658,520,5400,42798,16907,2292,1.49,0.0069031
North Korea,1978,1143902,632,5500,45780,17168,2457,1.49,0.0075166
North Korea,1979,1250244,692,5700,46603,17418,2624,1.49,0.0078503
North Korea,1980,1416585,700,5800,48300,17666,2792,1.76,0.0079965
North Korea,1981,1681008,768,5500,48699,17916,2980,1.76,0.0083327
North Korea,1982,1775987,782,5800,50118,18168,3185,1.76,0.0086549
North Korea,1983,1915982,784,6100,53643,18423,3401,1.76,0.0087885
North Korea,1984,5200000,784,6500,57923,18681,3622,1.76,0.0093353
North Korea,1985,4196000,784,6500,62130,18942,3863,1.74,0.0092005
North Korea,1986,3870000,838,6500,66698,19207,5309,1.74,0.0095736
North Korea,1987,4220000,838,6700,72863,19479,6755,1.74,0.0098441
North Korea,1988,4620000,842,6800,83019,19760,6880,1.74,0.0098708
North Korea,1989,4200000,1040,7300,86864,20054,7008,1.74,0.0112662
North Korea,1990,5230000,1200,8000,90506,20363,7142,1.62,0.0124795
North Korea,1991,5450000,1200,8000,92688,20687,7279,1.62,0.0134384
North Korea,1992,5500000,1200,8100,91923,21025,7518,1.62,0.0139724
North Korea,1993,5300000,1100,8100,93707,21375,7640,1.62,0.0134994
North Korea,1994,5660000,1100,1600,92811,21734,7764,1.62,0.0120823
North Korea,1995,5232000,1100,600,92915,22097,7857,1.2,0.0117834
North Korea,1996,5559000,1100,600,91933,22466,7951,1.2,0.0119597
North Korea,1997,2273000,1100,600,85666,22837,8047,1.2,0.0112881
North Korea,1998,2086000,1000,300,24905,23348,8143,1.2,0.0099503
North Korea,1999,2100000,1000,300,27413,23702,8241,1.2,0.0099196
North Korea,2000,2091000,1055,300,29306,24039,8337,0.71,0.0103019
North Korea,2001,2049000,1082,300,30417,23149,8433,0.71,0.0109798
North Korea,2002,-9,1082,300,29179,23248,4684,,0.012353
North Korea,2003,-9,1082,300,29907,23449,4688,,0.0123697
North Korea,2004,-9,1094,300,30616,23639,4691,,0.012528
North Korea,2005,-9,1106,300,32027,23813,4695,,0.0127006
North Korea,2006,-9,1106,300,32512,23970,4698,,0.0127492
North Korea,2007,-9,1106,300,27405,24112,4702,,0.0127626
North Korea,2008,-9,1106,300,30261,24244,4706,,0.0125982
North Korea,2009,-9,1106,250,30051,24372,4710,,0.0123732
North Korea,2010,-9,1106,250,28449,24501,4714,,0.0121817
North Korea,2011,-9,1190,250,20767,24631,4718,,0.0131622
North Korea,2012,-9,1190,1280,20990,24763,4722,,0.0132601
