OID,Country or Area,Year,Description,Magnitude,Value
17661...ZF...,ICELAND,2004,GOVERNMENT BOND YIELD - 10 YEAR IND.,PERCENT PER ANNU,3.87667
17861...ZF...,IRELAND,2004,GOVERNMENT BOND YIELD,PERCENT PER ANNU,4.07667
13661B..ZF...,ITALY,2004,GOVT BOND YIELD: MEDIUM-TERM,PERCENT PER ANNU,3.33918
13661...ZF...,ITALY,2004,GOVERNMENT BOND YIELD,PERCENT PER ANNU,4.25833
15861...ZF...,JAPAN,2004,GOVENMENT BOND YIELD,PERCENT PER ANNU,1.49917
54261...ZF...,"KOREA, REPUBLIC OF",2004,"YLD.ON NAT'L HOUSING BONDS,1&2",PERCENT PER ANNU,4.45333
94161...ZF...,LATVIA,2004,GOVERNMENT BOND YIELD,PERCENT PER ANNU,4.8575
94661...ZF...,LITHUANIA,2004,GOVERNMENT BOND YIELD,PERCENT PER ANNU,4.5025
13761...ZF...,LUXEMBOURG,2004,GOVERNMENT BOND YIELD,PERCENT PER ANNU,4.185
54861...ZF...,MALAYSIA,2004,GOVERNMENT BONDS 5 YEARS,PERCENT PER ANNU,4.08767
18161...ZF...,MALTA,2004,GOVERNMENT BOND YIELD,PERCENT PER ANNU,4.685
27361...ZF...,MEXICO,2004,GOVERNMENT BOND YIELD,PERCENT PER ANNU,9.53833
68661A..ZF...,MOROCCO,2004,5 YEAR TREASURY BOND YIELD,PERCENT PER ANNU,4.255
68661...ZF...,MOROCCO,2004,15 YEAR TREASURY BOND YIELD,PERCENT PER ANNU,5.6675
51861...ZF...,MYANMAR,2004,GOVERNMENT BOND YIELD,PERCENT PER ANNU,9
72861...ZF...,NAMIBIA,2004,GOVERNMENT BOND YIELD,PERCENT PER ANNU,12.1071
55861...ZF...,NEPAL,2004,GOVT. SECURITIES DEV.-BONDS,PERCENT PER ANNU,6.625
13861...ZF...,NETHERLANDS,2004,GOVERNMENT BOND YIELD,PERCENT PER ANNU,4.09417
35361...ZF...,NETHERLANDS ANTILLES,2004,GOVT.BONDS YIELD(MEDIUM&LONG),PERCENT PER ANNU,7.09167
19661...ZF...,NEW ZEALAND,2004,GOVERNMENT BOND YIELD,PERCENT PER ANNU,5.97885
14261...ZF...,NORWAY,2004,GOVERNMENT BOND YIELD,PERCENT PER ANNU,3.6
56461...ZF...,PAKISTAN,2004,GOVERNMENT BOND YIELD,PERCENT PER ANNU,4.63017
56661...ZF...,PHILIPPINES,2004,GOVERNMENT BOND YIELD,PERCENT PER ANNU,10.27
96461...ZF...,POLAND,2004,GOVERNMENT BOND YIELD,PERCENT PER ANNU,6.89667
18261...ZF...,PORTUGAL,2004,GOVERNMENT BOND YIELD,PERCENT PER ANNU,4.14333
86261...ZF...,SAMOA,2004,GOVERNMENT BOND YIELD (7 YRS),PERCENT PER ANNU,13.5
71861...ZF...,SEYCHELLES,2004,GOVERNMENT BOND RATE,PERCENT PER ANNU,6.58
93661...ZF...,SLOVAK REPUBLIC,2004,GOVT.BOND YIELD,PERCENT PER ANNU,5.02583
96161...ZF...,SLOVENIA,2004,GOVERNMENT BOND YIELD,PERCENT PER ANNU,4.68333
81361...ZF...,SOLOMON ISLANDS,2004,COUPON RATE ON L.T.DEVELPT BONDS,PERCENT PER ANNU,4.59654
19961...ZF...,SOUTH AFRICA,2004,GOVERNMENT BOND YIELD,PERCENT PER ANNU,9.52667
18461...ZF...,SPAIN,2004,GOVERNMENT BOND YIELD,PERCENT PER ANNU,4.1025
14461...ZF...,SWEDEN,2004,GOVERNMENT BOND YIELD,PERCENT PER ANNU,4.425
14661...ZF...,SWITZERLAND,2004,GOVERNMENT BOND YIELD,PERCENT PER ANNU,2.38
57861...ZF...,THAILAND,2004,GOVERNMENT BOND YIELD,PERCENT PER ANNU,4.8622
11261A..ZF...,UNITED KINGDOM,2004,GOVT BOND YIELD: SHORT-TERM,PERCENT PER ANNU,4.81333
11261...ZF...,UNITED KINGDOM,2004,GOVT BOND YIELD: LONG-TERM,PERCENT PER ANNU,4.92583
11161A..ZF...,UNITED STATES,2004,GOVT BOND YIELD: 3 YEAR,PERCENT PER ANNU,2.78
11161...ZF...,UNITED STATES,2004,GOVT BOND YIELD: 10 YEAR,PERCENT PER ANNU,4.27417
84661...ZF...,VANUATU,2004,GOVT. BOND YIELD RATE,PERCENT PER ANNU,8.5
29961...ZF...,"VENEZUELA, REP. BOL.",2004,GOVERNMENT BOND YIELD,PERCENT PER ANNU,15.5683
91161...ZF...,ARMENIA,2005,GOVERNMENT BOND YIELD,PERCENT PER ANNU,5.18325
19361A..ZF...,AUSTRALIA,2005,TREASURY BONDS: 3 YEARS,PERCENT PER ANNU,5.26875
19361...ZF...,AUSTRALIA,2005,TREASURY BONDS: 15 YEARS,PERCENT PER ANNU,5.32042
12261...ZF...,AUSTRIA,2005,GOVERNMENT BOND YIELD,PERCENT PER ANNU,3.38667
12461...ZF...,BELGIUM,2005,GOVERNMENT BOND YIELD,PERCENT PER ANNU,3.42833
61661...ZF...,BOTSWANA,2005,GOV. BONDS: 10 YEARS,PERCENT PER ANNU,9.49
91861...ZF...,BULGARIA,2005,GOVERNMENT BOND YEILD,PERCENT PER ANNU,3.87417
15661A..ZF...,CANADA,2005,GOVT BOND YIELD 3-5 YEARS,PERCENT PER ANNU,3.50417
15661...ZF...,CANADA,2005,GOVERNMENT BOND YIELD > 10 YRS.,PERCENT PER ANNU,4.38583
42361...ZF...,CYPRUS,2005,GOVT. BOND YIELD,PERCENT PER ANNU,5.16167
93561...ZF...,CZECH REPUBLIC,2005,GOVERNMENT BOND YIELD,PERCENT PER ANNU,3.61
12861A..ZF...,DENMARK,2005,MORTGAGE BOND YIELD,PERCENT PER ANNU,4.58771
12861...ZF...,DENMARK,2005,GOVERNMENT BOND YIELD,PERCENT PER ANNU,3.40417
93961...ZF...,ESTONIA,2005,LONG-TERM LOAN RATE,PERCENT PER ANNU,3.9825
64461...ZF...,ETHIOPIA,2005,GOVERNMENT BOND YIELD,PERCENT PER ANNU,3.97619
16361...ZF...,EURO AREA,2005,GOVERNMENT BOND YIELD,PERCENT PER ANNU,3.44087
81961...ZF...,FIJI,2005,AVG SHT TRM GOVT BONDS RATE,PERCENT PER ANNU,2.76068
17261...ZF...,FINLAND,2005,GOVERNMENT BOND YIELD,PERCENT PER ANNU,3.35167
13261...ZF...,FRANCE,2005,GOVERNMENT BOND YIELD,PERCENT PER ANNU,3.41
13461...ZF...,GERMANY,2005,GOVERNMENT BOND YIELD,PERCENT PER ANNU,3.35333
65261...ZF...,GHANA,2005,GOVERNMENT BOND YIELD,PERCENT PER ANNU,20.5375
17461...ZF...,GREECE,2005,GOVERNMENT BOND YIELD,PERCENT PER ANNU,3.585
26861...ZF...,HONDURAS,2005,GOVERNMENT BOND YIELD,PERCENT PER ANNU,11.3158
94461...ZF...,HUNGARY,2005,GOVERNMENT BOND YIELD,PERCENT PER ANNU,6.59917
17661...ZF...,ICELAND,2005,GOVERNMENT BOND YIELD - 10 YEAR IND.,PERCENT PER ANNU,3.68016
17861...ZF...,IRELAND,2005,GOVERNMENT BOND YIELD,PERCENT PER ANNU,3.32917
13661B..ZF...,ITALY,2005,GOVT BOND YIELD: MEDIUM-TERM,PERCENT PER ANNU,2.9011
13661...ZF...,ITALY,2005,GOVERNMENT BOND YIELD,PERCENT PER ANNU,3.555
15861...ZF...,JAPAN,2005,GOVENMENT BOND YIELD,PERCENT PER ANNU,1.35958
54261...ZF...,"KOREA, REPUBLIC OF",2005,"YLD.ON NAT'L HOUSING BONDS,1&2",PERCENT PER ANNU,4.6625
94161...ZF...,LATVIA,2005,GOVERNMENT BOND YIELD,PERCENT PER ANNU,3.875
94661...ZF...,LITHUANIA,2005,GOVERNMENT BOND YIELD,PERCENT PER ANNU,3.69833
13761...ZF...,LUXEMBOURG,2005,GOVERNMENT BOND YIELD,PERCENT PER ANNU,3.36583
54861...ZF...,MALAYSIA,2005,GOVERNMENT BONDS 5 YEARS,PERCENT PER ANNU,3.56817
18161...ZF...,MALTA,2005,GOVERNMENT BOND YIELD,PERCENT PER ANNU,4.555
27361...ZF...,MEXICO,2005,GOVERNMENT BOND YIELD,PERCENT PER ANNU,9.4175
68661A..ZF...,MOROCCO,2005,5 YEAR TREASURY BOND YIELD,PERCENT PER ANNU,3.97167
68661...ZF...,MOROCCO,2005,15 YEAR TREASURY BOND YIELD,PERCENT PER ANNU,5.35083
51861...ZF...,MYANMAR,2005,GOVERNMENT BOND YIELD,PERCENT PER ANNU,9
72861...ZF...,NAMIBIA,2005,GOVERNMENT BOND YIELD,PERCENT PER ANNU,10.885
55861...ZF...,NEPAL,2005,GOVT. SECURITIES DEV.-BONDS,PERCENT PER ANNU,6.5
13861...ZF...,NETHERLANDS,2005,GOVERNMENT BOND YIELD,PERCENT PER ANNU,3.37417
35361...ZF...,NETHERLANDS ANTILLES,2005,GOVT.BONDS YIELD(MEDIUM&LONG),PERCENT PER ANNU,6.45833
19661...ZF...,NEW ZEALAND,2005,GOVERNMENT BOND YIELD,PERCENT PER ANNU,5.97596
14261...ZF...,NORWAY,2005,GOVERNMENT BOND YIELD,PERCENT PER ANNU,3.28
56461...ZF...,PAKISTAN,2005,GOVERNMENT BOND YIELD,PERCENT PER ANNU,6.19175
85361...ZF...,PAPUA NEW GUINEA,2005,INSCRIBED STOCK,PERCENT PER ANNU,7.995
56661...ZF...,PHILIPPINES,2005,GOVERNMENT BOND YIELD,PERCENT PER ANNU,8.66
96461...ZF...,POLAND,2005,GOVERNMENT BOND YIELD,PERCENT PER ANNU,5.21833
18261...ZF...,PORTUGAL,2005,GOVERNMENT BOND YIELD,PERCENT PER ANNU,3.4375
92261...ZF...,RUSSIAN FEDERATION,2005,GOVERNMENT BOND YIELD,PERCENT PER ANNU,7.84333
86261...ZF...,SAMOA,2005,GOVERNMENT BOND YIELD (7 YRS),PERCENT PER ANNU,13.5
71861...ZF...,SEYCHELLES,2005,GOVERNMENT BOND RATE,PERCENT PER ANNU,6
93661...ZF...,SLOVAK REPUBLIC,2005,GOVT.BOND YIELD,PERCENT PER ANNU,3.52167
96161...ZF...,SLOVENIA,2005,GOVERNMENT BOND YIELD,PERCENT PER ANNU,3.80667
81361...ZF...,SOLOMON ISLANDS,2005,COUPON RATE ON L.T.DEVELPT BONDS,PERCENT PER ANNU,2.99354
19961...ZF...,SOUTH AFRICA,2005,GOVERNMENT BOND YIELD,PERCENT PER ANNU,8.06667
18461...ZF...,SPAIN,2005,GOVERNMENT BOND YIELD,PERCENT PER ANNU,3.3875
14461...ZF...,SWEDEN,2005,GOVERNMENT BOND YIELD,PERCENT PER ANNU,3.38333
14661...ZF...,SWITZERLAND,2005,GOVERNMENT BOND YIELD,PERCENT PER ANNU,1.96
57861...ZF...,THAILAND,2005,GOVERNMENT BOND YIELD,PERCENT PER ANNU,5.00167
11261A..ZF...,UNITED KINGDOM,2005,GOVT BOND YIELD: SHORT-TERM,PERCENT PER ANNU,4.37667
11261...ZF...,UNITED KINGDOM,2005,GOVT BOND YIELD: LONG-TERM,PERCENT PER ANNU,4.45833
11161A..ZF...,UNITED STATES,2005,GOVT BOND YIELD: 3 YEAR,PERCENT PER ANNU,3.925
11161...ZF...,UNITED STATES,2005,GOVT BOND YIELD: 10 YEAR,PERCENT PER ANNU,4.29
84661...ZF...,VANUATU,2005,GOVT. BOND YIELD RATE,PERCENT PER ANNU,8.5
29961...ZF...,"VENEZUELA, REP. BOL.",2005,GOVERNMENT BOND YIELD,PERCENT PER ANNU,12.9275
91161...ZF...,ARMENIA,2006,GOVERNMENT BOND YIELD,PERCENT PER ANNU,5.85693
19361A..ZF...,AUSTRALIA,2006,TREASURY BONDS: 3 YEARS,PERCENT PER ANNU,5.71458
19361...ZF...,AUSTRALIA,2006,TREASURY BONDS: 15 YEARS,PERCENT PER ANNU,5.61667
12261...ZF...,AUSTRIA,2006,GOVERNMENT BOND YIELD,PERCENT PER ANNU,3.79667
12461...ZF...,BELGIUM,2006,GOVERNMENT BOND YIELD,PERCENT PER ANNU,3.815
61661...ZF...,BOTSWANA,2006,GOV. BONDS: 10 YEARS,PERCENT PER ANNU,11.5964
91861...ZF...,BULGARIA,2006,GOVERNMENT BOND YEILD,PERCENT PER ANNU,4.18333
15661A..ZF...,CANADA,2006,GOVT BOND YIELD 3-5 YEARS,PERCENT PER ANNU,4.10083
15661...ZF...,CANADA,2006,GOVERNMENT BOND YIELD > 10 YRS.,PERCENT PER ANNU,4.29917
42361...ZF...,CYPRUS,2006,GOVT. BOND YIELD,PERCENT PER ANNU,4.13417
93561...ZF...,CZECH REPUBLIC,2006,GOVERNMENT BOND YIELD,PERCENT PER ANNU,3.68
12861A..ZF...,DENMARK,2006,MORTGAGE BOND YIELD,PERCENT PER ANNU,4.62394
12861...ZF...,DENMARK,2006,GOVERNMENT BOND YIELD,PERCENT PER ANNU,3.81167
93961...ZF...,ESTONIA,2006,LONG-TERM LOAN RATE,PERCENT PER ANNU,4.30333
64461...ZF...,ETHIOPIA,2006,GOVERNMENT BOND YIELD,PERCENT PER ANNU,4
16361...ZF...,EURO AREA,2006,GOVERNMENT BOND YIELD,PERCENT PER ANNU,3.85952
81961...ZF...,FIJI,2006,AVG SHT TRM GOVT BONDS RATE,PERCENT PER ANNU,5.75
17261...ZF...,FINLAND,2006,GOVERNMENT BOND YIELD,PERCENT PER ANNU,3.78333
13261...ZF...,FRANCE,2006,GOVERNMENT BOND YIELD,PERCENT PER ANNU,3.79667
13461...ZF...,GERMANY,2006,GOVERNMENT BOND YIELD,PERCENT PER ANNU,3.7625
65261...ZF...,GHANA,2006,GOVERNMENT BOND YIELD,PERCENT PER ANNU,16.4222
17461...ZF...,GREECE,2006,GOVERNMENT BOND YIELD,PERCENT PER ANNU,4.07
26861...ZF...,HONDURAS,2006,GOVERNMENT BOND YIELD,PERCENT PER ANNU,7.86738
94461...ZF...,HUNGARY,2006,GOVERNMENT BOND YIELD,PERCENT PER ANNU,7.11583
17661...ZF...,ICELAND,2006,GOVERNMENT BOND YIELD - 10 YEAR IND.,PERCENT PER ANNU,4.38216
17861...ZF...,IRELAND,2006,GOVERNMENT BOND YIELD,PERCENT PER ANNU,3.765
13661B..ZF...,ITALY,2006,GOVT BOND YIELD: MEDIUM-TERM,PERCENT PER ANNU,3.71039
13661...ZF...,ITALY,2006,GOVERNMENT BOND YIELD,PERCENT PER ANNU,4.04667
15861...ZF...,JAPAN,2006,GOVENMENT BOND YIELD,PERCENT PER ANNU,1.73125
54261...ZF...,"KOREA, REPUBLIC OF",2006,"YLD.ON NAT'L HOUSING BONDS,1&2",PERCENT PER ANNU,5.06583
94161...ZF...,LATVIA,2006,GOVERNMENT BOND YIELD,PERCENT PER ANNU,4.13333
94661...ZF...,LITHUANIA,2006,GOVERNMENT BOND YIELD,PERCENT PER ANNU,4.08083
13761...ZF...,LUXEMBOURG,2006,GOVERNMENT BOND YIELD,PERCENT PER ANNU,3.9175
54861...ZF...,MALAYSIA,2006,GOVERNMENT BONDS 5 YEARS,PERCENT PER ANNU,4.0065
18161...ZF...,MALTA,2006,GOVERNMENT BOND YIELD,PERCENT PER ANNU,4.31833
27361...ZF...,MEXICO,2006,GOVERNMENT BOND YIELD,PERCENT PER ANNU,8.38833
68661A..ZF...,MOROCCO,2006,5 YEAR TREASURY BOND YIELD,PERCENT PER ANNU,3.59
68661...ZF...,MOROCCO,2006,15 YEAR TREASURY BOND YIELD,PERCENT PER ANNU,4.04
51861...ZF...,MYANMAR,2006,GOVERNMENT BOND YIELD,PERCENT PER ANNU,12
72861...ZF...,NAMIBIA,2006,GOVERNMENT BOND YIELD,PERCENT PER ANNU,9.6075
55861...ZF...,NEPAL,2006,GOVT. SECURITIES DEV.-BONDS,PERCENT PER ANNU,6.125
13861...ZF...,NETHERLANDS,2006,GOVERNMENT BOND YIELD,PERCENT PER ANNU,3.78083
35361...ZF...,NETHERLANDS ANTILLES,2006,GOVT.BONDS YIELD(MEDIUM&LONG),PERCENT PER ANNU,6.75333
19661...ZF...,NEW ZEALAND,2006,GOVERNMENT BOND YIELD,PERCENT PER ANNU,6.00769
14261...ZF...,NORWAY,2006,GOVERNMENT BOND YIELD,PERCENT PER ANNU,3.93417
56461...ZF...,PAKISTAN,2006,GOVERNMENT BOND YIELD,PERCENT PER ANNU,8.46917
85361...ZF...,PAPUA NEW GUINEA,2006,INSCRIBED STOCK,PERCENT PER ANNU,8.17
56661...ZF...,PHILIPPINES,2006,GOVERNMENT BOND YIELD,PERCENT PER ANNU,7.38375
96461...ZF...,POLAND,2006,GOVERNMENT BOND YIELD,PERCENT PER ANNU,5.23167
18261...ZF...,PORTUGAL,2006,GOVERNMENT BOND YIELD,PERCENT PER ANNU,3.915
96861...ZF...,ROMANIA,2006,GOVERNMENT BOND YIELD,PERCENT PER ANNU,7.23
92261...ZF...,RUSSIAN FEDERATION,2006,GOVERNMENT BOND YIELD,PERCENT PER ANNU,6.735
86261...ZF...,SAMOA,2006,GOVERNMENT BOND YIELD (7 YRS),PERCENT PER ANNU,13.5
71861...ZF...,SEYCHELLES,2006,GOVERNMENT BOND RATE,PERCENT PER ANNU,6.89
93661...ZF...,SLOVAK REPUBLIC,2006,GOVT.BOND YIELD,PERCENT PER ANNU,4.41167
96161...ZF...,SLOVENIA,2006,GOVERNMENT BOND YIELD,PERCENT PER ANNU,3.85333
81361...ZF...,SOLOMON ISLANDS,2006,COUPON RATE ON L.T.DEVELPT BONDS,PERCENT PER ANNU,3.24354
19961...ZF...,SOUTH AFRICA,2006,GOVERNMENT BOND YIELD,PERCENT PER ANNU,7.9375
18461...ZF...,SPAIN,2006,GOVERNMENT BOND YIELD,PERCENT PER ANNU,3.785
14461...ZF...,SWEDEN,2006,GOVERNMENT BOND YIELD,PERCENT PER ANNU,3.705
14661...ZF...,SWITZERLAND,2006,GOVERNMENT BOND YIELD,PERCENT PER ANNU,2.49
57861...ZF...,THAILAND,2006,GOVERNMENT BOND YIELD,PERCENT PER ANNU,5.385
11261A..ZF...,UNITED KINGDOM,2006,GOVT BOND YIELD: SHORT-TERM,PERCENT PER ANNU,4.54333
11261...ZF...,UNITED KINGDOM,2006,GOVT BOND YIELD: LONG-TERM,PERCENT PER ANNU,4.37417
11161A..ZF...,UNITED STATES,2006,GOVT BOND YIELD: 3 YEAR,PERCENT PER ANNU,4.76917
11161...ZF...,UNITED STATES,2006,GOVT BOND YIELD: 10 YEAR,PERCENT PER ANNU,4.79167
84661...ZF...,VANUATU,2006,GOVT. BOND YIELD RATE,PERCENT PER ANNU,8.5
29961...ZF...,"VENEZUELA, REP. BOL.",2006,GOVERNMENT BOND YIELD,PERCENT PER ANNU,7.81
91161...ZF...,ARMENIA,2007,GOVERNMENT BOND YIELD,PERCENT PER ANNU,6.56222
19361A..ZF...,AUSTRALIA,2007,TREASURY BONDS: 3 YEARS,PERCENT PER ANNU,6.3275
19361...ZF...,AUSTRALIA,2007,TREASURY BONDS: 15 YEARS,PERCENT PER ANNU,6.02417
12261...ZF...,AUSTRIA,2007,GOVERNMENT BOND YIELD,PERCENT PER ANNU,4.295
12461...ZF...,BELGIUM,2007,GOVERNMENT BOND YIELD,PERCENT PER ANNU,4.32833
61661...ZF...,BOTSWANA,2007,GOV. BONDS: 10 YEARS,PERCENT PER ANNU,10.7344
91861...ZF...,BULGARIA,2007,GOVERNMENT BOND YEILD,PERCENT PER ANNU,4.53917
15661A..ZF...,CANADA,2007,GOVT BOND YIELD 3-5 YEARS,PERCENT PER ANNU,4.2125
15661...ZF...,CANADA,2007,GOVERNMENT BOND YIELD > 10 YRS.,PERCENT PER ANNU,4.335
42361...ZF...,CYPRUS,2007,GOVT. BOND YIELD,PERCENT PER ANNU,4.475
93561...ZF...,CZECH REPUBLIC,2007,GOVERNMENT BOND YIELD,PERCENT PER ANNU,4.65
12861A..ZF...,DENMARK,2007,MORTGAGE BOND YIELD,PERCENT PER ANNU,5.12417
12861...ZF...,DENMARK,2007,GOVERNMENT BOND YIELD,PERCENT PER ANNU,4.28583
93961...ZF...,ESTONIA,2007,LONG-TERM LOAN RATE,PERCENT PER ANNU,5.62833
64461...ZF...,ETHIOPIA,2007,GOVERNMENT BOND YIELD,PERCENT PER ANNU,4
16361...ZF...,EURO AREA,2007,GOVERNMENT BOND YIELD,PERCENT PER ANNU,4.33177
81961...ZF...,FIJI,2007,AVG SHT TRM GOVT BONDS RATE,PERCENT PER ANNU,6.87
17261...ZF...,FINLAND,2007,GOVERNMENT BOND YIELD,PERCENT PER ANNU,4.29255
13261...ZF...,FRANCE,2007,GOVERNMENT BOND YIELD,PERCENT PER ANNU,4.30417
13461...ZF...,GERMANY,2007,GOVERNMENT BOND YIELD,PERCENT PER ANNU,4.21667
65261...ZF...,GHANA,2007,GOVERNMENT BOND YIELD,PERCENT PER ANNU,12.7064
17461...ZF...,GREECE,2007,GOVERNMENT BOND YIELD,PERCENT PER ANNU,4.5
26861...ZF...,HONDURAS,2007,GOVERNMENT BOND YIELD,PERCENT PER ANNU,7.69902
94461...ZF...,HUNGARY,2007,GOVERNMENT BOND YIELD,PERCENT PER ANNU,6.74417
17861...ZF...,IRELAND,2007,GOVERNMENT BOND YIELD,PERCENT PER ANNU,4.30583
13661B..ZF...,ITALY,2007,GOVT BOND YIELD: MEDIUM-TERM,PERCENT PER ANNU,4.27399
13661...ZF...,ITALY,2007,GOVERNMENT BOND YIELD,PERCENT PER ANNU,4.48732
15861...ZF...,JAPAN,2007,GOVENMENT BOND YIELD,PERCENT PER ANNU,1.65292
54261...ZF...,"KOREA, REPUBLIC OF",2007,"YLD.ON NAT'L HOUSING BONDS,1&2",PERCENT PER ANNU,5.42917
94161...ZF...,LATVIA,2007,GOVERNMENT BOND YIELD,PERCENT PER ANNU,5.2825
94661...ZF...,LITHUANIA,2007,GOVERNMENT BOND YIELD,PERCENT PER ANNU,4.54583
13761...ZF...,LUXEMBOURG,2007,GOVERNMENT BOND YIELD,PERCENT PER ANNU,4.56
54861...ZF...,MALAYSIA,2007,GOVERNMENT BONDS 5 YEARS,PERCENT PER ANNU,3.57192
18161...ZF...,MALTA,2007,GOVERNMENT BOND YIELD,PERCENT PER ANNU,4.72417
27361...ZF...,MEXICO,2007,GOVERNMENT BOND YIELD,PERCENT PER ANNU,7.79333
68661A..ZF...,MOROCCO,2007,5 YEAR TREASURY BOND YIELD,PERCENT PER ANNU,3.52167
51861...ZF...,MYANMAR,2007,GOVERNMENT BOND YIELD,PERCENT PER ANNU,12
72861...ZF...,NAMIBIA,2007,GOVERNMENT BOND YIELD,PERCENT PER ANNU,10.02
55861...ZF...,NEPAL,2007,GOVT. SECURITIES DEV.-BONDS,PERCENT PER ANNU,6
13861...ZF...,NETHERLANDS,2007,GOVERNMENT BOND YIELD,PERCENT PER ANNU,4.28667
35361...ZF...,NETHERLANDS ANTILLES,2007,GOVT.BONDS YIELD(MEDIUM&LONG),PERCENT PER ANNU,7.315
19661...ZF...,NEW ZEALAND,2007,GOVERNMENT BOND YIELD,PERCENT PER ANNU,6.80758
14261...ZF...,NORWAY,2007,GOVERNMENT BOND YIELD,PERCENT PER ANNU,4.78083
56461...ZF...,PAKISTAN,2007,GOVERNMENT BOND YIELD,PERCENT PER ANNU,9.5
85361...ZF...,PAPUA NEW GUINEA,2007,INSCRIBED STOCK,PERCENT PER ANNU,8.42167
56661...ZF...,PHILIPPINES,2007,GOVERNMENT BOND YIELD,PERCENT PER ANNU,5.34025
96461...ZF...,POLAND,2007,GOVERNMENT BOND YIELD,PERCENT PER ANNU,5.48417
18261...ZF...,PORTUGAL,2007,GOVERNMENT BOND YIELD,PERCENT PER ANNU,4.42417
96861...ZF...,ROMANIA,2007,GOVERNMENT BOND YIELD,PERCENT PER ANNU,7.13833
92261...ZF...,RUSSIAN FEDERATION,2007,GOVERNMENT BOND YIELD,PERCENT PER ANNU,6.5225
71861...ZF...,SEYCHELLES,2007,GOVERNMENT BOND RATE,PERCENT PER ANNU,7.13889
93661...ZF...,SLOVAK REPUBLIC,2007,GOVT.BOND YIELD,PERCENT PER ANNU,4.49083
96161...ZF...,SLOVENIA,2007,GOVERNMENT BOND YIELD,PERCENT PER ANNU,4.52917
81361...ZF...,SOLOMON ISLANDS,2007,COUPON RATE ON L.T.DEVELPT BONDS,PERCENT PER ANNU,3.24118
19961...ZF...,SOUTH AFRICA,2007,GOVERNMENT BOND YIELD,PERCENT PER ANNU,7.985
18461...ZF...,SPAIN,2007,GOVERNMENT BOND YIELD,PERCENT PER ANNU,4.3075
14461...ZF...,SWEDEN,2007,GOVERNMENT BOND YIELD,PERCENT PER ANNU,4.1675
14661...ZF...,SWITZERLAND,2007,GOVERNMENT BOND YIELD,PERCENT PER ANNU,3.11
57861...ZF...,THAILAND,2007,GOVERNMENT BOND YIELD,PERCENT PER ANNU,4.59583
11261A..ZF...,UNITED KINGDOM,2007,GOVT BOND YIELD: SHORT-TERM,PERCENT PER ANNU,5.18
11261...ZF...,UNITED KINGDOM,2007,GOVT BOND YIELD: LONG-TERM,PERCENT PER ANNU,5.03833
11161A..ZF...,UNITED STATES,2007,GOVT BOND YIELD: 3 YEAR,PERCENT PER ANNU,4.3375
11161...ZF...,UNITED STATES,2007,GOVT BOND YIELD: 10 YEAR,PERCENT PER ANNU,4.62917
84661...ZF...,VANUATU,2007,GOVT. BOND YIELD RATE,PERCENT PER ANNU,8.58333
29961...ZF...,"VENEZUELA, REP. BOL.",2007,GOVERNMENT BOND YIELD,PERCENT PER ANNU,9.55
19361A..ZF...,AUSTRALIA,2008,TREASURY BONDS: 3 YEARS,PERCENT PER ANNU,5.6275
19361...ZF...,AUSTRALIA,2008,TREASURY BONDS: 15 YEARS,PERCENT PER ANNU,5.72833
12261...ZF...,AUSTRIA,2008,GOVERNMENT BOND YIELD,PERCENT PER ANNU,4.25917
12461...ZF...,BELGIUM,2008,GOVERNMENT BOND YIELD,PERCENT PER ANNU,4.4175
61661...ZF...,BOTSWANA,2008,GOV. BONDS: 10 YEARS,PERCENT PER ANNU,10.1892
91861...ZF...,BULGARIA,2008,GOVERNMENT BOND YEILD,PERCENT PER ANNU,5.37667
15661A..ZF...,CANADA,2008,GOVT BOND YIELD 3-5 YEARS,PERCENT PER ANNU,2.95583
15661...ZF...,CANADA,2008,GOVERNMENT BOND YIELD > 10 YRS.,PERCENT PER ANNU,4.04
42361...ZF...,CYPRUS,2008,GOVT. BOND YIELD,PERCENT PER ANNU,4.6
93561...ZF...,CZECH REPUBLIC,2008,GOVERNMENT BOND YIELD,PERCENT PER ANNU,4.3
12861A..ZF...,DENMARK,2008,MORTGAGE BOND YIELD,PERCENT PER ANNU,5.62333
12861...ZF...,DENMARK,2008,GOVERNMENT BOND YIELD,PERCENT PER ANNU,4.28167
93961...ZF...,ESTONIA,2008,LONG-TERM LOAN RATE,PERCENT PER ANNU,8.16417
64461...ZF...,ETHIOPIA,2008,GOVERNMENT BOND YIELD,PERCENT PER ANNU,4
16361...ZF...,EURO AREA,2008,GOVERNMENT BOND YIELD,PERCENT PER ANNU,4.35503
81961...ZF...,FIJI,2008,AVG SHT TRM GOVT BONDS RATE,PERCENT PER ANNU,5.91083
17261...ZF...,FINLAND,2008,GOVERNMENT BOND YIELD,PERCENT PER ANNU,4.28973
13261...ZF...,FRANCE,2008,GOVERNMENT BOND YIELD,PERCENT PER ANNU,4.23417
13461...ZF...,GERMANY,2008,GOVERNMENT BOND YIELD,PERCENT PER ANNU,3.985
65261...ZF...,GHANA,2008,GOVERNMENT BOND YIELD,PERCENT PER ANNU,14.8883
17461...ZF...,GREECE,2008,GOVERNMENT BOND YIELD,PERCENT PER ANNU,4.8025
94461...ZF...,HUNGARY,2008,GOVERNMENT BOND YIELD,PERCENT PER ANNU,8.23833
